document,text,html_label,docling_label,similarity,html_index,pdf_index
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"15 See id. (noting that 'the property owner necessarily expects' the state to occasionally impose limitations on 'the uses of his property' through the 'legitimate exercise of its police powers'); cf. Maureen E. Brady, The Illusory Promise of General Property Law , 132 YALE L.J.F. 1010 , 1048 -49 ( 2023 ) (criticizing the 'unpredictability of a general-law approach' that deems litigants to be 'on notice,' id. at 1048 , of property interests in 'every jurisdiction's law,' id. at 1049 ).",footnote,footnote,0.8004115226337448,14.0,23.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"17 See, e.g. , Meltz, supra note 5 , at 353 ('Much ink has been spilled over what qualifies as a background principle, beyond the certainty that common law nuisance is included.'); Dana, supra note 8 , at 1856 (criticizing 'the courts' and especially the U.S. Supreme Court's failure to explain how they have decided and will decide questions regarding background limitations on title').",footnote,footnote,0.9431524547803618,16.0,24.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"16 See, e.g. , Dana, supra note 8 , at 1806 -07 ('The problem . . . is that the Supreme Court and other courts have done little to clarify what is and is not a valid background limitation.'); Michael C. Blumm & Rachel G. Wolfard, Revisiting Background Principles in Takings Litigation , 71 FLA. L. REV. 1165 , 1169 ( 2019 ) ('What constitutes a valid background principles defense has proved to be a contentious and unsettled question over a quarter-century later.'); Meltz, supra note 5 , at 354 ('The Supreme Court has not spoken at length on the meaning of background principles since Lucas .').",footnote,footnote,0.9662731871838112,15.0,25.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"18 See generally, e.g. , Dana, supra note 8 (identifying 'three possible rationales for the background principles exception,' id. at 1789 ).",footnote,footnote,0.9675090252707581,17.0,26.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"20 Brady, supra note 15 , at 1014 (emphasis omitted).",footnote,footnote,0.9615384615384616,19.0,27.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,19 See sources cited infra note 80 .,footnote,footnote,0.9428571428571428,18.0,28.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,21 Id. at 1010 ; see also id. at 1015 (observing that the Supreme Court has increasingly 'relied on something approximating a general law of property in conducting takings analyses').,footnote,footnote,0.978021978021978,20.0,29.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"shift. 22 Some have argued that the recent general law cases 'make[] a considerable amount of sense normatively and practically' 23 because, among other things, they show that the Court systematically departs from state-specific law to prevent states from circumventing the Takings Clause by simply extinguishing a property interest. 24 This argument trades on the tendency for general law interventions in an anticircumvention posture to protect, rather than undercut, property rights.",body_text,text,0.7671232876712328,4.0,30.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"But that is only part of the story. A full examination of the ascent of general property law must also account for the recent emergence of general law background principles. Background principles found in the general law, rather than in state-specific law, complicate the dialogue around general property law because they serve as a basis for denials of otherwise viable takings claims. Yet many discussions of the sea change in constitutional property overlook the potentially problematic interaction between general property law and background principles. 25",body_text,text,0.9991063449508489,5.0,31.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"This Note fills that gap by demonstrating that the collision of ascendant general property law and the background principles exception could ultimately cause the Takings Clause to underprotect property interests. Part I provides background on the law of takings and describes the development of background principles jurisprudence. Next, Part II tracks the Court's recent shift toward a general law approach to property. Finally, Part III challenges the intuition that federal courts primarily apply general law to protect property rights, for example by preventing a state from 'extinguish[ing] a property interest . . . to avoid paying just compensation.' 26 To do so, it examines two recent cases 27 in the federal circuit courts that denied takings claims based on general law background principles. The general law approach may systematically underprotect property rights by increasing the level of generality",body_text,text,0.8885630498533724,6.0,32.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"22 See id. at 1015 . See generally Eric R. Claeys, Takings and Choice of Law After Tyler v. Hennepin County, 20 J.L. ECON. & POL'Y (forthcoming 2025 ), https://ssrn.com/abstract= 5084825 [https://perma.cc/ 4 X 4 H7 H 6 Q].",footnote,footnote,0.9354838709677419,21.0,34.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"24 See id. (manuscript at 3) (quoting Tyler v. Hennepin County, 143 S. Ct. 1369 , 1375 ( 2023 )).",footnote,footnote,0.968421052631579,23.0,35.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"23 Claeys, supra note 22 (manuscript at 2).",footnote,footnote,0.9647058823529412,22.0,36.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"25 This Note engages with a few recent treatments of the background principles exception and its intersection with general property law. See Brady, supra note 15 , at 1047-48 (noting that cases involving general-law background principles 'illustrate the unpredictability of a general-law approach,' id. at 1048 , and 'elide the question' of what counts as a background principle, id. at 1047 ); Timothy M. Mulvaney, Reconceptualizing 'Background Principles' in Takings Law , 109 MINN. L. REV. 689 , 735 ( 2024 ) (arguing that the ascendant general law approach to statutory background principles serves to 'conceal . . . decidedly moral judgments'); Dana, supra note 8 , at 1814-49 (developing three conceptions of background principles).",footnote,footnote,0.8548057259713702,24.0,37.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"27 Slaybaugh v. Rutherford County, 114 F. 4 th 593 ( 6 th Cir. 2024 ); Baker v. City of McKinney, 84 F. 4 th 378 ( 5 th Cir. 2023 ).",footnote,footnote,0.9486166007905138,26.0,38.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"26 Tyler , 143 S. Ct. at 1379 (citing Phillips v. Wash. Legal Found., 524 U.S. 156 , 167 ( 1998 )); see also Claeys, supra note 22 (manuscript at 14 -15 ). See generally id. (concluding that courts 'consult the 'common law' understood in the broad sense,' id. (manuscript at 34) , when they suspect that a state has manipulated property rights such that the 'federal right' protected by the Takings Clause has been 'convert[ed] . . . into a dead letter,' id. (manuscript at 32)) .",footnote,footnote,0.9421661409043113,25.0,39.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"This Part starts by providing a brief overview of the law of takings. After establishing that context, it discusses the development of the background principles exception.",body_text,text,1.0,7.0,42.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"The background principles exception is best understood in the context of the Takings Clause's basic analytical framework. Claims arising under the Takings Clause follow two steps. First, courts discern the property interest at stake. 28 Second, they analyze whether that property was 'taken.' 29 This analysis proceeds differently depending on the type of government action underlying the claim.",body_text,text,0.9746192893401016,8.0,44.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"There are two principal types of government action that can result in a taking. First, physical takings occur when the government physically appropriates or invades private property 30 for example, by using the eminent domain power to seize land for a public road. Second, regulatory takings occur when the government interferes with property interests through its legislative power 31 for example, by passing a zoning ordinance. Not all regulations result in takings. After all, the '[g]overnment hardly could go on if' it had to pay for every interference with property rights. 32 Instead, only 'regulations [that] go[] too far . . . will be recognized as . . . taking[s].' 33",body_text,text,0.9011799410029498,9.0,45.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"28 Meltz, supra note 5 , at 317 ('[W]hether the plaintiff has alleged a Takings Clause-recognized property interest is the key threshold substantive inquiry in a taking case.').",footnote,footnote,0.9772727272727273,27.0,48.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,30 Id. at 328 (recognizing 'formal appropriation of property and physical invasion thereof' as the classic takings).,footnote,footnote,0.9696969696969697,29.0,49.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"29 See id. at 310 . There is also a third inquiry, though it is not relevant for this Note: '[H]ow much compensation should the property owner receive?' Id.",footnote,footnote,0.9741935483870968,28.0,50.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"32 Pa. Coal Co. v. Mahon, 260 U.S. 393 , 413 ( 1922 ).",footnote,footnote,0.9423076923076923,30.0,53.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"34 See, e.g. , John A. Humbach, The Takings Clause and the Separation of Powers: An Essay , 21 PACE ENV'T L. REV. 3 , 8 ( 2003 ) ('For most of the twentieth century, however, the takings clause has led very much of a dual existence constituting a straightforward compensation requirement for cases of physical invasions of private property while also vaguely promising a possibility of compensation, under ill-defined circumstances, when the government affects property values by regulation .').",footnote,footnote,0.9624365482233502,31.0,55.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"The Supreme Court has responded to these concerns with several efforts to guide judicial discretion in regulatory takings cases. 37 The first major effort arrived in Penn Central Transportation Co. v. New York City , 38 which instructed courts to use a three-factor balancing test to analyze regulatory takings claims. 39 But even with Penn Central 's added guidance, the law of regulatory takings continued to be criticized as being unduly vague. 40 Indeed, the Supreme Court has 'generally eschewed any 'set formula' for determining how far is too far,' instead 'preferring to 'engag[e] in . . . essentially ad hoc, factual inquiries.'' 41 Still, continuing its effort to bring certainty to regulatory takings law, the Court has developed two types of categorical, or 'per se,' takings instances where a court could hold a regulation to be a taking without resorting to the unpredictable Penn Central analysis. 42",body_text,text,0.9473684210526315,11.0,57.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"First, a regulation that 'denies all economically beneficial or productive use of land' is a categorical taking. 43 In Lucas , the first case to recognize this rule, South Carolina passed a coastal protection law that prohibited David Lucas from building houses on his waterfront property. 44 Analyzing the regulation, the Lucas Court recognized the new per se rule that a state could take property by regulating its economic value down to nothing. 45 Having established the new per se rule, the Court remanded the case for the state court to determine, as a matter",body_text,text,0.8482549317147192,12.0,58.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"35 See, e.g. , Mark Fenster, The Stubborn Incoherence of Regulatory Takings , 28 STAN. ENV'T L.J. 525 , 528 ( 2009 ) (observing that, among other things, 'doctrinal indeterminacy ha[s] always driven regulatory takings litigation and theory').",footnote,footnote,0.9456066945606695,32.0,60.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"37 Meltz, supra note 5 , at 328 (observing the Court's 'effort, continuing today, to articulate a coherent body of rules or guidelines for determining which government regulations require compensation under the Takings Clause and which do not').",footnote,footnote,0.9713114754098361,34.0,61.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"36 See, e.g. , Murr v. Wisconsin, 137 S. Ct. 1933 , 1943 ( 2017 ) ('A central dynamic of the Court's regulatory takings jurisprudence, then, is its flexibility.').",footnote,footnote,0.9595015576323987,33.0,62.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,38 438 U.S. 104 ( 1978 ).,footnote,footnote,0.8936170212765957,35.0,63.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"40 See, e.g. , Maureen E. Brady, Essay, Penn Central Squared: What the Many Factors of Murr v. Wisconsin Mean for Property Federalism , 166 U. PA. L. REV. ONLINE 53 , 54 -55 ( 2017 ) (' Penn Central has been maligned by property scholars and the Court alike; it has been called a source of 'confusion,' the cause of 'protracted litigation and arbitrary outcomes,' and even 'disastrous.'' (footnotes omitted) (quoting Jed Rubenfeld, Usings , 102 YALE L.J. 1077 , 1089 ( 1993 ); Steven J. Eagle, The Four-Factor Penn Central Regulatory Takings Test , 118 PENN ST. L. REV. 601 , 605 ( 2014 ); Richard A. Epstein, Bundle-of-Rights Theory as a Bulwark Against Statist Conceptions of Private Property , 8 ECON J. WATCH 223 , 226 ( 2011 ))).",footnote,footnote,0.8908839779005525,36.0,65.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"41 Lucas v. S.C. Coastal Council, 505 U.S. 1003 , 1015 ( 1992 ) (alterations in original) (quoting Penn Central , 438 U.S. at 124).",footnote,footnote,0.9727626459143969,37.0,66.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,42 See id. (identifying 'two discrete categories of regulatory action as compensable without casespecific inquiry into the public interest advanced in support of the restraint').,footnote,footnote,0.9775280898876404,38.0,67.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,44 Id. at 1006 -07 (citing S.C. CODE ANN. § 48 -39 -280 ( Supp. 1990) ).,footnote,footnote,0.855072463768116,40.0,68.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"43 Id. (citing, inter alia, Agins v. City of Tiburon, 447 U.S. 255 , 260 ( 1980 )).",footnote,footnote,0.9629629629629629,39.0,69.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"Second, regulations resulting in 'a physical 'invasion' of . . . property' are categorical takings. 47 This rule traces back to Loretto v. Teleprompter Manhattan CATV Corp. , 48 which held that permanent physical invasions through regulations for example, the required installation of cable equipment in an apartment building 49 are categorical takings. 50 Recently, in Cedar Point Nursery v. Hassid , 51 the Court broadened Loretto by establishing that 'it is a per se taking whenever the government authorizes an involuntary entry to land,' regardless of whether that invasion is permanent or temporary. 52",body_text,text,0.9488448844884488,13.0,72.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"Cedar Point had the potential to provide greater clarity to the law of takings by expanding per se takings rules and therefore limiting the reach of Penn Central 's ad hoc balancing test. To this end, the Cedar Point Court swept some regulations into the realm of physical takings, bringing a greater class of legislation into the ambit of categorical rules. 53 An access-permitting regulation can now be a per se taking regardless of whether it is partial or absolute, temporary or permanent, minute or substantial. 54",body_text,text,0.9951690821256038,14.0,73.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,48 458 U.S. 419 ( 1982 ).,footnote,footnote,0.8936170212765957,42.0,77.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"47 Id. at 1015 ; see also Loretto v. Teleprompter Manhattan CATV Corp., 458 U.S. 419 , 438 -39 ( 1982 ); Cedar Point Nursery v. Hassid, 141 S. Ct. 2063 , 2074 ( 2021 ).",footnote,footnote,0.9602446483180428,41.0,78.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,49 See id. at 438 (recognizing regulatory requirement to install cables on building as a taking).,footnote,footnote,0.9844559585492227,43.0,79.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,51 141 S. Ct. 2063 ( 2021 ).,footnote,footnote,0.9056603773584906,45.0,80.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"50 Id. at 434 -35 (focusing on the 'constitutional distinction between a permanent occupation and a temporary physical invasion,' id. at 434 (emphasis added)).",footnote,footnote,0.9683544303797469,44.0,81.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"52 Bethany R. Berger, Eliding Original Understanding in Cedar Point Nursery v. Hassid, 33 YALE J.L. & HUMANS. 307 , 309 ( 2022 ); see Cedar Point , 141 S. Ct. at 2074 .",footnote,footnote,0.9272727272727272,46.0,82.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"54 See id. at 275 -76 (arguing that ' Cedar Point transforms 'appropriation' into a standard with no clear or predictable class of applications[,] . . . without mooring in shared lay or legal expectations' and that, as a result, '[p]otential litigants can no longer safely predict' outcomes).",footnote,footnote,0.9225473321858864,48.0,83.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"53 Cf. Aziz Z. Huq, Property Against Legality: Takings After Cedar Point, 109 VA. L. REV. 233 , 276 ( 2023 ) (arguing that Cedar Point 's treatment of a regulation as an appropriation could result in 'the category of appropriation . . . expand[ing] to the point of collapsing the category of regulatory takings').",footnote,footnote,0.9662921348314607,47.0,84.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"55 See Cedar Point , 141 S. Ct. at 2087 -88 (Breyer, J., dissenting); id. at 2078 (majority opinion) (recognizing dissent's 'warn[ing] that treating the access regulation as a per se physical taking will endanger a host of state and federal government activities'); see also, e.g. , Rebecca Hansen & Lior Jacob Strahilevitz , T oward Principled Background Principles in Takings Law , 10 TEX. A&M L. REV. 427 , 430 ( 2023 ) (recognizing widespread fear that ' Cedar Point jeopardized various antidiscrimination laws, antiretaliation provisions, regimes governing union access to employer email systems, rent control ordinances, environmental protection laws, [and] consumer protection laws,' inter alia).",footnote,footnote,0.9734767025089606,49.0,85.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"By expanding the reach of takings law, Cedar Point made the limitations on takings doctrine particularly background principles more important than ever. As Penn Central 's reach declines and categorical rules ascend, governments will increasingly rely on background principles to justify their regulatory agendas. What originated as an exception to Lucas 's total-economic-wipeout rule has become one of the chief avenues for governments to sustain laws in the public interest. Given its growing significance, the exception deserves special attention.",body_text,text,0.9909420289855072,16.0,87.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"56 See Cedar Point , 141 S. Ct. at 2078 -79 .",footnote,footnote,0.9069767441860465,50.0,91.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"58 Cedar Point , 141 S. Ct. at 2079 .",footnote,footnote,0.9295774647887324,52.0,92.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"57 See id. at 2079 (quoting Lucas v. S.C. Coastal Council, 505 U.S. 1003 , 1028 -29 ( 1992 )); Mary Catherine Jenkins & Juliette Turner-Jones, Note, Original Understanding of 'Background Principles' in Cedar Point Nursery v. Hassid, 47 HARV. J.L. & PUB. POL'Y 507 , 509 ( 2024 ) (characterizing the background principles exception as 'particularly expansive' and positing that 'governments can rest assured that Chief Justice Roberts's 'background principles' exception will mitigate the broadness of the per se rule').",footnote,footnote,0.912621359223301,51.0,93.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"59 See, e.g. , Stewart E. Sterk, The Demise of Federal Takings Litigation , 48 WM. & MARY L. REV. 251 , 288 ( 2006 ) ('[I]f background state law did not recognize or create property in the first instance, then a subsequent state action cannot take property.'); Stewart E. Sterk, The Federalist Dimension of Regulatory Takings Jurisprudence , 114 YALE L.J. 203 , 248 ( 2004 ) [hereinafter Sterk, The Federalist Dimension ] (observing that 'the Lucas rule is not dependent on state law, although it does build in a potential defense based on state law' that is, the background principles exception); Bush v. Gore, 531 U.S. 98 , 115 n. 1 ( 2000 ) (Rehnquist, C.J., concurring) ('[O]ur jurisprudence requires us to analyze the 'background principles' of state property law to determine whether there has been a taking of property . . . .'); Lee Anne Fennell, Escape Room: Implicit Takings After Cedar Point Nursery, 17 DUKE J. CONST. L. & PUB. POL'Y 1 , 25 ( 2022 ) (observing that 'background principles are generally a matter of state property law'); Blumm & Wolfard, supra note 16 , at 1297 ('Because the issue will usually be a question of state law, there will be no uniformity of background principles jurisprudence among the jurisdictions, with the possible exception of federal takings claims in the [Court of Federal Claims] and Federal Circuit.'); Palazzolo v. Rhode Island, 533 U.S. 606 , 630 ( 2001 ) (rooting background principles in 'common, shared understandings of permissible limitations derived from a State's legal tradition' (citing Lucas , 505 U.S. at 1029 -30 )).",footnote,footnote,0.9506212169480727,53.0,94.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"60 Lucas , 505 U.S. at 1029 (emphasis added). There are some federal background principles, but these are only applied in takings claims against the federal government. See, e.g. , Sterk, The Federalist Dimension , supra note 59 , at 244 n. 182 (noting the existence of the 'navigation servitude' background principle, which 'applies to federal actions, not to actions by the states').",footnote,footnote,0.9790575916230366,54.0,95.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"Justices Kennedy and Scalia would continue to debate background principles' source of law in a series of cases. In the next case involving background principles, Palazzolo v. Rhode Island , 62 the Court confronted the question of whether a state statute can act as a background limitation on private property that changes hands after the statute's enactment. 63 In the process of answering that question, Justice Kennedy argued that Lucas grounded background principles in the 'common, shared understandings of permissible limitations derived from a State's legal tradition.' 64 Concurring, Justice Scalia suggested that statutes are only relevant to the background principles analysis insofar as they reflect the state's common law of 'property and nuisance.' 65",body_text,text,0.9861932938856016,18.0,97.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"Next, in Murr v. Wisconsin , 66 'Justice Kennedy, writing for the majority, suggest[ed] that the background limitations inquiry should be an 'objective' one, based on 'background customs and the whole of our legal tradition.'' 67 Chief Justice Roberts dissented, arguing that the majority erroneously departed from the Court's consistent 'declar[ation] that the Takings Clause protects private property rights as state law creates and defines them.' 68",body_text,text,0.9111111111111111,19.0,98.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"More recently, however, Chief Justice Roberts established background principles' firm grounding in general law in Cedar Point 69 -perhaps the most definitive case on the matter since Lucas . Cedar Point articulated the background principles exception as focusing on ' longstanding background restrictions on property rights,' 70 with no express requirement that these restrictions be based in state law. Indeed, the Cedar Point Court looked to general law sources such as the Second Restatement of Torts to identify 'traditional common law'",body_text,text,0.7696969696969697,20.0,99.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"61 Lucas , 505 U.S. at 1035 (Kennedy, J., concurring).",footnote,footnote,0.9622641509433962,55.0,101.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,62 533 U.S. 606 ( 2001 ).,footnote,footnote,0.8936170212765957,56.0,103.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"64 Id. at 630 (citing Lucas , 505 U.S. at 1029 -30 ).",footnote,footnote,0.9215686274509803,57.0,104.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,66 137 S. Ct. 1933 ( 2017 ).,footnote,footnote,0.9056603773584906,59.0,105.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"65 Id. at 637 (Scalia, J., concurring) (quoting Lucas , 505 U.S. at 1029 ); see Brady, supra note 15 , at 1046 -47 .",footnote,footnote,0.9557522123893806,58.0,106.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"67 Dana, supra note 8 , at 1809 (quoting Murr , 137 S. Ct. at 1945 ).",footnote,footnote,0.9552238805970149,60.0,107.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"69 See Brady, supra note 15 , at 1046 ('[T]he Cedar Point majority also used general law to construct the limits of its new doctrine.').",footnote,footnote,0.9703703703703703,62.0,108.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"68 Murr , 137 S. Ct. at 1950 (Roberts, C.J., dissenting).",footnote,footnote,0.9642857142857143,61.0,109.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"70 Cedar Point Nursery v. Hassid, 141 S. Ct. 2063 , 2079 ( 2021 ) (emphasis added).",footnote,footnote,0.9629629629629629,63.0,110.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"As the next Part will illustrate, the apparent shift from state-specific to general law background principles was perhaps inevitable given a broader, analogous change in the Court's general understanding of property.",body_text,text,0.9953703703703703,21.0,112.0
