text,html_label,docling_label,similarity,html_index,pdf_index,document
"31. Peter L. Strauss, Formal and Functional Approaches to Separation of Powers QuestionsA Foolish Inconsistency? , 72 C ORNELL L. R EV . 488, 489 (1987); Strauss, supra note 29, at 609-16 (providing a classic functionalism account of agency administration and noting a return to 'formal' reasoning in removal cases that emphasizes 'a radical separation of powers within government, with a concomitant need to place agencies in one or another branch, maximally free from intrusion by the others').",body_text,footnote,0.9545913218970736,213,62,california_law_review_indeterminacy-separation
"Consider, for example, the nondelegation doctrine, which posits that Congress cannot delegate broad rulemaking authority to administrative agencies. 33 The Constitution assigns legislative power to Congress. 34 According to proponents of the nondelegation doctrine, the legislative power includes the power to enact prospective rules of general applicability. 35 By definition, agency rulemaking consists of rules of general applicability. It therefore violates a formalist separation of powers, since it involves the exercise of legislative power by a non-legislative actor. 36 The same mode of reasoning applies to the President's authority to remove administrative officials. Article II vests executive powers in the President. 37 According to formalists, that grant conveys exclusive authority to supervise executive departments and thus carries with it the power to appoint and remove personnel. 38 While the appointment power is formally shared with Congress, the Constitution's silence about removal suggests that the residual power must be the President's alone. Accordingly, when Congress imposes restrictions on the President's authority to remove administrative officials, it interferes with the President's power to execute the law. 39",body_text,text,0.9876049580167933,19,65,california_law_review_indeterminacy-separation
"See Gundy v. United States, 588 U.S. 128, 153 (2019) (Gorsuch, J., dissenting) ('When it came to the legislative power, the framers understood it to mean the power to adopt generally applicable rules of conduct governing future actions by private persons-the power to 'prescrib[e] the rules by which the duties and rights of every citizen are to be regulated . . . .'' (first alteration in original) (quoting T HE F EDERALIST N O . 78, at 465 (Alexander Hamilton) (Clinton Rossiter ed., 1961))); cf. Kristin E. Hickman, Nondelegation as Constitutional Symbolism , 89 G EO . W ASH . L. R EV . 1079, 1085 (2021) (arguing that alternatives proposed to replace the nondelegation doctrine 'are quite limited in their scope').",body_text,list_item,0.9491289198606272,217,69,california_law_review_indeterminacy-separation
"See Seila Law LLC v. Consumer Fin. Prot. Bureau, 591 U.S. 197, 224 (2020) (quoting Free Enter. Fund v. Pub. Co. Acct. Oversight Bd., 561 U.S. 477, 496-97 (2010) ('The President 'cannot delegate . . . the active obligation to supervise . . . ' because Article II 'makes a single President responsible for the actions of the Executive Branch.'').",body_text,list_item,0.9711815561959655,220,72,california_law_review_indeterminacy-separation
"See Bamzai & Prakash, supra note 32, at 1763 ('[T]he Article II vesting of 'executive power' is a grant of substantive authority and not merely a reference to the powers subsequently mentioned. The Vesting Clause's grant of power has several components, one of which is the power to remove executive officers.' (footnote omitted)); see also Caleb Nelson, Adjudication in the Political Branches , 107 C OLUM . L. R EV . 559, 565 (2007) ('Article III . . . strongly implies that neither Congress nor entities within the executive branch can exercise '[t]he judicial Power of the United States.'' (second alteration in original)).",body_text,list_item,0.9641434262948207,221,73,california_law_review_indeterminacy-separation
"Functionalists, by contrast, reject the premise that constitutional grants of power typically exclude other branches from exercising that power. 40 For them, the fact that one branch can wield a given power does not foreclose another branch from doing so. 41 Instead, functionalists tolerate some level of mixing beyond those expressly named in the Constitution. Acts are constitutionally suspect if they interfere with another branch's 'core' powers or if the exercise of a given power disrupts the overall balance of powers. 42 Agency rulemaking is therefore acceptable so long as Congress has authorized the agency to enact rules; 43 removal restrictions are constitutional so long as they do not 'impermissibly interfere' with a 'purely executive' function; 44 and agency adjudication can be permissible even when the agency exercises 'core' judicial functions. The agency just cannot go too far. 45",body_text,text,0.9437086092715232,20,74,california_law_review_indeterminacy-separation
"40. Merrill, supra note 1, at 231-32 ('All functionalists reject the exclusive functions idea . . . .').",body_text,footnote,0.9619047619047619,222,76,california_law_review_indeterminacy-separation
"41. See, e.g. , Commodity Futures Trading Comm'n v. Schor, 478 U.S. 833, 853-55 (1986) (identifying a 'core' judicial power but stating that 'this conclusion does not end our inquiry'); Morrison v. Olson, 487 U.S. 654, 660, 688-89 (1988) (identifying power at issue as 'purely executive' but holding that restrictions on President's ability to exercise that power constitutional because they do not 'impermissibly interfere with the President's authority under Article II').",body_text,footnote,0.9610115911485775,223,77,california_law_review_indeterminacy-separation
"42. Strauss, supra note 29, at 579 ('The continued achievement of the intended balance and interaction among the three named actors at the top of government, with each continuing to have effective responsibility for its unique core function, depends on the existence of relationships between each of these actors and each agency within which that function can find voice.'). For alternative perspectives, see Shalev Gad Roisman, Balancing Interests in the Separation of Powers , 91 U. C HI . L. R EV . 1331, 1338 (2024); Ilan Wurman, Nonexclusive Functions and Separation of Powers Law , 107 M INN . L. R EV . 735, 742-43 (2022) ('[E]xclusive functions must be exercised exclusively by the correlative branch of government, according to the constitutional strictures appertaining to that branch. Nonexclusive functions, however, are nonexclusive not only in that they partake in multiple qualities, but also in that such functions can therefore be exercised by different branches exercising different vested powers.'); John F. Manning, Separation of Powers as Ordinary Interpretation , 124 H ARV . L. R EV . 1939, 1948-49 (2011) (proposing a 'clause-centered approach' that would displace any 'freestanding separation of powers doctrine').",body_text,text,0.9695740365111561,224,78,california_law_review_indeterminacy-separation
"43. See Cass R. Sunstein, The American Nondelegation Doctrine , 86 G EO . W ASH . L. R EV . 1181, 1182 (2018) (describing the 'American nondelegation doctrine' under which '[e]xecutive agencies cannot make certain kinds of decisions unless Congress has explicitly authorized them to do so').",body_text,text,0.9462738301559792,225,79,california_law_review_indeterminacy-separation
"46. The formalist perspective often leads to doctrinal puzzles as rights come into conflict. See Shalev Gad Roisman, The Limits of Formalism in the Separation of Powers , 16 J. L EGAL A NALYSIS 178, 184-85 (2024); Adam B. Cox & Emma Kaufman, The Adjudicative State , 132 Y ALE L.J. 1769, 1772 (2023).",body_text,text,0.9346733668341709,228,82,california_law_review_indeterminacy-separation
"Despite areas of disagreement, formalists and functionalists share important premises. Both think that the Constitution allocates power among three coequal branches, that some powers are enumerated and others implied, and that the judiciary is (usually) the final arbiter of separation-of-powers disputes. 47 Disagreement is largely about how to parse those powers.",body_text,text,0.9958960328317373,22,85,california_law_review_indeterminacy-separation
"Perhaps the most obvious point of agreement is about the role of the judiciary in mediating separation-of-powers disputes. While academics and some Supreme Court opinions have occasionally flirted with a departmentalist theory that limits judicial review, 48 functionalists accept that the judiciary should demarcate the lines separating each branch. Both approaches thus accept a version of judicial supremacy: It is a judicial prerogative to police executive and legislative overreach. Judges, not members of Congress and not the President, are the primary federal officials charged with expounding constitutional meaning, delineating the boundaries that separate the different branches, and stipulating which powers are shared and which are exclusive.",body_text,text,0.9980119284294234,23,86,california_law_review_indeterminacy-separation
"47. Cf. Z. Payvand Ahdout, Separation-of-Powers Avoidance , 132 Y ALE L.J. 2360, 2365 (2023).",body_text,footnote,0.946236559139785,229,88,california_law_review_indeterminacy-separation
"48. See, e.g. , Curtis A. Bradley & Eric A. Posner, The Real Political Question Doctrine , 75 S TAN . L. R EV . 1031, 1036-47 (2023) (describing judicial and academic commentary on the political questions doctrine); Robert C. Post, The Supreme Court, 2002 Term-Foreword: Fashioning the Legal Con Law , 117 H ARV . L. R EV . 4, 4 (2003); Robert C. Post & Reva B. Siegel, Legislative Constitutionalism and Section Five Power: Policentric Interpretation of the Family and Medical Leave Act , 112 Y ALE L.J. 1943, 1967-71 (2003) ('Constitutional interpretation always proceeds within specific institutional contexts that inform both the substance of constitutional rights and the procedural framework within which they are enforced.'); Robert C. Post & Reva B. Siegel, Protecting the Constitution from the People: Juricentric Restrictions on Section Five Power , 78 I ND . L.J. 1, 17-30 (2003) (exploring non-juricentric understandings of the branches' approaches to constitutional interpretation).",body_text,footnote,0.9635258358662614,230,89,california_law_review_indeterminacy-separation
"quasi-executive, and quasi-judicial powers, 49 but the 'quasi' label still consigns to judicial interpreters the role of navigating the separation-of-powers cladogram. Quasi-powers are understood through a process of judicial classification, as acts that are associated with one of the three branches. Agency rules resemble federal legislation and are therefore defined by relation to their legislative cousin. Adjudication resembles judicial review and is therefore a quasi-judicial power. And enforcement resembles prosecution, a prerogative typically housed in the executive branch.",body_text,text,0.7686116700201208,24,90,california_law_review_indeterminacy-separation
"Formalists and functionalists also agree on the civic goals that the separation of powers promotes, though they place different weight on different ends. A common justification for the distribution of powers among the different branches is that it protects individual liberty from the threat of government overreach, an anti-tyranny ideal. On this view, the Madisonian axiom that 'ambition must be made to counteract ambition' is intended to limit government: Each branch's pursuit of power will induce the other branches to restrain it. 50 At other times, the separation of powers has been justified for promoting reasoned deliberation and requiring compromise between competing geographic and political interests.",body_text,text,0.9322152341020266,25,91,california_law_review_indeterminacy-separation
"One way to understand the convergence between formal and functional modes of constitutional reasoning is to notice their shared predilection for definite legal answers. 51 Neither formal nor functional approaches to the separation of powers are 'nominalist' or 'legal realist.' Rather, each agrees that its chosen approach to constitutional questions corresponds to real features of our public law, even if the two approaches do not always agree on what the relevant ordering principles ought to be. Modern separation-of-powers theorists assume, for example, that there is a thing called Executive Power or, more broadly, a set of constitutional functions that can be discerned and reliably adjudicated. Because these legal features-e.g., the Executive Power or the",body_text,text,0.9052757793764988,26,92,california_law_review_indeterminacy-separation
"49. Humphrey's Ex'r v. United States, 295 U.S. 602, 624 (1935) (describing the Federal Trade Commission's 'duties' as 'neither political nor executive, but predominantly quasi judicial and quasi legislative').",body_text,footnote,0.9047619047619048,231,93,california_law_review_indeterminacy-separation
"50. See T HE F EDERALIST N O . 51, at 322 (James Madison) (Clinton Rossiter ed., 1961) ('Ambition must be made to counteract ambition.'). For a discussion and critique of this theory, see Daryl J. Levinson & Richard H. Pildes, Separation of Parties, Not Powers , 119 H ARV . L. R EV . 2312, 2325-29 (2006). For alternative defenses of different allocative possibilities, see Christopher S. Havasy, Radical Administrative Law , 77 V AND . L. R EV . 647 (2024) (describing 'radical' nineteenth-century theories about how to democratize the administrative state); Daniel E. Walters, The Administrative Agon: A Democratic Theory for a Conflictual Regulatory State , 132 Y ALE L.J. 1, 14 (2022) (arguing for 'agonistic democratic theory' that 'emphasizes the inevitability of conflict and builds democratic legitimacy around it').",body_text,footnote,0.9254278728606357,232,94,california_law_review_indeterminacy-separation
"51. For an example of a formalist approach that wields specific legal answers, see generally Bamzai & Prakash, supra note 32. For an example of a functionalist approach, see Strauss, supra note 29, at 578 ('[F]or any consideration of the structure given law-administration below the very apex of the governmental structure, the rigid separation-of-powers compartmentalization of governmental functions should be abandoned in favor of analysis in terms of separation of functions and checks and balances.').",body_text,footnote,0.9940828402366864,233,95,california_law_review_indeterminacy-separation
"Convergence among separation-of-powers theories presumably reflects complex historical puzzles combining politics, doctrine, and ideologies of elite legal personnel. Whatever their genealogy, however, most separation-of-powers theories are, in the end, formal: They take themselves to 'provid[e] practically reasonable normative guidance to [the law's] addressees in authoritative resolution of conflict and coordination issues that face a political community, thereby enabling the community to realize its aspirations to legality.' 52",body_text,text,0.9915966386554622,27,97,california_law_review_indeterminacy-separation
"As the next two parts explain, separation-of-powers theories that have arisen in our constitutional history are neither formal nor functional, at least not in the modern sense. Rather than providing ex ante normative guidance that would enable a court to resolve the power-coordination issues that arise in government using familiar legal argot, some of these modes of constitutional argument directly embody a political theory, a science of politics. Rather than enumerating a set of legal rules, of whatever breadth, to guide the resolution of new power-coordination disputes, these theories instead equate the relevant separation-of-powers rules with the most important ideological features of our political community. 53",body_text,text,0.9979296066252588,28,98,california_law_review_indeterminacy-separation
"Crucially, these theories are less concerned with fixity in legal answers than the principal formal and functional theories of separated powers. They are less interested in 'legality,' insofar as that label identifies a kind of legal reasoning that proceeds deductively from known doctrinal premises to predictable and stable legal conclusions over time. And they are less interested in 'interpretation,' insofar as that label refers to 'revealing an intelligible order in the law, so far as such an order exists.' 54 These theories treat the separation of powers as an appeal to the latest and best modes of political science, not as a legal concept whose content is controlled by the text of the document. 55",body_text,text,0.9873417721518988,29,99,california_law_review_indeterminacy-separation
"52. See Paul B. Miller, The New Formalism in Private Law , 66 A M . J. J URIS . 175, 178 (2021).",body_text,footnote,0.91005291005291,234,100,california_law_review_indeterminacy-separation
"53. In foregrounding a science of politics as a theory of separated powers, the episodes we describe here are reminiscent of Levinson and Pildes's call to integrate a modern political science of 'parties' into our structural constitutional law. See Levinson & Pildes, supra note 50, at 2325-29 (noting that, in contrast to constitutional scholars, political scientists 'have long appreciated political parties' leading role in enforcing the separation of powers'). Notably, in these episodes, constitutional actors were aware they were defending their separation-of-powers theories not with constitutional formalisms, but rather with claims about necessary updates to, for example, the Senate's consensus view of political science.",body_text,footnote,0.9781420765027322,235,101,california_law_review_indeterminacy-separation
"54. We borrow this definition from private law. See Miller, supra note 52, at 179 & n.13 (quoting S TEPHEN A. S MITH , C ONTRACT T HEORY 5 (2004)). Constitutional legal theory, of course, is beset by far more dispute about the meaning of legal interpretation.",body_text,footnote,0.8699029126213592,236,102,california_law_review_indeterminacy-separation
"55. One could describe functionalism as a theory based in political science. See J OSH C HAFETZ , C ONGRESS ' S C ONSTITUTION 14 (2017). If that is the case, it is hard to understand functionalist appeals to 'core' powers.",body_text,footnote,0.8200455580865603,237,103,california_law_review_indeterminacy-separation
"Historically, the United States has embraced more varied theories of interdepartmental checks. These include an Antidomination Theory in which the judiciary plays only a limited role in expounding the Constitution's structural meaning; a rights-based theory in which structural questions are answered by asking if a government intervention deprives a person or business of vested property rights; a general-law theory in which constitutional actors reason deductively about the ideal form of government; and various political science theories in which structural questions are treated as a mode of practical, moral, or common law reasoning about optimal government structure. These theories look quite different from the tripartite framework that animates modern debates, but they all were thought to provide a conceptual framework for defining each branch's powers and deducing its boundaries.",body_text,text,0.9977628635346756,30,106,california_law_review_indeterminacy-separation
"Of the four theories described in this Part, the Antidomination Theory bears the most superficial resemblance to modern formalism. Like modern formalism, it accepts a tripartite division of powers, understands certain powers to be exclusive, and recognizes that the separation of powers is designed to preserve liberty by checking government overreach.",body_text,text,1.0,31,108,california_law_review_indeterminacy-separation
"The Antidomination Theory treats procedural checks as the principal means of preventing interbranch domination. The theory therefore pursues nondomination of the individual by empowering each branch to resist being brought under the others' control. The distinguishing feature of the Antidomination Theory is that interdepartmental separation is not based on the powers a branch possesses or the substantive acts in which it engages, 56 but rather on the formal procedures that allow each branch to resist the others.",body_text,text,0.9951690821256038,32,109,california_law_review_indeterminacy-separation
"57. M ANIN , supra note 5, at 72; T ULIS & M ELLOW , supra note 5, at 55.",body_text,footnote,0.7692307692307693,239,112,california_law_review_indeterminacy-separation
"proposed Federal Constitution, sometimes called the 'Anti-Federalists,' thought the document's separation of powers was theoretically bankrupt. Armed with enlightenment political theory, 58 the Anti-Federalists argued that the Constitution would not succeed in checking tyranny because it did not separate legislative, executive, and judicial powers. Examples of this mixing were the presidential veto, the congressional war power, and the Senate's role in appointments. All these allocative decisions, according to the Anti-Federalists, vested powers in the wrong branch. Indeed, the checks on government overreach were anathema to the view that the three great heads of power must be kept entirely separate.",body_text,text,0.8278787878787879,33,113,california_law_review_indeterminacy-separation
