pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
"a fiduciary relationship can be better understood by looking at the kantian theory of right. kant believed that some rights were innate to personhood. 78 looking at the parent-child relationship, kant argues that, due to parents' unilateral act of procreation, they owe their children a duty of care. parents 'cannot destroy their child . . . since they have brought . . . a citizen of the world into a condition which cannot now be indifferent to them even just according to concepts of right.' 79 children have an innate right to their parents' care stemming from their intrinsic dignity as people. 80","a fiduciary relationship can be better understood by looking at the kantian theory of right. kant believed that some rights were innate to personhood. 78 immanuel kant, the metaphysics of morals 63 (raymond guess ed., mary gregor trans., 1991) (1797). looking at the parent-child relationship, kant argues that, due to parents’ unilateral act of procreation, they owe their children a duty of care. parents “cannot destroy their child . . . since they have brought . . . a citizen of the world into a condition which cannot now be indifferent to them even just according to concepts of right.” 79 id. at 98-99. children have an innate right to their parents’ care stemming from their intrinsic dignity as people. 80 fiduciaries of humanity , supra note 26, at 25.",text,unknown,body-text,0.877,✗
"kant also believed there was another innate right: 'the right to as much freedom' as possible while respecting in equal measure the freedom of others. 81 tovindicate each person's right to this freedom, public institutions must exist. 82 as professors evan j. criddle and evan fox-decent argue, international law affirmatively charges states with the creation of public institutions for the protection of a population's equal freedom. 83","kant also believed there was another innate right: “the right to as much freedom” as possible while respecting in equal measure the freedom of others. 81 id. at 26. to vindicate each person’s right to this freedom, public institutions must exist. 82 id. as professors evan j. criddle and evan fox-decent argue, international law affirmatively charges states with the creation of public institutions for the protection of a population’s equal freedom. 83 id.",text,unknown,body-text,0.969,✗
"there is a similar intrinsic dignity when looking at a citizenry. a population has very little choice about being subject to the sovereignty of the state. of course, modern notions of democracy and popular sovereignty empower a collective population to an extent, but it would be unheard of-even paradoxical-for individuals in a democracy to opt out of government rule entirely.","there is a similar intrinsic dignity when looking at a citizenry. a population has very little choice about being subject to the sovereignty of the state. of course, modern notions of democracy and popular sovereignty empower a collective population to an extent, but it would be unheard of-even paradoxical-for individuals in a democracy to opt out of government rule entirely.",text,unknown,body-text,1.000,✗
"none of this is to say that a population should be treated as incapable of making its own decisions. instead, a key feature of the fiduciary relationship is that the state exercises powers on behalf of a collective that cannot exercise those powers in an individual capacity. thus, while individuals are capable of and entitled to exercising certain tools of self-determination, some decisions require the coordinated mechanisms of the state.","none of this is to say that a population should be treated as incapable of making its own decisions. instead, a key feature of the fiduciary relationship is that the state exercises powers on behalf of a collective that cannot exercise those powers in an individual capacity. thus, while individuals are capable of and entitled to exercising certain tools of self-determination, some decisions require the coordinated mechanisms of the state.",text,unknown,body-text,1.000,✗
"such is the case for the state. sovereign power derives from a diffuse population but must be exercised and operationalized by a governmental entity. a government may, in theory, run the same risks of an agency problem as a corporate board. government officials can have interests that differ from the citizenry that they represent-they could be courted by lobbyists, have financial stakes in certain industries, or have political aspirations such that they use their governing power to act in ways that are not to their constituency's direct benefit. the constraint of fiduciary duties is thus as applicable to the state as it is to the corporation. fiduciary duties are one way to solve the agency problem","such is the case for the state. sovereign power derives from a diffuse population but must be exercised and operationalized by a governmental entity. a government may, in theory, run the same risks of an agency problem as a corporate board. government officials can have interests that differ from the citizenry that they represent-they could be courted by lobbyists, have financial stakes in certain industries, or have political aspirations such that they use their governing power to act in ways that are not to their constituency’s direct benefit. the constraint of fiduciary duties is thus as applicable to the state as it is to the corporation. fiduciary duties are one way to solve the agency problem in a corporate context; constraining state sovereignty with fiduciary duties can solve the problem in a government context as well.",text,unknown,body-text,0.913,✗
"when a state enters into an iia, it negotiates in its capacity as a fiduciary. a tribunal cannot understand the state to have negotiated purely for the government's own benefit or with any intention to undermine its population's human rights. to contract away the ability to protect its population's human rights would require an authority or power that does not belong to the state. to draw another parallel to the private domestic law context, when a director signs documents for their company, they are not authorized to negotiate to the company's detriment or for their own interest. a court in the united states would consider this behavior a breach of the executive's fiduciary duty and could invalidate the agreement altogether. 92 the fiduciary theory thus clarifies the nature of the state's authority and serves as a theoretical framework to understand the affirmative role that a state must play in protecting its population's human rights.","when a state enters into an iia, it negotiates in its capacity as a fiduciary. a tribunal cannot understand the state to have negotiated purely for the government’s own benefit or with any intention to undermine its population’s human rights. to contract away the ability to protect its population’s human rights would require an authority or power that does not belong to the state. to draw another parallel to the private domestic law context, when a director signs documents for their company, they are not authorized to negotiate to the company’s detriment or for their own interest. a court in the united states would consider this behavior a breach of the executive’s fiduciary duty and could invalidate the agreement altogether. 92 see, e.g. , tornetta v. musk, 250 a.3d 793 (del. ch. 2019); coggins v. new england patriots football club, inc., 492 n.e.2d 1112 (mass. 1986). the fiduciary theory thus clarifies the nature of the state’s authority and serves as a theoretical framework to understand the affirmative role that a state must play in protecting its population’s human rights.",text,unknown,body-text,0.923,✗
"in negotiating iias, the state is contracting for the benefit of its people. entering into iias can invite foreign investment to stimulate the local economy, create jobs, and set clear expectations on both sides of the transaction. 91 thus, states enter into these agreements to further the best interests of their beneficiary population. but difficulties arise when human rights obligations come into conflict with investors' rights. this issue can be remedied by using the fiduciary theory of sovereignty as a guiding framework both in interpreting the iia in question and in understanding a state's authority to negotiate the agreement in the first place.","in negotiating iias, the state is contracting for the benefit of its people. entering into iias can invite foreign investment to stimulate the local economy, create jobs, and set clear expectations on both sides of the transaction. 91 see supra section i.a. thus, states enter into these agreements to further the best interests of their beneficiary population. but difficulties arise when human rights obligations come into conflict with investors’ rights. this issue can be remedied by using the fiduciary theory of sovereignty as a guiding framework both in interpreting the iia in question and in understanding a state’s authority to negotiate the agreement in the first place.",text,unknown,body-text,0.980,✗
"the fiduciary theory has numerous potential means of adoption. it can be implemented through the contractual approach, which informs how specific treaty provisions in next-generation iias are drafted. this approach suggests that states should explicitly incorporate the fiduciary theory into new iias going forward. the fiduciary theory can also be incorporated into the judicial approach, which focuses on the interpretation of existing treaties. the judicial approach advocates for arbitrators to consider the fiduciary theory when interpreting iias. finally, and perhaps most importantly, it can inform how practitioners think about international investment law and isds as a whole through the atmospheric approach. this approach, the most abstract of the three, encourages the diffusion and norm-casting of the fiduciary theory among key stakeholders using academic publications, amicus curiae submissions, country statements, and so on. because iias are vast agreements, foreign investor behavior can have massive implications on crucial human rights issues-from the right to water to the right to nondiscrimination in the workplace. as already discussed, this regime is adrift when it comes to reconciling this fundamental tension. the fiduciary theory provides not only a theoretical framework, but also an actionable path forward to lend legitimacy to an increasingly controversial legal regime.","the fiduciary theory has numerous potential means of adoption. it can be implemented through the contractual approach, which informs how specific treaty provisions in next-generation iias are drafted. this approach suggests that states should explicitly incorporate the fiduciary theory into new iias going forward. the fiduciary theory can also be incorporated into the judicial approach, which focuses on the interpretation of existing treaties. the judicial approach advocates for arbitrators to consider the fiduciary theory when interpreting iias. finally, and perhaps most importantly, it can inform how practitioners think about international investment law and isds as a whole through the atmospheric approach. this approach, the most abstract of the three, encourages the diffusion and norm-casting of the fiduciary theory among key stakeholders using academic publications, amicus curiae submissions, country statements, and so on. because iias are vast agreements, foreign investor behavior can have massive implications on crucial human rights issues-from the right to water to the right to nondiscrimination in the workplace. as already discussed, this regime is adrift when it comes to reconciling this fundamental tension. the fiduciary theory provides not only a theoretical framework, but also an actionable path forward to lend legitimacy to an increasingly controversial legal regime.",text,unknown,body-text,1.000,✗
the contractual approach is the most concrete and direct way for states to implement the fiduciary theory of sovereignty in constructing iias. the premise is simple: insert specific provisions into new iias that better enables a state to regulate in protection of its population's human rights.,the contractual approach is the most concrete and direct way for states to implement the fiduciary theory of sovereignty in constructing iias. the premise is simple: insert specific provisions into new iias that better enables a state to regulate in protection of its population’s human rights.,text,unknown,body-text,0.997,✗
"these provisions would be a redundancy measure, or a 'belt and suspenders' approach, given that an explicit provision would merely affirm rather than create the state's fiduciary duty to its people. redundancy measures, however, are used in both international and domestic law. 97 often, treaties merely codify existing international law and obligations that previously existed only through customary international law. 98 to include such a provision in iias, which reflect an existing notion of sovereignty, would be in line with the logic of treaties in general-memorializing obligations, preexisting or otherwise, to ensure that states receive the benefits of their bargains.","these provisions would be a redundancy measure, or a “belt and suspenders” approach, given that an explicit provision would merely affirm rather than create the state’s fiduciary duty to its people. redundancy measures, however, are used in both international and domestic law. 97 for an example in the domestic administrative law context, see ethan j. leib & james j. brudney, the belt-and-suspenders canon , 105 iowa l. rev. 735 (2020). often, treaties merely codify existing international law and obligations that previously existed only through customary international law. 98 greenwood , supra note 36, at 3-4. to include such a provision in iias, which reflect an existing notion of sovereignty, would be in line with the logic of treaties in general-memorializing obligations, preexisting or otherwise, to ensure that states receive the benefits of their bargains.",text,unknown,body-text,0.872,✗
"specific treaty provisions could incorporate the fiduciary theory into iias. this approach fits well within current trends in international investment law, with some reformers pinning their hopes on new iias entering into force. 96 the fiduciary theory could serve as a guiding framework for treaty drafting, even if the treaty does not explicitly incorporate the theory. exceptions clauses in new-generation iias specify situations where the iia could apply but does not. by contrast, treaty provisions enacting the fiduciary theory of sovereignty would specify situations where a state's obligations to its people prevent it from contracting at all.","specific treaty provisions could incorporate the fiduciary theory into iias. this approach fits well within current trends in international investment law, with some reformers pinning their hopes on new iias entering into force. 96 unctad, trends in the investment treaty regime and a reform toolbox for the energy transition , supra note 65, at 4. the fiduciary theory could serve as a guiding framework for treaty drafting, even if the treaty does not explicitly incorporate the theory. exceptions clauses in new-generation iias specify situations where the iia could apply but does not. by contrast, treaty provisions enacting the fiduciary theory of sovereignty would specify situations where a state’s obligations to its people prevent it from contracting at all.",text,unknown,body-text,0.916,✗
"the contractual approach also requires negotiating parties to agree to the insertion of these provisions. it is difficult to imagine a state that is not interested in confirming its ability to comply with its international human rights obligations. but as noted above, certain countries are predominantly home to claimants; accordingly, these states may have different incentives and interests to vindicate than states that serve as repeat respondents. 111 nonetheless, claimant home states are still periodically targets of isds. for example, canadian investors brought a claim against the united states, seeking $15 billion for denying the permits necessary to build the keystone pipeline. 112 aside from the fact that all countries have an obligation to their citizenry to protect its human rights, all countries have an incentive to protect the exercise of their sovereignty.","the contractual approach also requires negotiating parties to agree to the insertion of these provisions. it is difficult to imagine a state that is not interested in confirming its ability to comply with its international human rights obligations. but as noted above, certain countries are predominantly home to claimants; accordingly, these states may have different incentives and interests to vindicate than states that serve as repeat respondents. 111 see supra section i.b. nonetheless, claimant home states are still periodically targets of isds. for example, canadian investors brought a claim against the united states, seeking $15 billion for denying the permits necessary to build the keystone pipeline. 112 transcanada corp. v. government of the united states of america, icsid case no. arb/16/21, request for arbitration, ¶¶ 9-15, 91 (june 24, 2016), https://www.italaw.com/ sites/default/files/case-documents/italaw7407.pdf [ perma.cc/8965-hhq4 ]. aside from the fact that all countries have an obligation to their citizenry to protect its human rights, all countries have an incentive to protect the exercise of their sovereignty.",text,unknown,body-text,0.869,✗
"while the contractual approach can empower states to give more concrete effect to their intended bargains, tribunals may still find ways to interpret them narrowly or even in apparent contradiction of their express terms. grounding the provisions in the fiduciary theory may help resolve some of these weaknesses. by fortifying these exception-style clauses with the fiduciary theory's familiar philosophical thrust, arbitrators may be able to better understand the state's intent to protect its population's human rights. exceptions clauses do not typically give background information as to why a certain sector or measure is being excepted or excluded. 110 this dearth of context may be part of the reason that tribunals occasionally interpret these provisions counterintuitively. a preamble or chapeau provides much-needed context, especially where exceptions clauses have had comparatively little to ground their meaning.","while the contractual approach can empower states to give more concrete effect to their intended bargains, tribunals may still find ways to interpret them narrowly or even in apparent contradiction of their express terms. grounding the provisions in the fiduciary theory may help resolve some of these weaknesses. by fortifying these exception-style clauses with the fiduciary theory’s familiar philosophical thrust, arbitrators may be able to better understand the state’s intent to protect its population’s human rights. exceptions clauses do not typically give background information as to why a certain sector or measure is being excepted or excluded. 110 see, e.g. , free trade agreement between the government of australia and the government of the people’s republic of china , june 17, 2015, [2015] ats 15 (entered into force 20 dec. 2015) art 9.8. this dearth of context may be part of the reason that tribunals occasionally interpret these provisions counterintuitively. a preamble or chapeau provides much-needed context, especially where exceptions clauses have had comparatively little to ground their meaning.",text,unknown,body-text,0.901,✗
"the fiduciary theory can also inform arbitrators' interpretations of iias already in force. by using the theory as a background understanding of what the state can contract away in negotiating an iia, arbitrators can interpret existing fair and equitable treatment (fet) clauses in accordance with human rights obligations.","the fiduciary theory can also inform arbitrators’ interpretations of iias already in force. by using the theory as a background understanding of what the state can contract away in negotiating an iia, arbitrators can interpret existing fair and equitable treatment (fet) clauses in accordance with human rights obligations.",text,unknown,body-text,0.997,✗
"state's authority. the fiduciary theory can illuminate the scope of these constraints. with the fiduciary theory's clarification, the investor can better understand-and reasonably expect-what the state can, and more importantly, cannot contract away through an iia. at its core, the fiduciary theory is about the nature of a state's sovereignty. sovereignty is not a blank check to exercise illimitable power. instead, it is collective power bestowed by that state's citizenry to ensure they can exercise inalienable rights. consequently, contracting away the power to regulate in protection of a population's human rights through an iia is clearly outside the bounds of a state's valid exercise of sovereignty. 134","corporations do not merely need to know what a state’s human rights obligations are; they must also understand how these obligations constrain a state’s authority. the fiduciary theory can illuminate the scope of these constraints. with the fiduciary theory’s clarification, the investor can better understand-and reasonably expect-what the state can, and more importantly, cannot contract away through an iia. at its core, the fiduciary theory is about the nature of a state’s sovereignty. sovereignty is not a blank check to exercise illimitable power. instead, it is collective power bestowed by that state’s citizenry to ensure they can exercise inalienable rights. consequently, contracting away the power to regulate in protection of a population’s human rights through an iia is clearly outside the bounds of a state’s valid exercise of sovereignty. 134 see supra section ii.b.",text,unknown,body-text,0.887,✗
"once investors and arbitral tribunals understand the state's role as a fiduciary and the resulting constraints on its sovereignty, there can be no legitimate expectation that an iia would preclude a state from protecting its population's human rights.","once investors and arbitral tribunals understand the state’s role as a fiduciary and the resulting constraints on its sovereignty, there can be no legitimate expectation that an iia would preclude a state from protecting its population’s human rights.",text,unknown,body-text,0.992,✗
"under a legitimate expectations analysis, the bear creek tribunal would have been required to determine whether a prudent investor would have had reason to believe that peru would preserve the concession in those circumstances, as the case law is clear that legitimate expectations must be sensitive to the situation at hand. 135 given indigenous communities' right to consultation, codified in the widely ratified ilo convention 169, a prudent investor must know this human right exists. as a fiduciary, the government was under an express obligation to affirmatively protect this right. outreach to four out of the over thirty relevant communities in a language that was not their mother tongue fails to satisfy these communities' right to consultation. therefore, a prudent investor would expect that, given its inadequate attempt at consultation, the peruvian government would protect the aymara people's right to consultation.","under a legitimate expectations analysis, the bear creek tribunal would have been required to determine whether a prudent investor would have had reason to believe that peru would preserve the concession in those circumstances, as the case law is clear that legitimate expectations must be sensitive to the situation at hand. 135 see, e.g. , pawlowski ag v. czech republic, icsid case no. arb/17/11, award, ¶ 290 (nov. 1, 2021), https://icsidfiles.worldbank.org/icsid/icsidblobs/onlineawards/ c6327/ds16910_en.pdf [ perma.cc/c9nf-zlqg ]. given indigenous communities’ right to consultation, codified in the widely ratified ilo convention 169, a prudent investor must know this human right exists. as a fiduciary, the government was under an express obligation to affirmatively protect this right. outreach to four out of the over thirty relevant communities in a language that was not their mother tongue fails to satisfy these communities’ right to consultation. therefore, a prudent investor would expect that, given its inadequate attempt at consultation, the peruvian government would protect the aymara people’s right to consultation.",text,unknown,body-text,0.897,✗
"the contractual and judicial implementations of the fiduciary theory are narrow and concrete. by contrast, the atmospheric approach seeks to change the norms of international investment by putting the logic of the fiduciary theory into the 'atmosphere.' this approach thus focuses on equipping all key participants with the elements required to incorporate the theory into their international investment engagements. if the fiduciary approach can inform how academics, investors, states, and practitioners think about international investment law and the state's role, it may also help to reduce the previously discussed structural barriers to the contractual and judicial approaches.","the contractual and judicial implementations of the fiduciary theory are narrow and concrete. by contrast, the atmospheric approach seeks to change the norms of international investment by putting the logic of the fiduciary theory into the “atmosphere.” this approach thus focuses on equipping all key participants with the elements required to incorporate the theory into their international investment engagements. if the fiduciary approach can inform how academics, investors, states, and practitioners think about international investment law and the state’s role, it may also help to reduce the previously discussed structural barriers to the contractual and judicial approaches.",text,unknown,body-text,0.996,✗
"as discussed earlier, arbitrators often hesitate to extinguish obligations owed to investors when considering a state's human rights obligations. 137 the contractual and judicial approaches are thus only as effective as arbitrators allow them to be. as seen in eco oro , a treaty provision can be interpreted narrowly and in seeming contradiction to its plain meaning and purpose. 138 the effectiveness of interpretive tools such as article 31(3)(c) of the vienna convention on the law of treaties 139 further depends on the willingness of a tribunal to recognize both that (a) human rights obligations constitute rules, and (b) that they are relevant to the present dispute. 140 even when a tribunal acknowledges a human right's existence, as observed in suez , 141 a tribunal may still enforce conflicting obligations owed to an investor. an integral part of the solution is to reshape internationally shared norms by advancing theoretical frameworks, such as the fiduciary theory, through which more robust human rights protections can be justified.","as discussed earlier, arbitrators often hesitate to extinguish obligations owed to investors when considering a state’s human rights obligations. 137 see supra part ii. the contractual and judicial approaches are thus only as effective as arbitrators allow them to be. as seen in eco oro , a treaty provision can be interpreted narrowly and in seeming contradiction to its plain meaning and purpose. 138 see supra notes 104-109 and accompanying text. the effectiveness of interpretive tools such as article 31(3)(c) of the vienna convention on the law of treaties 139 this article commands that treaty provisions should be read in context with “any relevant rules of international law applicable in the relations between the parties.” vclt, supra note 99, art. 31(3)(c). further depends on the willingness of a tribunal to recognize both that (a) human rights obligations constitute rules, and (b) that they are relevant to the present dispute. 140 see simma, supra note 22, at 584-85. even when a tribunal acknowledges a human right’s existence, as observed in suez , 141 see supra notes 41-43 and accompanying text. a tribunal may still enforce conflicting obligations owed to an investor. an integral part of the solution is to reshape internationally shared norms by advancing theoretical frameworks, such as the fiduciary theory, through which more robust human rights protections can be justified.",text,unknown,body-text,0.855,✗
