pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
"under those basic premises, rahimi was a straightforward case. 12 this is more or less what chief justice roberts said in his opinion for an eight-justice majority. the court reiterated that, under bruen , ' the appropriate analysis involves considering whether the challenged regulation is consistent with the principles that underpin our regulatory tradition, ' 13 and that judges must '' apply[] faithfully the balance struck by the founding generation to modern circumstances. '' 14 it reiterated that ' when a challenged regulation does not precisely match its historical precursors, ' it still may be analogous enough to pass constitutional muster. ' thelawmustcomportwiththeprinciples underlying the second amendment, but it need not be a ' dead ringer ' or a ' historical twin. '' 15 the court then employed this methodology to quickly survey historical examples that ' con /unifb01 rm what common sense suggests: when an individual poses a clear threat of physical violence to another, the threatening individual may be disarmed. ' 16","under those basic premises, rahimi was a straightforward case. 12 this is more or less what chief justice roberts said in his opinion for an eight-justice majority. the court reiterated that, under bruen , “the appropriate analysis involves considering whether the challenged regulation is consistent with the principles that underpin our regulatory tradition,” 13 and that judges must “‘apply[] faithfully the balance struck by the founding generation to modern circumstances.’” 14 it reiterated that “when a challenged regulation does not precisely match its historical precursors, ‘it still may be analogous enough to pass constitutional muster.’ the law must comport with the principles underlying the second amendment, but it need not be a ‘dead ringer’ or a ‘historical twin.’” 15 the court then employed this methodology to quickly survey historical examples that “confirm what common sense suggests: when an individual poses a clear threat of physical violence to another, the threatening individual may be disarmed.” 16",text,unknown,body-text,0.971,✗
"9 see bruen , 597 u.s. at 25 n.6 (quoting william baude & stephen e. sachs, originalism and the law of the past , 37 law & hist. rev. 809, 810 -11 (2019)).","9 see bruen , 597 u.s. at 25 n.6 (quoting william baude & stephen e. sachs, originalism and the law of the past , 37 law & hist. rev. 809, 810-11 (2019)).",footnote,unknown,body-text,0.997,✗
"10 see baude & leider, supra note 7, at 1485 -95.","10 see baude & leider, supra note 7, at 1485-95.",footnote,unknown,body-text,0.990,✗
"12 see baude & leider, supra note 7, at 1509 -14.","12 see baude & leider, supra note 7, at 1509-14.",footnote,unknown,body-text,0.990,✗
"15 id. (citation omitted) (quoting bruen , 597 u.s. at 30); see also id. at 691 (observing that heller and bruen ' were not meant to suggest a law trapped in amber ' ).","15 id. (citation omitted) (quoting bruen , 597 u.s. at 30); see also id. at 691 (observing that heller and bruen “were not meant to suggest a law trapped in amber”).",footnote,unknown,body-text,0.979,✗
"view, historical laws disarming dangerous persons ' were driven by . . . quashing treason and rebellion, ' rather than ' preventing interpersonal violence. ' 17 other laws, such as sureties, did aim to prevent interpersonal violence, but did not disarm individuals. 18 these are fair quibbles, which professor leider and i bracketed in our earlier work, 19 but ultimately my view is that unless one is trying to distill the general law to an arti /unifb01 cially low level of abstraction, 20 the more natural inference is that legislatures could use their regulatory authorities to provide for the disarmament of dangerous people. that is what section 922(g)(8)(c)(i) does, and so it is constitutionally permissible.","justice thomas, the author of bruen , did not believe that the historical examples supported a general dangerousness principle. in his view, historical laws disarming dangerous persons “were driven by … quashing treason and rebellion,” rather than “preventing interpersonal violence.” 17 other laws, such as sureties, did aim to prevent interpersonal violence, but did not disarm individuals. 18 these are fair quibbles, which professor leider and i bracketed in our earlier work, 19 but ultimately my view is that unless one is trying to distill the general law to an artificially low level of abstraction, 20 the more natural inference is that legislatures could use their regulatory authorities to provide for the disarmament of dangerous people. that is what section 922(g)(8)(c)(i) does, and so it is constitutionally permissible.",text,unknown,body-text,0.895,✗
"if the fate of section 922(g)(8)(c)(i) were all that were at stake in rahimi , there would be little more to say. but chief justice roberts ' s eighteen-page opinion was followed by forty-nine pages of concurrences which focused less on the fate of the statute and more on a broader question: how should the court interpret the second amendment in general, and, for that matter, the constitution in general?","if the fate of section 922(g)(8)(c)(i) were all that were at stake in rahimi , there would be little more to say. but chief justice roberts’s eighteen-page opinion was followed by forty-nine pages of concurrences which focused less on the fate of the statute and more on a broader question: how should the court interpret the second amendment in general, and, for that matter, the constitution in general?",text,unknown,body-text,0.995,✗
"there is a reason that rahimi generated such a robust methodological debate. the second amendment presents today ' s justices with a doctrinal blank slate. without the path dependence of numerous precedents, the justices see an opportunity to describe from /unifb01 rst principles how the adjudication of constitutional rights ought to work -to borrow from what they see as working well in other areas of law and to reject what they believe is not.","there is a reason that rahimi generated such a robust methodological debate. the second amendment presents today’s justices with a doctrinal blank slate. without the path dependence of numerous precedents, the justices see an opportunity to describe from first principles how the adjudication of constitutional rights ought to work-to borrow from what they see as working well in other areas of law and to reject what they believe is not.",text,unknown,body-text,0.984,✗
"17 id. at 755 -57 (thomas, j., dissenting).","17 id. at 755-57 (thomas, j., dissenting).",footnote,unknown,body-text,0.988,✗
"18 id. at 764; cf. george a. mocsary, in denial about the obvious: upending the rhetoric of the modern second amendment , 2024 cato sup. ct. rev. 201, 215 ( ' justice thomas ' s disagreement with the majority was about bruen ' s application, not bruen ' s method. ' ).","18 id. at 764; cf. george a. mocsary, in denial about the obvious: upending the rhetoric of the modern second amendment , 2024 cato sup. ct. rev. 201, 215 (“justice thomas’s disagreement with the majority was about bruen ’s application, not bruen ’s method.”).",footnote,unknown,body-text,0.966,✗
"19 baude & leider, supra note 7, at 1510 n.258.","81 baude & leider, supra note 7, at 1489.",footnote,unknown,body-text,0.864,✗
20 cf. infra note 58.,20 cf. infra note 58.,footnote,unknown,body-text,1.000,✗
"the opinions in rahimi therefore present an especially rich opportunity to debate and analyze how to interpret the constitution. those debates will affect not just the future of the right to keep and bear arms, but the future of many other constitutional rights as well.","the opinions in rahimi therefore present an especially rich opportunity to debate and analyze how to interpret the constitution. those debates will affect not just the future of the right to keep and bear arms, but the future of many other constitutional rights as well.",text,unknown,body-text,1.000,✗
"what they reveal is a pivotal phalanx of justices who are openly committed to two things: an originalist method of constitutional interpretation, and an opposition to judicial ' balancing ' in constitutional adjudication. but it will be trickier for the justices to maintain both of those commitments than their opinions in rahimi let on. 24","what they reveal is a pivotal phalanx of justices who are openly committed to two things: an originalist method of constitutional interpretation, and an opposition to judicial “balancing” in constitutional adjudication. but it will be trickier for the justices to maintain both of those commitments than their opinions in rahimi let on. 24",text,unknown,body-text,0.991,✗
a central debate that emerged from the rahimi opinions involved the role of judicial ' balancing ' in constitutional adjudication.,a central debate that emerged from the rahimi opinions involved the role of judicial “balancing” in constitutional adjudication.,text,unknown,body-text,0.977,✗
"24 for other recent analyses of the tensions and omissions in these opinions, see stephen breyer, pragmatism or textualism , 138 harv. l. rev. 717, 765 -69 (2025); and reva b. siegel, the levels-of-generality game: ' history and tradition ' in the roberts court , 47 harv. j.l. & pub. pol ' y 563, 599 -604 (2024).","24 for other recent analyses of the tensions and omissions in these opinions, see stephen breyer, pragmatism or textualism , 138 harv. l. rev. 717, 765-69 (2025); and reva b. siegel, the levels-of-generality game: “history and tradition” in the roberts court , 47 harv. j.l. & pub. pol’y 563, 599-604 (2024).",footnote,unknown,body-text,0.981,✗
"25 see bruen , 597 u.s. at 83 (breyer, j., dissenting).","25 see bruen , 597 u.s. at 83 (breyer, j., dissenting).",footnote,unknown,body-text,1.000,✗
"26 rahimi , 602 u.s. at 703, 706 (sotomayor, j., concurring).","28 rahimi , 602 u.s. at 702 (sotomayor, j., concurring).",footnote,unknown,body-text,0.923,✗
"but in rahimi , the justices who joined bruen expressed a different methodological theme -one that centered an originalist approach to constitutional interpretation and also rejected judicial balancing of constitutional rights.","but in rahimi , the justices who joined bruen expressed a different methodological theme-one that centered an originalist approach to constitutional interpretation and also rejected judicial balancing of constitutional rights.",text,unknown,body-text,0.998,✗
"justices gorsuch, barrett, and kavanaugh each professed /unifb01 delity to originalist interpretations of the constitution, though each with their own spin.","justices gorsuch, barrett, and kavanaugh each professed fidelity to originalist interpretations of the constitution, though each with their own spin.",text,unknown,body-text,0.970,✗
"justice gorsuch emphasized that the constitution ' s core commands are ' the people ' s directions in the constitution -directions that are ' trapped in amber. '' 30 he amusingly co-opted this quotation from the chief justice ' s majority opinion, where the chief had emphasized that constitutional doctrine was not trapped in amber. 31","justice gorsuch emphasized that the constitution’s core commands are “the people’s directions in the constitution-directions that are ‘trapped in amber.’” 30 he amusingly co-opted this quotation from the chief justice’s majority opinion, where the chief had emphasized that constitutional doctrine was not trapped in amber. 31",text,unknown,body-text,0.964,✗
"27 bruen , 597 u.s. at 83 (breyer, j., dissenting).","27 bruen , 597 u.s. at 83 (breyer, j., dissenting).",footnote,unknown,body-text,1.000,✗
"28 rahimi , 602 u.s. at 702 (sotomayor, j., concurring).","28 rahimi , 602 u.s. at 702 (sotomayor, j., concurring).",footnote,unknown,body-text,1.000,✗
"29 id. at 741 ( jackson, j., concurring).","29 id. at 741 (jackson, j., concurring).",footnote,unknown,body-text,0.988,✗
"30 rahimi , 602 u.s. at 709 (gorsuch, j., concurring) (quoting id. at 691 (majority opinion)).","30 rahimi , 602 u.s. at 709 (gorsuch, j., concurring) (quoting id. at 691 (majority opinion)).",footnote,unknown,body-text,1.000,✗
31 id. at 691 (majority opinion).,31 id. at 691 (majority opinion).,footnote,unknown,body-text,1.000,✗
"32 id. at 737 (barrett, j., concurring).","32 id. at 737 (barrett, j., concurring).",footnote,unknown,body-text,1.000,✗
"34 id. (quoting stephen e. sachs, originalism: standard and procedure , 135 harv. l. rev. 777, 782 (2022)).","34 id. (quoting stephen e. sachs, originalism: standard and procedure , 135 harv. l. rev. 777, 782 (2022)).",footnote,unknown,body-text,1.000,✗
"justice kavanaugh delivered the most extensive essay on the role of text, history and tradition in constitutional interpretation. this essay emphasized originalism as a constraint on judges, citing classic works by judge bork and justice scalia. 37 justice kavanaugh /unifb01 rst stressed the importance of following the constitution ' s text in cases where it is clear and speci /unifb01 c, supplying an almost comically long list of examples from the document. 38 he then discussed the importance of using history, rather than judicial policymaking, in resolving disputes about the meaning of the text in cases where it is less clear or less speci /unifb01 c. his essay ranged from the use of pre-founding background history, to founding era history probative of original meaning, to postfounding practice more relevant to liquidation, gloss, and the like. 39","justice kavanaugh delivered the most extensive essay on the role of text, history and tradition in constitutional interpretation. this essay emphasized originalism as a constraint on judges, citing classic works by judge bork and justice scalia. 37 justice kavanaugh first stressed the importance of following the constitution’s text in cases where it is clear and specific, supplying an almost comically long list of examples from the document. 38 he then discussed the importance of using history, rather than judicial policymaking, in resolving disputes about the meaning of the text in cases where it is less clear or less specific. his essay ranged from the use of pre-founding background history, to founding era history probative of original meaning, to post-founding practice more relevant to liquidation, gloss, and the like. 39",text,unknown,body-text,0.980,✗
"asecond common denominator that emerged from these opinions was opposition to balancing. justices gorsuch, kavanaugh, and barrett all insisted that they were not deciding the merits of gun control provisions or determining the importance of the right to bear arms.","a second common denominator that emerged from these opinions was opposition to balancing. justices gorsuch, kavanaugh, and barrett all insisted that they were not deciding the merits of gun control provisions or determining the importance of the right to bear arms.",text,unknown,body-text,0.998,✗
"36 accord baude & leider, supra note 7, at 1486 -95.","36 accord baude & leider, supra note 7, at 1486-95.",footnote,unknown,body-text,0.990,✗
"37 rahimi , 602 u.s. at 718 (kavanaugh, j., concurring) ( /unifb01 rst quoting robert bork, neutral principles and some first amendment problems , 47 ind. l.j. 1, 8 (1971); then quoting antonin scalia, originalism: the lesser evil , 57 u. cin. l. rev. 849, 864 (1989); and then quoting antonin scalia, the rule of law as a law of rules , 56 u. chi. l. rev. 1175, 1183 (1989)).","37 rahimi , 602 u.s. at 718 (kavanaugh, j., concurring) (first quoting robert bork, neutral principles and some first amendment problems , 47 ind. l.j. 1, 8 (1971); then quoting antonin scalia, originalism: the lesser evil , 57 u. cin. l. rev. 849, 864 (1989); and then quoting antonin scalia, the rule of law as a law of rules , 56 u. chi. l. rev. 1175, 1183 (1989)).",footnote,unknown,body-text,0.987,✗
"39 id. at 719 -30. professor sherif girgis highlights that the theoretical differences between justice kavanaugh and justice barrett, which ' track[ ] an old cleavage in legal conservatism, ' also explain their different attitudes toward post-rati /unifb01 cation tradition. sherif girgis, originalism ' s age of ironies , 138 harv. l. rev. f. 1, 13 (2024).","39 id. at 719-30. professor sherif girgis highlights that the theoretical differences between justice kavanaugh and justice barrett, which “track[] an old cleavage in legal conservatism,” also explain their different attitudes toward post-ratification tradition. sherif girgis, originalism’s age of ironies , 138 harv. l. rev. f. 1, 13 (2024).",footnote,unknown,body-text,0.969,✗
"40 rahimi , 602 u.s. at 709 (gorsuch, j., concurring).","40 rahimi , 602 u.s. at 709 (gorsuch, j., concurring).",footnote,unknown,body-text,1.000,✗
"justice kavanaugh argued that when dealing with ' vague constitutional text ' without established judicial precedent, ' there are really only two potential answers to the question of how to determine exceptions to broadly worded constitutional rights: history or policy. ' 44 history was better, justice kavanaugh argued, because it ' establishes a ' criterion that is conceptually quite separate from the preferences of the judge himself. '' 45","justice kavanaugh argued that when dealing with “vague constitutional text” without established judicial precedent, “there are really only two potential answers to the question of how to determine exceptions to broadly worded constitutional rights: history or policy.” 44 history was better, justice kavanaugh argued, because it “establishes a ‘criterion that is conceptually quite separate from the preferences of the judge himself.’” 45",text,unknown,body-text,0.974,✗
"when the text is vague and the pre-rati /unifb01 cation history is elusive or inconclusive, post-rati /unifb01 cation history becomes especially important. indeed, absent precedent, there can be little else to guide a judge deciding a constitutional case in that situation, unless the judge simply defaults to his or her own policy preferences. 46","when the text is vague and the pre-ratification history is elusive or inconclusive, post-ratification history becomes especially important. indeed, absent precedent, there can be little else to guide a judge deciding a constitutional case in that situation, unless the judge simply defaults to his or her own policy preferences. 46",text,unknown,body-text,0.971,✗
"[t]hat kind of balancing approach to constitutional interpretation departs from what framers such as madison stated, what jurists such as marshall and scalia did, what judges as umpires should strive to do, and what this court has actually done across the constitutional landscape for the last two centuries. 47","[t]hat kind of balancing approach to constitutional interpretation departs from what framers such as madison stated, what jurists such as marshall and scalia did, what judges as umpires should strive to do, and what this court has actually done across the constitutional landscape for the last two centuries. 47",text,unknown,body-text,1.000,✗
"the subjective balancing approach forces judges to act more like legislators who decide what the law should be, rather than judges who ' say what the law is. ' 48","the subjective balancing approach forces judges to act more like legislators who decide what the law should be, rather than judges who “say what the law is.” 48",text,unknown,body-text,0.981,✗
"44 id. at 717 (kavanaugh, j., concurring).","44 id. at 717 (kavanaugh, j., concurring).",footnote,unknown,body-text,1.000,✗
"45 id. at 718 (quoting antonin scalia, originalism: the lesser evil , 57 u. cin. l. rev. 849, 864 (1989)).","45 id. at 718 (quoting antonin scalia, originalism: the lesser evil , 57 u. cin. l. rev. 849, 864 (1989)).",footnote,unknown,body-text,1.000,✗
deciding constitutional cases in a still-developing area of this court ' s jurisprudence can sometimes be dif /unifb01 cult. but that is not a permission slip for a judge to let constitutional analysis morph into policy preferences under the guise of a balancing test that churns out the judge ' s own policy beliefs. 49,deciding constitutional cases in a still-developing area of this court’s jurisprudence can sometimes be difficult. but that is not a permission slip for a judge to let constitutional analysis morph into policy preferences under the guise of a balancing test that churns out the judge’s own policy beliefs. 49,text,unknown,body-text,0.971,✗
this shared opposition to balancing is also what drove the biggest methodological cleavage between these justices -the cleavage about how much to rely on history and tradition when the original meaning of the constitution has run out.,this shared opposition to balancing is also what drove the biggest methodological cleavage between these justices-the cleavage about how much to rely on history and tradition when the original meaning of the constitution has run out.,text,unknown,body-text,0.998,✗
"as noted above, justice kavanaugh ' s answer was: very much . to him, the only real choices are ' history or policy, ' 50 so judges who wish to avoid making policy decisions must use history -history to /unifb01 gure out the original meaning of the constitution, and still more history (however late in the day) to close the gap.","as noted above, justice kavanaugh’s answer was: very much . to him, the only real choices are “history or policy,” 50 so judges who wish to avoid making policy decisions must use history-history to figure out the original meaning of the constitution, and still more history (however late in the day) to close the gap.",text,unknown,body-text,0.969,✗
"justice barrett, by contrast, reiterated her longstanding skepticism of '' freewheeling reliance on historical practice '' 51 and rejected the view that '' tradition, ' standing alone, is dispositive. ' 52 justice barrett had voiced that skepticism in earlier separate opinions in bruen , 53 samia v. united states (a self-incrimination case), 54 and vidal v. elster (a free speech case). 55 on justice barrett ' s more speci /unifb01 cally positivist view, judges should turn to history only when a legal rule tells them to do so -such as originalism, liquidation, stare decisis, and so on. 56 history without law to drive it does not make the judge ' s task any easier or better.","justice barrett, by contrast, reiterated her longstanding skepticism of “‘freewheeling reliance on historical practice’” 51 and rejected the view that “‘tradition,’ standing alone, is dispositive.” 52 justice barrett had voiced that skepticism in earlier separate opinions in bruen , 53 samia v. united states (a self-incrimination case), 54 and vidal v. elster (a free speech case). 55 on justice barrett’s more specifically positivist view, judges should turn to history only when a legal rule tells them to do so-such as originalism, liquidation, stare decisis, and so on. 56 history without law to drive it does not make the judge’s task any easier or better.",text,unknown,body-text,0.970,✗
"51 id. at 738 (barrett, j., concurring) (quoting n.y. state ri /unifb02 e & pistol ass ' n, inc. v. bruen, 597 u.s. 1, 83 (2022) (barrett, j., concurring)).","51 id. at 738 (barrett, j., concurring) (quoting n.y. state rifle & pistol ass’n, inc. v. bruen, 597 u.s. 1, 83 (2022) (barrett, j., concurring)).",footnote,unknown,body-text,0.954,✗
"54 samia v. united states, 599 u.s. 635, 656 -57 (2023) (barrett, j., concurring in part and concurring in the judgment).","54 samia v. united states, 599 u.s. 635, 656-57 (2023) (barrett, j., concurring in part and concurring in the judgment).",footnote,unknown,body-text,0.996,✗
"56 rahimi , 602 u.s. at 738 (barrett, j., concurring).","56 rahimi , 602 u.s. at 738 (barrett, j., concurring).",footnote,unknown,body-text,1.000,✗
"57 because i share justice barrett ' s view that the central reason to follow the original meaning of the constitution is that it is the law, rather than because it is especially good at constraining judges, compare william baude, is originalism our law? , 116 colum. l. rev. 2349, 2391 -97 (2015), with william baude, originalism as a constraint on judges , 84 u. chi. l. rev. 2213, 2228 -29 (2017), i share her view that we ought to focus on whether and when the law gives special status to post-rati /unifb01 cation practices. accord girgis, supra note 39, at 13.","57 because i share justice barrett’s view that the central reason to follow the original meaning of the constitution is that it is the law, rather than because it is especially good at constraining judges, compare william baude, is originalism our law? , 116 colum. l. rev. 2349, 2391-97 (2015), with william baude, originalism as a constraint on judges , 84 u. chi. l. rev. 2213, 2228-29 (2017), i share her view that we ought to focus on whether and when the law gives special status to post-ratification practices. accord girgis, supra note 39, at 13.",footnote,unknown,body-text,0.986,✗
"in my view, the justices ' willingness to embrace originalism as the central task of constitutional interpretation, and their unwillingness to embrace judicial balancing, are both very good things. the problem is that these commitments are in tension with one another.","in my view, the justices’ willingness to embrace originalism as the central task of constitutional interpretation, and their unwillingness to embrace judicial balancing, are both very good things. the problem is that these commitments are in tension with one another.",text,unknown,body-text,0.994,✗
"one aspect of this tension, highlighted by the kavanaugh/barrett dispute, is that sometimes the original meaning of a speci /unifb01 c constitutional provision can be too hard to discern, or too indeterminate. justice kavanaugh is right that when the original meaning of the constitutional text is vague or ambiguous, judges need some way to decide the cases nonetheless, and their own policy views about the justice of the cause are not good material for /unifb01 lling the gap. especially in a world of political and judicial polarization, it is better for judges deciding constitutional cases to try to decide them on the basis of something other than their policy preferences. but justice barrett is right that ' history, ' without a more de /unifb01 ned legal methodology, is not a suf /unifb01 cient way to /unifb01 ll that gap either. and she is right that a judge, whose job is to follow the law, needs not just some gap/unifb01 ller, but a legal gap/unifb01 ller.","one aspect of this tension, highlighted by the kavanaugh/barrett dispute, is that sometimes the original meaning of a specific constitutional provision can be too hard to discern, or too indeterminate. justice kavanaugh is right that when the original meaning of the constitutional text is vague or ambiguous, judges need some way to decide the cases nonetheless, and their own policy views about the justice of the cause are not good material for filling the gap. especially in a world of political and judicial polarization, it is better for judges deciding constitutional cases to try to decide them on the basis of something other than their policy preferences. but justice barrett is right that “history,” without a more defined legal methodology, is not a sufficient way to fill that gap either. and she is right that a judge, whose job is to follow the law, needs not just some gap-filler, but a legal gap-filler.",text,unknown,body-text,0.961,✗
"a second aspect of this problem, which is more fundamental, is that the original understanding of constitutional rights was not hostile to balancing . among the many works of legal scholarship cited in the rahimi opinions and for that matter in the bruen opinions, perhaps the most glaring omissions were works by professors jamal greene, jud campbell, and others illustrating that many founding era","a second aspect of this problem, which is more fundamental, is that the original understanding of constitutional rights was not hostile to balancing . among the many works of legal scholarship cited in the rahimi opinions and for that matter in the bruen opinions, perhaps the most glaring omissions were works by professors jamal greene, jud campbell, and others illustrating that many founding era constitutional rights were not absolutes and relied on a notion of balancing. 59",text,unknown,body-text,0.908,✗
"58 finally, it is worth noting that justice thomas ' s dissent, while less focused on methodology, also re /unifb02 ected an opposition to the use of ' generalized principles, ' rahimi , 602 u.s. at 775 (thomas, j., dissenting), arguing that the government ' s approach -' and indeed any similar, principle-based approach -would hollow out the second amendment of any substance, ' id . at 775. it expressed concern that the majority ' s approach to synthesizing the historical materials would result in ' the exact sort of ' regulatory blank check ' that bruen warns against and the american people rati /unifb01 ed the second amendment to preclude. ' id . at 772 (quoting bruen , 597 u.s. at 30).","58 finally, it is worth noting that justice thomas’s dissent, while less focused on methodology, also reflected an opposition to the use of “generalized principles,” rahimi , 602 u.s. at 775 (thomas, j., dissenting), arguing that the government’s approach-“and indeed any similar, principle-based approach-would hollow out the second amendment of any substance,” id . at 775. it expressed concern that the majority’s approach to synthesizing the historical materials would result in “the exact sort of ‘regulatory blank check’ that bruen warns against and the american people ratified the second amendment to preclude.” id . at 772 (quoting bruen , 597 u.s. at 30).",footnote,unknown,body-text,0.957,✗
"at and after the founding, legislatures were expected to make reasonable determinations about how to regulate individual liberty in order to better protect and preserve the liberty of all. this was a basic tenet of social contract theory that formed a backdrop to reading the constitutional bills of rights. 60","at and after the founding, legislatures were expected to make reasonable determinations about how to regulate individual liberty in order to better protect and preserve the liberty of all. this was a basic tenet of social contract theory that formed a backdrop to reading the constitutional bills of rights. 60",text,unknown,body-text,1.000,✗
"to be sure, constitutional rights still constrained the power to legislate. if the legislature trenched on the core of a protected constitutional right, the legislation was unconstitutional. if the legislature trenched on a constitutional right that had been expounded with speci /unifb01 city through precedent and practice, the legislation was unconstitutional. and if the legislature regulated a constitutional right in unreasonable ways, the legislation was unconstitutional. but these inquiries, especially the latter, entailed a great degree of balancing -balancing the rights of each individual against the common good. the now-familiar intuiting that rights are necessarily ' trumps ' is a modern one. 61","to be sure, constitutional rights still constrained the power to legislate. if the legislature trenched on the core of a protected constitutional right, the legislation was unconstitutional. if the legislature trenched on a constitutional right that had been expounded with specificity through precedent and practice, the legislation was unconstitutional. and if the legislature regulated a constitutional right in unreasonable ways, the legislation was unconstitutional. but these inquiries, especially the latter, entailed a great degree of balancing-balancing the rights of each individual against the common good. the now-familiar intuiting that rights are necessarily “trumps” is a modern one. 61",text,unknown,body-text,0.988,✗
