pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
"7 josh schafer, nil: here ' s how much athletes earned in the first year of new ncaa rules, yahoo! finance (july 1, 2022), http://finance.yahoo.com/news/nil-heres-how-muchncaa-athletes-earned-185901941.html (citing estimates by opendorse, a technology provider in the athlete endorsement industry).","[7] josh schafer, nil: here’s how much athletes earned in the first year of new ncaa rules, yahoo! finance (july 1, 2022), http://finance.yahoo.com/news/nil-heres-how-much-ncaa-athletes-earned-185901941.html (citing estimates by opendorse, a technology provider in the athlete endorsement industry).",footnote,unknown,body-text,0.988,✗
"8 josh schafer, college quarterback ' s nil compensation nears $4 million amid new nft partnership, yahoo! finance (oct. 7, 2022), http://finance.yahoo.com/news/collegequarterbacks-nil-compensation-nft-partnership-200004496.html [https://perma.cc/p9wdt6jg] (describing ewers ' s nft campaign that accounts for $1 million of ewers ' s earnings).","[8] josh schafer, college quarterback’s nil compensation nears $4 million amid new nft partnership, yahoo! finance (oct. 7, 2022), http://finance.yahoo.com/news/college-quarterbacks-nil-compensation-nft-partnership-200004496.html [https://perma.cc/p9wd-t6jg] (describing ewers’s nft campaign that accounts for $1 million of ewers’s earnings).",footnote,unknown,body-text,0.977,✗
"student-athletes have also utilized their nil to benefit charitable and community efforts. among the many examples is university of iowa football student-athlete tory taylor. as an international student, the australian-born taylor faces complications and restrictions regarding his ability to earn revenue from his nil. 11 after verifying that using his nil to raise money for charities would not negatively impact his standing as an international student, taylor teamed with local nonprofit count the kicks to raise money for its fetal movement awareness campaign. 12 an elite punter, taylor was a natural fit for an organization that sought to encourage pregnant people to monitor daily kick counting sessions during their pregnancy ' s third trimester. 13 t-shirts with the slogan ' punting is winning ' with taylor ' s name and jersey number on the back ' easily has become the most popular among iowa (football) fans, ' with taylor donating over $11,000 to count the kicks from their sale. 14 university of arkansas football student-athlete kj jefferson likewise used his nil for a good cause, teaming with organizations like the united way on a social media campaign to raise money for flood victims in jefferson ' s home state of mississippi. 15","student-athletes have also utilized their nil to benefit charitable and community efforts. among the many examples is university of iowa football student-athlete tory taylor. as an international student, the australian-born taylor faces complications and restrictions regarding his ability to earn revenue from his nil. [11] after verifying that using his nil to raise money for charities would not negatively impact his standing as an international student, taylor teamed with local nonprofit count the kicks to raise money for its fetal movement awareness campaign. [12] an elite punter, taylor was a natural fit for an organization that sought to encourage pregnant people to monitor daily kick counting sessions during their pregnancy’s third trimester. [13] t-shirts with the slogan “punting is winning” with taylor’s name and jersey number on the back “easily has become the most popular among iowa (football) fans,” with taylor donating over $11,000 to count the kicks from their sale. [14] university of arkansas football student-athlete kj jefferson likewise used his nil for a good cause, teaming with organizations like the united way on a social media campaign to raise money for flood victims in jefferson’s home state of mississippi. [15]",text,unknown,body-text,0.986,✗
"10 id. (listing bueckers ' nil arrangements to include deals with gatorade, the e-commerce platform stockx, and education platform chegg).","[10] id. (listing bueckers’ nil arrangements to include deals with gatorade, the e-commerce platform stockx, and education platform chegg).",footnote,unknown,body-text,0.982,✗
"11 scott dochterman, ' count the kicks ' : unable to profit off his nil, iowa punter tory taylor is still maximizing the impact of his platform, the athletic (dec. 21, 2021), http://theathletic.com/3028564/2021/12/21/count-the-kicks-unable-to-profit-off-his-niliowa-punter-tory-taylor-is-still-maximizing-the-impact-of-his-platform/ s punting prowess and engaging","[11] scott dochterman, ‘count the kicks’: unable to profit off his nil, iowa punter tory taylor is still maximizing the impact of his platform, the athletic (dec. 21, 2021), http://theathletic.com/3028564/2021/12/21/count-the-kicks-unable-to-profit-off-his-nil-iowa-punter-tory-taylor-is-still-maximizing-the-impact-of-his-platform/ [https://perma.cc/3m96-grzd] (explaining that taylor’s punting prowess and engaging personality led to nil overtures).",footnote,unknown,body-text,0.880,✗
13 id. (explaining that a change in the amount of time it takes to count ten movement changes could signal potential issues).,[13] id. (explaining that a change in the amount of time it takes to count ten movement changes could signal potential issues).,footnote,unknown,body-text,0.992,✗
"15 anna darling, kj jefferson nil for a good cause: water crisis aid in mississippi, knwa (sept. 16, 2022), http://nwahomepage.com/news/featured-stories/kj-jefferson-nilfor-a-good-cause-water-crisis-aid-in-mississippi [https://perma.cc/4her-ummk] (explaining that flooding overwhelmed jackson, mississippi ' s main water treatment plant, leaving many relying on bottled water to make food and for hygienic purposes).","[15] anna darling, kj jefferson nil for a good cause: water crisis aid in mississippi, knwa (sept. 16, 2022), http://nwahomepage.com/news/featured-stories/kj-jefferson-nil-for-a-good-cause-water-crisis-aid-in-mississippi [https://perma.cc/4her-ummk] (explaining that flooding overwhelmed jackson, mississippi’s main water treatment plant, leaving many relying on bottled water to make food and for hygienic purposes).",footnote,unknown,body-text,0.992,✗
"17 michelle brutlag hosick, ncaa adopts interim name, image and likeness policy, ncaa (june 30, 2021), http://ncaa.org/news/2021/6/30/ncaa-adopts-interim-name-imageand-likeness-policy.aspx [https://perma.cc/7ay5-s68m]. for example, ' (f)or generations, college athletes were forbidden by ncaa rules from receiving compensation for endorsements, autographs and the like, or from using their (nil) in any way to earn profits. ' tim tucker, ' the wild west ' : college sports ' nil era brings upheaval, atlanta j.-const. (mar. 18, 2022), http://ajc.com/sports/georgia-bulldogs/the-wild-west-college-sports-nil-erabrings-upheaval/yortvg5vazcmpblmvk42qma63e/ [https://perma.cc/8z34-syrh] (citing examples where former university of georgia football student-athletes a.j. green and todd gurley received multigame suspensions for violating ' the draconian rules ' ).","[17] michelle brutlag hosick, ncaa adopts interim name, image and likeness policy, ncaa (june 30, 2021), http://ncaa.org/news/2021/6/30/ncaa-adopts-interim-name-image-and-likeness-policy.aspx [https://perma.cc/7ay5-s68m]. for example, “(f)or generations, college athletes were forbidden by ncaa rules from receiving compensation for endorsements, autographs and the like, or from using their (nil) in any way to earn profits.” tim tucker, ‘the wild west’: college sports’ nil era brings upheaval, atlanta j.-const. (mar. 18, 2022), http://ajc.com/sports/georgia-bulldogs/the-wild-west-college-sports-nil-era-brings-upheaval/yortvg5vazcmpblmvk42qma63e/ [https://perma.cc/8z34-syrh] (citing examples where former university of georgia football student-athletes a.j. green and todd gurley received multigame suspensions for violating “the draconian rules”).",text,unknown,body-text,0.984,✗
"18 dellenger, supra note 4 (describing the ncaa ' s interim nil policy as ' taking a wrecking ball to its already crumbling bedrock of antiquated rules ' ).","[18] dellenger, supra note 4 (describing the ncaa’s interim nil policy as “taking a wrecking ball to its already crumbling bedrock of antiquated rules”).",text,unknown,body-text,0.958,✗
"19 andy wittry, here ' s how state nil laws could challenge the ncaa ' s interim policy, on3 (aug. 18, 2022), http://on3.com/nil/news/state-nil-laws-name-image-likeness-illinoisnevada-ncaa-interim-policy/ [https://perma.cc/n732-x5xj].","[19] andy wittry, here’s how state nil laws could challenge the ncaa’s interim policy, on3 (aug. 18, 2022), http://on3.com/nil/news/state-nil-laws-name-image-likeness-illinois-nevada-ncaa-interim-policy/ [https://perma.cc/n732-x5xj].",text,unknown,body-text,0.976,✗
"20 ross dellenger, college leaders urging ncaa to enforce new nil guidelines, or else, sports illustrated (may 5, 2022), https://www.si.com/college/2022/05/06/nil-chaosleaders-urging-ncaa-new-guidelines (quoting university of colorado athletics director rick george as explaining, ' just because we have nil, it doesn ' t eliminate the rules ' ).","[20] ross dellenger, college leaders urging ncaa to enforce new nil guidelines, or else, sports illustrated (may 5, 2022), https://www.si.com/college/2022/05/06/nil-chaos-leaders-urging-ncaa-new-guidelines (quoting university of colorado athletics director rick george as explaining, “just because we have nil, it doesn’t eliminate the rules”).",text,unknown,body-text,0.980,✗
"21 hosick, supra note 17 ( ' those rules remain in effect. ' ).","[21] hosick, supra note 17 (“those rules remain in effect.”).",text,unknown,body-text,0.919,✗
"22 see blake toppmeyer, ncaa is all bark, no bite, when enforcing nil rules against recruiting inducements, tennessean (may 11, 2022), http://tennessean.com/story/sports/college/2022/05/11/ncaa-nil-guidelines-rules-boosterscollectives-natitrust-lawsuit/9681621002/ [https://perma.cc/2dkj-3qay]; see also crabtree, supra note 16 (explaining that ' for months and months, coaches have been clamoring for enforcement from the ncaa. ' ).","[22] see blake toppmeyer, ncaa is all bark, no bite, when enforcing nil rules against recruiting inducements, tennessean (may 11, 2022), http://tennessean.com/story/sports/college/2022/05/11/ncaa-nil-guidelines-rules-boosters-collectives-natitrust-lawsuit/9681621002/ [https://perma.cc/2dkj-3qay]; see also crabtree, supra note 16 (explaining that “for months and months, coaches have been clamoring for enforcement from the ncaa.”).",text,unknown,body-text,0.988,✗
"23 dellenger, supra note 20.","[23] dellenger, supra note 20.",text,unknown,body-text,0.966,✗
"25 darren rovell, ncaa gets smarter with new, meaningful nil directives, action (oct. 26, 2022), http://actionnetwork.com/ncaab/ncaa-gets-smarter-with-new-meaningfulnil-directives [https://perma.cc/mnk6-73qt]; see also toppmeyer, supra note 22 ( ' to this point, the ncaa has shown all bark and no bite. ' ).","[25] darren rovell, ncaa gets smarter with new, meaningful nil directives, action (oct. 26, 2022), http://actionnetwork.com/ncaab/ncaa-gets-smarter-with-new-meaningful-nil-directives [https://perma.cc/mnk6-73qt]; see also toppmeyer, supra note 22 ( “to this point, the ncaa has shown all bark and no bite.”).",footnote,unknown,body-text,0.984,✗
"26 associated press, ncaa calls for schools to help investigate nil violations, sports illustrated (aug. 19, 2022), http://si.com/college/2022/08/19/ncaa-nil-investigationscalls-for-help-member-schools-impermissible-benefits. the ncaa committee on infractions recently cited the university of miami for ncaa violations. see ncaa, university of miami (florida) negotiated resolution 1 (2023), https://ncaaorg.s3.amazonaws.com/infractions/decisions/feb2023d1inf_coipublicreport universitymiamifl.pdf [https://perma.cc/yb8r-4zsm] [hereinafter miami case]. members of the national media have described it as the ncaa ' s first nil infractions case. see, e.g. , amanda christovich, ncaa ' s first nil infractions case is against miami women ' s hoops, front office sports (feb. 24, 2023), http://frontofficesports.com/ncaasfirst-nil-infractions-case-is-against-miami-womens-hoops/ [https://perma.cc/k82d-qf22]. others have described the penalties in the case as the ncaa ' s first nil sanctions. see, e.g. , emma hruby, ncaa issues first nil sanctions against miami in cavinder twins case, just women ' s sports (feb. 25, 2023), https://justwomenssports.com/reads/ncaa-cavinder-twinsmiami-recruiting-nilsanctions/#:~:text=miami%20basketball%20was%20issued%20sanctions,of%20the%20202 2%2d23%20season [https://perma.cc/bwy5-rsfy]. however, the written case decision specifically acknowledges ' [t]he investigation did not develop any facts directly linking activities around name, image and likeness to the prospects ' recruiting to or decision to enroll at the university of miami. ' miami case, supra note 26, at 1. further, while the written decision cites the parties with violations of numerous ncaa bylaws, there are no violation citations involving the ncaa ' s interim nil guidelines. id. at 4-5. thus, the miami case resulted from the head coach connecting prospective student-athletes ' family with a booster -not from violations of ncaa nil restrictions. see id. at 4.","[26] associated press, ncaa calls for schools to help investigate nil violations, sports illustrated (aug. 19, 2022), http://si.com/college/2022/08/19/ncaa-nil-investigations-calls-for-help-member-schools-impermissible-benefits. the ncaa committee on infractions recently cited the university of miami for ncaa violations. see ncaa, university of miami (florida) negotiated resolution 1 (2023), https://ncaaorg.s3.amazonaws.com/infractions/decisions/feb2023d1inf_coipublicreportuniversitymiamifl.pdf [https://perma.cc/yb8r-4zsm] [hereinafter miami case]. members of the national media have described it as the ncaa’s first nil infractions case. see, e.g. , amanda christovich, ncaa’s first nil infractions case is against miami women’s hoops, front office sports (feb. 24, 2023), http://frontofficesports.com/ncaas-first-nil-infractions-case-is-against-miami-womens-hoops/ [https://perma.cc/k82d-qf22]. others have described the penalties in the case as the ncaa’s first nil sanctions. see, e.g. , emma hruby, ncaa issues first nil sanctions against miami in cavinder twins case, just women’s sports (feb. 25, 2023), https://justwomenssports.com/reads/ncaa-cavinder-twins-miami-recruiting-nil-sanctions/#:~:text=miami%20basketball%20was%20issued%20sanctions,of%20the%202022%2d23%20season [https://perma.cc/bwy5-rsfy]. however, the written case decision specifically acknowledges “[t]he investigation did not develop any facts directly linking activities around name, image and likeness to the prospects’ recruiting to or decision to enroll at the university of miami.” miami case, supra note 26, at 1. further, while the written decision cites the parties with violations of numerous ncaa bylaws, there are no violation citations involving the ncaa’s interim nil guidelines. id. at 4-5. thus, the miami case resulted from the head coach connecting prospective student-athletes’ family with a booster-not from violations of ncaa nil restrictions. see id. at 4.",text,unknown,body-text,0.989,✗
"27 dodd, supra note 4 (quoting a college coach as stating, ' they say it ' s like the wild, wild west. who won the wild, wild west? bandits, pirates, criminals. when there is looting in the streets and chaos, who wins? the guys who break windows and runs [sic] out of walmart with tvs. ' ); see also tucker, supra note 17 (quoting emory university marketing professor mike lewis as explaining college athletics is in the ' wild west ' nil phase).","[27] dodd, supra note 4 (quoting a college coach as stating, “they say it’s like the wild, wild west. who won the wild, wild west? bandits, pirates, criminals. when there is looting in the streets and chaos, who wins? the guys who break windows and runs [sic] out of walmart with tvs.”); see also tucker, supra note 17 (quoting emory university marketing professor mike lewis as explaining college athletics is in the “wild west” nil phase).",text,unknown,body-text,0.979,✗
"28 michelle brutlag hosick, di board of directors directs di council to review impact of nil on student-athletes, ncaa (feb. 18, 2022), http://ncaa.org/news/2022/2/18/mediacenter-di-board-of-directors-directs-di-council-to-review-impact-of-nil-on-studentathletes.aspx [https://perma.cc/9cya-8ng3] (explaining that investigations have focused on violations of pay-for-play and recruiting inducement restrictions); see also amanda christovich, the ncaa posted a job for an nil rule violations investigator, front office sports (oct. 4, 2022), http://frontofficesports.com/ncaa-nil-enforcer/ [https://perma.cc/42kc-7ath] (noting that the ncaa confirmed ' it is now working on ' a number of cases ' related to nil ' ). the ncaa has made inquiries involving nil arrangements involving university of miami and university of oregon student-athletes, for example. pete nakos, ncaa posts job for associate director of nil enforcement, on3 (oct. 3, 2022), https://www.on3.com/nil/news/ncaa-posts-job-for-associate-director-of-nilenforcement-pay-to-play-recruiting-inducement/ [https://perma.cc/g8ap-q8ft].","[28] michelle brutlag hosick, di board of directors directs di council to review impact of nil on student-athletes, ncaa (feb. 18, 2022), http://ncaa.org/news/2022/2/18/media-center-di-board-of-directors-directs-di-council-to-review-impact-of-nil-on-student-athletes.aspx [https://perma.cc/9cya-8ng3] (explaining that investigations have focused on violations of pay-for-play and recruiting inducement restrictions); see also amanda christovich, the ncaa posted a job for an nil rule violations investigator, front office sports (oct. 4, 2022), http://frontofficesports.com/ncaa-nil-enforcer/ [https://perma.cc/42kc-7ath] (noting that the ncaa confirmed “it is now working on ‘a number of cases’ related to nil”). the ncaa has made inquiries involving nil arrangements involving university of miami and university of oregon student-athletes, for example. pete nakos, ncaa posts job for associate director of nil enforcement, on3 (oct. 3, 2022), https://www.on3.com/nil/news/ncaa-posts-job-for-associate-director-of-nil-enforcement-pay-to-play-recruiting-inducement/ [https://perma.cc/g8ap-q8ft].",text,unknown,body-text,0.992,✗
"members and representatives ' behaviors. 29 in fact, ncaa vice president of enforcement jon duncan recently explained that there a lot of cases involving nil or nil adjacent behavior ' in the hopper ' that will soon see sunshine. 30 further, the ncaa adopted a guilty-until-proven-innocent standard for potential violations of its interim nil policy. 31 the ncaa ' s recent staff additions likewise suggest it will aggressively enforce its nil restrictions. in august, the ncaa hired a former cia deputy group chief and fbi executive leader with decades of cybersecurity, counterintelligence, and strategic communications experience. 32 the ncaa also recently advertised a job opening titled ' associate director of enforcement for name, image, and likeness, ' with the position ' s primary responsibility including identifying potential ncaa violations. 33 this individual ' s tasks will include monitoring and enforcing ncaa rules and guidelines regarding nil. 34","the ncaa has, however, put member universities on notice that it is investigating potential nil rules infractions [28] with a focus on university staff members and representatives’ behaviors. [29] in fact, ncaa vice president of enforcement jon duncan recently explained that there a lot of cases involving nil or nil adjacent behavior “in the hopper” that will soon see sunshine. [30] further, the ncaa adopted a guilty-until-proven-innocent standard for potential violations of its interim nil policy. [31] the ncaa’s recent staff additions likewise suggest it will aggressively enforce its nil restrictions. in august, the ncaa hired a former cia deputy group chief and fbi executive leader with decades of cybersecurity, counterintelligence, and strategic communications experience. [32] the ncaa also recently advertised a job opening titled “associate director of enforcement for name, image, and likeness,” with the position’s primary responsibility including identifying potential ncaa violations. [33] this individual’s tasks will include monitoring and enforcing ncaa rules and guidelines regarding nil. [34]",text,unknown,body-text,0.908,✗
"29 daniel chavkin, ncaa says it ' s investigating ' potential violations ' regarding nil, sports illustrated (june 9, 2022), http://si.com/college/2022/06/09/ncaa-enforcement-nilissues-letter-potential-violations (citing ncaa enforcement staff correspondence to member universities).","[29] daniel chavkin, ncaa says it’s investigating ‘potential violations’ regarding nil, sports illustrated (june 9, 2022), http://si.com/college/2022/06/09/ncaa-enforcement-nil-issues-letter-potential-violations (citing ncaa enforcement staff correspondence to member universities).",footnote,unknown,body-text,0.977,✗
"30 crabtree, supra note 16 (quoting duncan ' s interview with collegiate sports connect ' s matt banker).","[30] crabtree, supra note 16 (quoting duncan’s interview with collegiate sports connect’s matt banker).",footnote,unknown,body-text,0.952,✗
"31 meghan durham, di board approves clarifications for interim nil policy, ncaa (oct. 26, 2022), http://ncaa.org/news/2022/10/26/media-center-di-board-approvesclarifications-for-interim-nil-policy.aspx [https://perma.cc/ku68-hfbu] (explaining that such a standard exists ' when information available to the enforcement staff indicates impermissible conduct occurred ' ). the ncaa codified this new presumption as bylaw 19.7.3, which went into effect on january 1, 2023. crabtree, supra note 16. it permits the ncaa to use things like media reports and other credible information to bring allegations of ncaa rules violations. carlson, supra note 24; see also ross dellenger, the doors are opening for ncaa to close in on nil violations, on3 (jan. 30, 2023), https://www.si.com/college/2023/01/30/ncaa-enforcement-name-image-likeness-more-","[31] meghan durham, di board approves clarifications for interim nil policy, ncaa (oct. 26, 2022), http://ncaa.org/news/2022/10/26/media-center-di-board-approves-clarifications-for-interim-nil-policy.aspx [https://perma.cc/ku68-hfbu] (explaining that such a standard exists “when information available to the enforcement staff indicates impermissible conduct occurred”). the ncaa codified this new presumption as bylaw 19.7.3, which went into effect on january 1, 2023. crabtree, supra note 16. it permits the ncaa to use things like media reports and other credible information to bring allegations of ncaa rules violations. carlson, supra note 24; see also ross dellenger, the doors are opening for ncaa to close in on nil violations, on3 (jan. 30, 2023), https://www.si.com/college/2023/01/30/ncaa-enforcement-name-image-likeness-more-room-investigations [https://perma.cc/4mp5-87hr] (explaining how the new standard no longer permits uncooperative witnesses to hamstring the ncaa and its enforcement staff).",footnote,unknown,body-text,0.901,✗
"32 darren heitner, newsletter, image, likeness vol. 7: after 18 months, is the ncaa about to enforce its nil rules?, linkedin (dec. 23, 2022), https://www.linkedin.com/pulse/newsletter-image-likeness-vol-7-after-18-months-ncaaenforce-heitner/ [https://perma.cc/f4jv-hsv3] (describing ncaa ' s hiring of craig moringiello as the assistant director of enforcement).","[32] darren heitner, newsletter, image, likeness vol. 7: after 18 months, is the ncaa about to enforce its nil rules?, linkedin (dec. 23, 2022), https://www.linkedin.com/pulse/newsletter-image-likeness-vol-7-after-18-months-ncaa-enforce-heitner/ [https://perma.cc/f4jv-hsv3] (describing ncaa’s hiring of craig moringiello as the assistant director of enforcement).",footnote,unknown,body-text,0.990,✗
"33 christovich, supra note 28 (noting that the ncaa explained its reasoning for creating the position because ' member schools have expressed a desire for the national office to ensure ncaa rules . . . are not being violated ' ).","[33] christovich, supra note 28 (noting that the ncaa explained its reasoning for creating the position because “member schools have expressed a desire for the national office to ensure ncaa rules . . . are not being violated”).",footnote,unknown,body-text,0.980,✗
"34 nakos, supra note 28 (explaining the enforcement staff job posting is a ' small sign ' that the ncaa will enforce nil regulations).","[34] nakos, supra note 28 (explaining the enforcement staff job posting is a “small sign” that the ncaa will enforce nil regulations).",footnote,unknown,body-text,0.970,✗
"35 christovich, supra note 28; see also dickerson & hafley, supra note 16.","[35] christovich, supra note 28; see also dickerson & hafley, supra note 16.",footnote,unknown,body-text,0.987,✗
i. the current ncaa division i 37 enforcement and infractions processes,i. the current ncaa division i [37] enforcement and infractions processes,section_header,unknown,body-text,0.986,✗
"the ncaa is ' big, national, the focus of media and public attention, and scrutinized by legislators. ' 38 a private association, 39 the ncaa describes itself as ' a member-led organization ' that consists of over 1,000 colleges and universities. 40","the ncaa is “big, national, the focus of media and public attention, and scrutinized by legislators.” [38] a private association, [39] the ncaa describes itself as “a member-led organization” that consists of over 1,000 colleges and universities. [40]",text,unknown,body-text,0.964,✗
