pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
"7 motion to dismiss indictment based on presidential immunity, supra note 1, at 8 -45. at oral argument, trump ' s attorney appeared to concede that some of the charged conduct might have involved unof /unifb01 cial acts. see transcript of oral argument at 29 -30, trump , 603 u.s. 593 (no. 23-939).","7 motion to dismiss indictment based on presidential immunity, supra note 1, at 8-45. at oral argument, trump’s attorney appeared to concede that some of the charged conduct might have involved unofficial acts. see transcript of oral argument at 29-30, trump , 603 u.s. 593 (no. 23-939).",footnote,unknown,body-text,0.973,✗
"before trump , the supreme court had never ruled on a former president ' s immunity from suit because no administration had ever prosecuted a former president before the biden administration prosecuted trump through the quasi-independent special counsel. 9 the court had addressed related issues, however. three decisions were especially relevant in trump .","before trump , the supreme court had never ruled on a former president’s immunity from suit because no administration had ever prosecuted a former president before the biden administration prosecuted trump through the quasi-independent special counsel. 9 the court had addressed related issues, however. three decisions were especially relevant in trump .",text,unknown,body-text,0.994,✗
"9 thecriminal investigation of former president trump in connection with both the january 6 matter and the mar-a-lago classi /unifb01 eddocuments matter began under the supervision of attorney general merrick garland. garland appointed special counsel jack smith on november 18, 2022, ' [b]ased on recent developments, including the former president ' s announcement that he is a candidate for president in the next election, and the sitting president ' s stated intention to be a candidate as well. ' merrick b. garland, att ' y gen., u.s. dep ' t of just., attorney general merrick b. garland delivers remarks on the appointment of a special counsel (nov. 18, 2022), https:// www.justice.gov/archives/opa/speech/attorney-general-merrick-b-garland-delivers-remarks-ap pointment-special-counsel. smith retained many lawyers and investigators who had worked on the january 6 case prior to his appointment and hired new staff. perry stein, a look at the team jack smith built to try to convict donald trump , wash. post (sept. 10, 2023), https://www .washingtonpost.com/national-security/2023/09/10/jack-smith-special-counsel-trump -investigations. under justice department regulations, smith had the powers of a u.s. attorney and had to ' comply ' with department rules and policies and ' consult ' with appropriate department of /unifb01 ces about them. 28 c.f.r. § 600.6 -7(a) (2022). the attorney general retained the authority to request from the special counsel ' an explanation for any investigative or prosecutorial step, ' and the power to ' conclude that the action is so inappropriate or unwarranted under established departmental practices that it should not be pursued. ' id. § 600.7(b). a special counsel is thus quasi-independent from the attorney general, who is constitutionally subject to presidential direction but by virtue of norms -at least through the presidency of joseph biden -is independent of the white house. see daphnarenan, presidential norms and article ii , 131 harv. l. rev. 2187, 2207 -13 (2018).","9 the criminal investigation of former president trump in connection with both the january 6 matter and the mar-a-lago classified documents matter began under the supervision of attorney general merrick garland. garland appointed special counsel jack smith on november 18, 2022, “[b]ased on recent developments, including the former president’s announcement that he is a candidate for president in the next election, and the sitting president’s stated intention to be a candidate as well.” merrick b. garland, att’y gen., u.s. dep’t of just., attorney general merrick b. garland delivers remarks on the appointment of a special counsel (nov. 18, 2022), https://www.justice.gov/archives/opa/speech/attorney-general-merrick-b-garland-delivers-remarks-appointment-special-counsel . smith retained many lawyers and investigators who had worked on the january 6 case prior to his appointment and hired new staff. perry stein, a look at the team jack smith built to try to convict donald trump , wash. post (sept. 10, 2023), https://www.washingtonpost.com/national-security/2023/09/10/jack-smith-special-counsel-trump-investigations . under justice department regulations, smith had the powers of a u.s. attorney and had to “comply” with department rules and policies and “consult” with appropriate department offices about them. 28 c.f.r. § 600.6-7(a) (2022). the attorney general retained the authority to request from the special counsel “an explanation for any investigative or prosecutorial step,” and the power to “conclude that the action is so inappropriate or unwarranted under established departmental practices that it should not be pursued.” id. § 600.7(b). a special counsel is thus quasi-independent from the attorney general, who is constitutionally subject to presidential direction but by virtue of norms-at least through the presidency of joseph biden-is independent of the white house. see daphna renan, presidential norms and article ii , 131 harv. l. rev. 2187, 2207-13 (2018).",footnote,unknown,body-text,0.980,✗
"11 youngstown , 343 u.s. at 635 ( jackson, j., concurring).","11 youngstown , 343 u.s. at 635 (jackson, j., concurring).",footnote,unknown,body-text,0.991,✗
"second, united states v. nixon recognized an article ii -based executive privilege protecting presidential and senior executive branch of /unifb01 cial communications from disclosure. 17 the court explained: ' certain powers and privileges /unifb02 ow from the nature of enumerated powers; the protection of the con /unifb01 dentiality of presidential communications has similar constitutional underpinnings. ' 18 the court ruled that this executive privilege was not absolute, however, due to a countervailing article iii -based judicial duty ' to do justice in criminal prosecutions. ' 19 the court recognized a ' presumptive privilege ' for presidential communications that was ' fundamental to the operation of government and inextricably rooted in the separation of powers under the constitution. ' 20 but it ruled that when the privilege is based on a ' generalized interest in con /unifb01 dentiality ' it ' must yield to the demonstrated, speci /unifb01 c need for evidence in a pending criminal trial. ' 21","second, united states v. nixon recognized an article ii-based executive privilege protecting presidential and senior executive branch official communications from disclosure. 17 the court explained: “certain powers and privileges flow from the nature of enumerated powers; the protection of the confidentiality of presidential communications has similar constitutional underpinnings.” 18 the court ruled that this executive privilege was not absolute, however, due to a countervailing article iii-based judicial duty “to do justice in criminal prosecutions.” 19 the court recognized a “presumptive privilege” for presidential communications that was “fundamental to the operation of government and inextricably rooted in the separation of powers under the constitution.” 20 but it ruled that when the privilege is based on a “generalized interest in confidentiality” it “must yield to the demonstrated, specific need for evidence in a pending criminal trial.” 21",text,unknown,body-text,0.956,✗
13 id. at 638 ( ' presidential claim to a power at once so conclusive and preclusive must be scrutinized with caution . . . . ' ); id. at 640 (explaining that claim is ' most vulnerable to attack and in the least favorable of possible constitutional postures ' ).,13 id. at 638 (“presidential claim to a power at once so conclusive and preclusive must be scrutinized with caution … .”); id. at 640 (explaining that claim is “most vulnerable to attack and in the least favorable of possible constitutional postures”).,footnote,unknown,body-text,0.959,✗
"15 zivotofsky v. kerry, 576 u.s. 1 (2015); see also jack l. goldsmith, zivotofsky ii as precedent in the executive branch , 129 harv. l. rev. 112, 121 (2015) (explaining that zivotofsky was the /unifb01 rst decision to evaluate exclusive authority in jackson ' s third category).","15 zivotofsky v. kerry, 576 u.s. 1 (2015); see also jack l. goldsmith, zivotofsky ii as precedent in the executive branch , 129 harv. l. rev. 112, 121 (2015) (explaining that zivotofsky was the first decision to evaluate exclusive authority in jackson’s third category).",footnote,unknown,body-text,0.976,✗
"16 zivotofsky , 576 u.s. at 10 -32; see also goldsmith, supra note 15, at 125 -26.","16 zivotofsky , 576 u.s. at 10-32; see also goldsmith, supra note 15, at 125-26.",footnote,unknown,body-text,0.988,✗
"18 id. at 705 -06 (footnote omitted). the court also recognized ' the singularly unique role under art. ii of a president ' s communications and activities, related to the performance of duties under that article. ' id. at 715.","18 id. at 705-06 (footnote omitted). the court also recognized “the singularly unique role under art. ii of a president’s communications and activities, related to the performance of duties under that article.” id. at 715.",footnote,unknown,body-text,0.976,✗
"21 id . at 713. the court did, however, indicate openness to the prospect that presidential privilege in the con /unifb01 dentiality of communications might prevail if based speci /unifb01 cally on ' a claim of need to protect military, diplomatic, or sensitive national security secrets. ' id. at 706.","21 id . at 713. the court did, however, indicate openness to the prospect that presidential privilege in the confidentiality of communications might prevail if based specifically on “a claim of need to protect military, diplomatic, or sensitive national security secrets.” id. at 706.",footnote,unknown,body-text,0.956,✗
"third, nixon v. fitzgerald held that due to ' the special nature of the president ' s constitutional of /unifb01 ce and functions, ' a president receives absolute immunity ' from damages liability for acts within the ' outer perimeter ' of his of /unifb01 cial responsibility. ' 22 it explained that a president ' s amenability to suit turned on a ' balance [of ] the constitutional weight of the interest to be served against the dangers of intrusion on the authority and functions of the executive branch. ' 23 pointing to youngstown and united states v. nixon , the court stated that ' [w]hen judicial action is needed to serve broad public interests . . . the exercise of jurisdiction has been held warranted. ' 24 but, it concluded that in a ' merely private suit for damages based on a president ' s of /unifb01 cial acts, ' 25 the president receives the broad absolute immunity due to his important ' discretionary responsibilities ' and the extraordinary burden that inferior presidential immunity would entail. 26","third, nixon v. fitzgerald held that due to “the special nature of the president’s constitutional office and functions,” a president receives absolute immunity “from damages liability for acts within the ‘outer perimeter’ of his official responsibility.” 22 it explained that a president’s amenability to suit turned on a “balance [of] the constitutional weight of the interest to be served against the dangers of intrusion on the authority and functions of the executive branch.” 23 pointing to youngstown and united states v. nixon , the court stated that “[w]hen judicial action is needed to serve broad public interests … the exercise of jurisdiction has been held warranted.” 24 but, it concluded that in a “merely private suit for damages based on a president’s official acts,” 25 the president receives the broad absolute immunity due to his important “discretionary responsibilities” and the extraordinary burden that inferior presidential immunity would entail. 26",text,unknown,body-text,0.954,✗
"three features of these foundational decisions warrant comment. first, all three opinions interpret article ii to carve out areas of presidential power that are impervious to the intrusion of another branch, though in different ways and with different terminology. jackson ' s youngstown category three recognized the possibility of limits on congressional power to regulate areas of exclusive presidential power. by contrast, the nixon cases recognized limitations on judicial review . nixon v. fitzgerald expressed this limitation in terms of a presidential immunity from suit for damages. united states v. nixon expressed this limitation in terms of a presidential presumptive privilege against disclosure of presidential communications in court. the limits on congressional power contemplated by youngstown go to the legality of presidential action, while the limit on judicial review contemplated by nixon v. fitzgerald accommodates the potential harms of judicial review on presidential action but does not affect the underlying legality of presidential conduct. 27","first, all three opinions interpret article ii to carve out areas of presidential power that are impervious to the intrusion of another branch, though in different ways and with different terminology. jackson’s youngstown category three recognized the possibility of limits on congressional power to regulate areas of exclusive presidential power. by contrast, the nixon cases recognized limitations on judicial review . nixon v. fitzgerald expressed this limitation in terms of a presidential immunity from suit for damages. united states v. nixon expressed this limitation in terms of a presidential presumptive privilege against disclosure of presidential communications in court. the limits on congressional power contemplated by youngstown go to the legality of presidential action, while the limit on judicial review contemplated by nixon v. fitzgerald accommodates the potential harms of judicial review on presidential action but does not affect the underlying legality of presidential conduct. 27",text,unknown,body-text,0.967,✗
"22 nixon v. fitzgerald, 457 u.s. 731, 756 (1982); see also id . at 749 -51 (outlining the president ' s ' unique position in the constitutional scheme ' and his responsibility to ' make the most sensitive and far-reaching decisions entrusted to any of /unifb01 cial under our constitutional system ' ).","22 nixon v. fitzgerald, 457 u.s. 731, 756 (1982); see also id . at 749-51 (outlining the president’s “unique position in the constitutional scheme” and his responsibility to “make the most sensitive and far-reaching decisions entrusted to any official under our constitutional system”).",footnote,unknown,body-text,0.952,✗
"23 id. at 754. importantly, this holding was premised on a suit based on implied causes of action; the court left open the scope of immunity should congress impose liability by statute on the president. see infra note 59 and accompanying text.","23 id. at 754. importantly, this holding was premised on a suit based on implied causes of action; the court left open the scope of immunity should congress impose liability by statute on the president. see infra note 59 and accompanying text.",footnote,unknown,body-text,1.000,✗
"second, neither the jackson concurrence in youngstown , nor the majority opinions in the nixon cases, were examples of what we would today call originalism or even textualism. jackson did not purport to discern constitutional meaning as /unifb01 xed at the founding but did poke fun at a few strands of what became modern originalism. 28 and, although he marched through the text of article ii, he did not rely on it in a serious way to deny the president ' s claims. 29 the nixon opinions were not ' textually based, ' as michael dreeben, the counselor to the special counsel, said at the trump v. united states oral argument. 30 rather, they rested on ' constitutional underpinnings, ' as the tapes case put it in the context of presidential communications. 31 and the nixon opinions did not mention the views of the founders, original public meaning, or any other originalist indicator of meaning. 32","second, neither the jackson concurrence in youngstown , nor the majority opinions in the nixon cases, were examples of what we would today call originalism or even textualism. jackson did not purport to discern constitutional meaning as fixed at the founding but did poke fun at a few strands of what became modern originalism. 28 and, although he marched through the text of article ii, he did not rely on it in a serious way to deny the president’s claims. 29 the nixon opinions were not “textually based,” as michael dreeben, the counselor to the special counsel, said at the trump v. united states oral argument. 30 rather, they rested on “constitutional underpinnings,” as the tapes case put it in the context of presidential communications. 31 and the nixon opinions did not mention the views of the founders, original public meaning, or any other originalist indicator of meaning. 32",text,unknown,body-text,0.986,✗
"28 youngstown , 343 u.s. at 634 ( jackson, j., concurring) ( ' just what our forefathers did envision, or would have envisioned had they foreseen modern conditions, must be divined from materials almost as enigmatic as the dreams joseph was called upon to interpret for pharaoh. ' ); see also id. at 640 ( ' some clauses could be made almost unworkable, as well as immutable, by refusal to indulge some latitude of interpretation for changing times. ' ).","28 youngstown , 343 u.s. at 634 (jackson, j., concurring) (“just what our forefathers did envision, or would have envisioned had they foreseen modern conditions, must be divined from materials almost as enigmatic as the dreams joseph was called upon to interpret for pharaoh.”); see also id. at 640 (“some clauses could be made almost unworkable, as well as immutable, by refusal to indulge some latitude of interpretation for changing times.”).",footnote,unknown,body-text,0.981,✗
"30 transcript of oral argument, supra note 7, at 77.","30 transcript of oral argument, supra note 7, at 77.",footnote,unknown,body-text,1.000,✗
"32 nixon v. fitzgerald , 457 u.s. 731 (1982), did say that its absolute presidential immunity was ' a functionally mandated incident of the president ' s unique of /unifb01 ce, rooted in the constitutional tradition of the separation of powers and supported by our history. ' id. at 749.","32 nixon v. fitzgerald , 457 u.s. 731 (1982), did say that its absolute presidential immunity was “a functionally mandated incident of the president’s unique office, rooted in the constitutional tradition of the separation of powers and supported by our history.” id. at 749.",footnote,unknown,body-text,0.964,✗
"33 by ' formalist ' i mean the idea that ' [t]he constitution sought to divide the delegated powers of the new federal government into three de /unifb01 ned categories, legislative, executive, and judicial, to assure, as nearly as possible, that each branch of government would con /unifb01 ne itself to its assigned responsibility. ' ins v. chadha, 462 u.s. 919, 951 (1983). a formalist approach to separation of powers identi /unifb01 es whether the exercise of governmental power is legislative, executive, or judicial, and that identi /unifb01 cation determines which branch may exercise the power. see, e.g. , gary s. lawson, territorial governments and the limits of formalism , 78 calif. l. rev. 853, 857 -88 (1990). by contrast, a functionalist approach recognizes that the three branches do not ' operate with absolute independence, ' morrison v. olson, 487 u.s. 654, 694 (1988) (quoting nixon , 418 u.s. at 707), and that the constitution requires only ' safeguard[ing] against the encroachment or aggrandizement of one branch at the expense of the other, ' id. at 693 (quoting buckley v. valeo, 424 u.s. 1, 122 (1976)). but see shalev gad roisman, balancing interests in the separation of powers , 91 u. chi. l. rev. 1331, 1375 (2024) (reading classic functionalist cases to balance the interests of the branches, de /unifb01 ned as the reasons behind their exercises of power, rather than the powers themselves).","33 by “formalist” i mean the idea that “[t]he constitution sought to divide the delegated powers of the new federal government into three defined categories, legislative, executive, and judicial, to assure, as nearly as possible, that each branch of government would confine itself to its assigned responsibility.” ins v. chadha, 462 u.s. 919, 951 (1983). a formalist approach to separation of powers identifies whether the exercise of governmental power is legislative, executive, or judicial, and that identification determines which branch may exercise the power. see, e.g. , gary s. lawson, territorial governments and the limits of formalism , 78 calif. l. rev. 853, 857-88 (1990). by contrast, a functionalist approach recognizes that the three branches do not “operate with absolute independence,” morrison v. olson, 487 u.s. 654, 694 (1988) (quoting nixon , 418 u.s. at 707), and that the constitution requires only “safeguard[ing] against the encroachment or aggrandizement of one branch at the expense of the other,” id. at 693 (quoting buckley v. valeo, 424 u.s. 1, 122 (1976)). but see shalev gad roisman, balancing interests in the separation of powers , 91 u. chi. l. rev. 1331, 1375 (2024) (reading classic functionalist cases to balance the interests of the branches, defined as the reasons behind their exercises of power, rather than the powers themselves).",footnote,unknown,body-text,0.973,✗
"approach to presidential power is famously anti-formalist. 34 while it recognized that category three housed exclusive presidential powers, it did not reason to such exclusivity by formalist methods. rather, jackson described the president ' s exclusive authority as the resolution of a clash of powers between the executive and other branches. 35 the nixon opinions were overtly anti-formalist. they both balanced presidential claims of authority against the competing claims of the other branches, and they both reached their conclusions based on the court ' s functional assessment of the impact of judicial actions on executive power. 36","third, all three opinions identified exclusive presidential power through functionalist, not formalist, methodology. 33 jackson’s tripartite approach to presidential power is famously anti-formalist. 34 while it recognized that category three housed exclusive presidential powers, it did not reason to such exclusivity by formalist methods. rather, jackson described the president’s exclusive authority as the resolution of a clash of powers between the executive and other branches. 35 the nixon opinions were overtly anti-formalist. they both balanced presidential claims of authority against the competing claims of the other branches, and they both reached their conclusions based on the court’s functional assessment of the impact of judicial actions on executive power. 36",text,unknown,body-text,0.895,✗
"trump ' s lawyers argued from the outset that a former president is immune from criminal prosecution for conduct involving of /unifb01 cial acts unless he has been impeached and convicted for the same conduct. 37 they maintained that nixon v. fitzgerald should be extended to the criminal context and that marbury and its progeny supported the president ' s immunity from criminal prosecution for public acts undertaken in of /unifb01 ce. 38 the focus was on immunity from judicial review , i.e., on ' article iii courts lack[ing] the power to review the president ' s of /unifb01 cial acts under the separation of powers doctrine. ' 39 they","trump’s lawyers argued from the outset that a former president is immune from criminal prosecution for conduct involving official acts unless he has been impeached and convicted for the same conduct. 37 they maintained that nixon v. fitzgerald should be extended to the criminal context and that marbury and its progeny supported the president’s immunity from criminal prosecution for public acts undertaken in office. 38 the focus was on immunity from judicial review , i.e., on “article iii courts lack[ing] the power to review the president’s official acts under the separation of powers doctrine.” 39 they did not argue that the constitution’s separation of powers prevented congress from criminalizing presidential acts. 40",text,unknown,body-text,0.878,✗
"34 see, e.g. , harlan grant cohen, formalism and distrust: foreign affairs law in the roberts court , 83 geo. wash. l. rev. 380, 394 (2015). the majority opinion in youngstown , by contrast, was famously formalist. see, e.g. , stephen i. vladeck, foreign affairs originalism in youngstown ' s shadow , 53 st. louis u. l.j. 29, 32 (2008).","34 see, e.g. , harlan grant cohen, formalism and distrust: foreign affairs law in the roberts court , 83 geo. wash. l. rev. 380, 394 (2015). the majority opinion in youngstown , by contrast, was famously formalist. see, e.g. , stephen i. vladeck, foreign affairs originalism in youngstown’s shadow , 53 st. louis u. l.j. 29, 32 (2008).",footnote,unknown,body-text,0.994,✗
