pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
"2 see barbara bennett woodhouse, òwho owns the child?ó: meyer and pierce and the child as property , 33 wm. & mary l. rev. 995, 1037 (1992) (stating that in colonial times children were treated òas assets of estates in which fathers had a vested right . . . . their services, earnings, and the like became the property of their paternal masters in exchange for life and maintenanceó) (quoting michael grossberg, governing the hearth: law and the family in nineteenth-century america 25 (1985)).","[2] see barbara bennett woodhouse, “who owns the child?”: meyer and pierce and the child as property , 33 wm. & mary l. rev. 995, 1037 (1992) (stating that in colonial times children were treated “as assets of estates in which fathers had a vested right . . . . their services, earnings, and the like became the property of their paternal masters in exchange for life and maintenance”) (quoting michael grossberg, governing the hearth: law and the family in nineteenth-century america 25 (1985)).",footnote,unknown,body-text,0.990,✗
"usually, a single person follows the rebellion of many more persons, rather than deciding for himself or herself, whether to rebel when persons in a similar situation do not rebel. this behavior can be observed in childrenõs as well as in adultsõ õbehavior. classroom laughter may start with one studentõs giggle that cannot stop even by the teacherõs frown or order, until a number of students cease laughing and the rest follow. fashion demonstrates this tendency as well. for example, before the second world war women had let their hair grow long. however, shortly after the war began, this changed, and short hair became the fashion. the reason may have been the enrollment of the women in military services and the rise and timing of their working hours. 3 after the war ended, the trend did not change immediately. it took time for one habit to overcome the other, for the hairdressers to open more shops, and for a younger generation to take over fashion leadership. 4","usually, a single person follows the rebellion of many more persons, rather than deciding for himself or herself, whether to rebel when persons in a similar situation do not rebel. this behavior can be observed in children’s as well as in adults’ behavior. classroom laughter may start with one student’s giggle that cannot stop even by the teacher’s frown or order, until a number of students cease laughing and the rest follow. fashion demonstrates this tendency as well. for example, before the second world war women had let their hair grow long. however, shortly after the war began, this changed, and short hair became the fashion. the reason may have been the enrollment of the women in military services and the rise and timing of their working hours. [3] after the war ended, the trend did not change immediately. it took time for one habit to overcome the other, for the hairdressers to open more shops, and for a younger generation to take over fashion leadership. [4]",text,unknown,body-text,0.993,✗
"as organizations, such as an army, a business, an educational institute, and others, acquire power, all of them raise the same issues. the power must be vested in humans, and that power may be used for good or for evil: for the benefit of the group or for the benefit of the power holders, or in any other way. the enforcement of the rules may be cruel or educational, the definition of good and evil may be changing and the roads leading to one or the other may be changing as well. corporate wrongdoings, and in fact many other wrongdoings, can be the products of what we consider good. in this case, for example, competition.","as organizations, such as an army, a business, an educational institute, and others, acquire power, all of them raise the same issues. the power must be vested in humans, and that power may be used for good or for evil: for the benefit of the group or for the benefit of the power holders, or in any other way. the enforcement of the rules may be cruel or educational, the definition of good and evil may be changing and the roads leading to one or the other may be changing as well. corporate wrongdoings, and in fact many other wrongdoings, can be the products of what we consider good. in this case, for example, competition.",text,unknown,body-text,1.000,✗
"3 see, e.g. , kate sullivan, a brief history of short hair in 20 numbers , allure (aug. 8, 2015), https://www.allure.com/story/short-hair-history [https://perma.cc/75n3-daj4] (noting that during world war i òamerican women began cutting their hair into bobs. many historians attribute this trend to military nurses adopting shorter cuts for convenience and hygieneó).","[3] see, e.g. , kate sullivan, a brief history of short hair in 20 numbers , allure (aug. 8, 2015), https://www.allure.com/story/short-hair-history [https://perma.cc/75n3-daj4] (noting that during world war i “american women began cutting their hair into bobs. many historians attribute this trend to military nurses adopting shorter cuts for convenience and hygiene”).",footnote,unknown,body-text,0.992,✗
"4 see, e.g. , 1940s hairstylesñhistory of womenõs hairstyles , vintage dancer (june 8, 2017), https://vintagedancer.com/1940s/1940s-hairstyles-history-womens-hairstyles/ [https://perma.cc/s9qw-r7k5] (noting that in 1940s ò[womenõs] hair was usually worn shoulder-length or a little bit longeró); short hair for women, encyclopedia.com, https://www.encyclopedia.com/fashion/encyclopedias-almanacs-transcripts-and-maps/shorthair-women [https://perma.cc/q9fb-3a8s] (last visited nov. 18, 2021) (noting that during 1920s, the number of haircutting salons increased from 5,000 to 23,000).","[4] see, e.g. , 1940s hairstyles-history of women’s hairstyles , vintage dancer (june 8, 2017), https://vintagedancer.com/1940s/1940s-hairstyles-history-womens-hairstyles/ [https://perma.cc/s9qw-r7k5] (noting that in 1940s “[women’s] hair was usually worn shoulder-length or a little bit longer”); short hair for women, encyclopedia.com, https://www.encyclopedia.com/fashion/encyclopedias-almanacs-transcripts-and-maps/short-hair-women [https://perma.cc/q9fb-3a8s] (last visited nov. 18, 2021) (noting that during 1920s, the number of haircutting salons increased from 5,000 to 23,000).",footnote,unknown,body-text,0.989,✗
"5 see, e.g. , william k. black, the department of justice òchases mice while lions roam the campsiteó: why the department has failed to prosecute the elite frauds that drove the financial crisis , 80 umkc l. rev. 987, 991 (2012) (arguing that òmarkets are so successful in detecting and preventing fraud that ôa rule against fraud is not an essential or even necessarily an important ingredient of securities marketsõó) (quoting frank h. easterbrook & daniel r. fischel, the economic structure of corporate law 283 (1991)).","[5] see, e.g. , william k. black, the department of justice “chases mice while lions roam the campsite”: why the department has failed to prosecute the elite frauds that drove the financial crisis , 80 umkc l. rev. 987, 991 (2012) (arguing that “markets are so successful in detecting and preventing fraud that ‘a rule against fraud is not an essential or even necessarily an important ingredient of securities markets’”) (quoting frank h. easterbrook & daniel r. fischel, the economic structure of corporate law 283 (1991)).",footnote,unknown,body-text,0.987,✗
"humans have created forms of interactions that end by one partyõs winning and the other partyõs loss. for example, sport games, intellectual games, and competition in the markets, are considered either entertainment or beneficial not only to other humans but also to the acting parties. that is why, arguably, competition may produce for other humanõs better products and better medicines. yet a drive for such benefits may not only reward others but may undermine the successful actions of the competitors. that may lead not to public benefits but to fraudulent and harmful ways of convincing the public to choose products, ideas, and services, over those that might produce better results in the long run. the issue of winning via cooperating, instead of competition, is at the heart of human societyõs well-being.","humans have created forms of interactions that end with one party’s winning and the other party’s loss. for example, sports games, intellectual games, and competition in the markets, are considered either entertainment or beneficial not only to other humans but also to the acting parties. that is why, arguably, competition may produce for other human’s better products and better medicines. yet a drive for such benefits may not only reward others but may undermine the successful actions of the competitors. that may lead not to public benefits but to fraudulent and harmful ways of convincing the public to choose products, ideas, and services, over those that might produce better results in the long run. the issue of winning via cooperating, instead of competition, is at the heart of human society’s well-being.",text,unknown,body-text,0.991,✗
"in sum, human society is continuously facing: (i) the creation and long-term use of power by some humans over others; (ii) the long-term interaction, and cooperation among humans; and (iii) the need of all human societies to induce others to contribute to benefits for all and avoid the destruction of any. these are the fundamental reasons for the rules of laws and cultures. . if these objectives are continuously kept in mind, detailed and redefined, while designing the legal and cultural rules, as well as the relationships between the two, their differences and contents might be more compatible, acceptable, and practiced.","in sum, human society is continuously facing: (i) the creation and long-term use of power by some humans over others; (ii) the long-term interaction, and cooperation among humans; and (iii) the need of all human societies to induce others to contribute to benefits for all and avoid the destruction of any. these are the fundamental reasons for the rules of laws and cultures. . if these objectives are continuously kept in mind, detailed and redefined, while designing the legal and cultural rules, as well as the relationships between the two, their differences and contents might be more compatible, acceptable, and practiced.",text,unknown,body-text,1.000,✗
i. underlying purposes and values of the rules,i. underlying purposes and values of the rules,section_header,unknown,body-text,1.000,✗
"in comparing similarities and differences that characterize cultural and legal rules and norms it is particularly interesting to examine the social functions that each play in its different fields. we start by examining the sources from which these rules and norms originate and the needs to which they respond. the emergence of rules originate from the needs formulated by the community to which those rules regulate. the normative character of rules correspond, above all, to the need to remove the state of chaos, disorder, unpredictability. the ordering of the rules of societal coexistence, regardless of the epoch and geography, has been considered necessary and beneficial for the group. such a need, to organize a desired model of order, could be met by both legal as well as cultural rules. the relationship between law and culture rooted in values is underlined by the definition ius est ars boni et aequi used by the ancient romans, who considered law to be the art of good and justice. 7 if law was an art, it has certainly also been an element of the culture. this is just a starting point of analysis of the functions of these rules.","in comparing similarities and differences that characterize cultural and legal rules and norms it is particularly interesting to examine the social functions that each play in its different fields. we start by examining the sources from which these rules and norms originate and the needs to which they respond. the emergence of rules originate from the needs formulated by the community to which those rules regulate. the normative character of rules correspond, above all, to the need to remove the state of chaos, disorder, unpredictability. the ordering of the rules of societal coexistence, regardless of the epoch and geography, has been considered necessary and beneficial for the group. such a need, to organize a desired model of order, could be met by both legal as well as cultural rules. the relationship between law and culture rooted in values is underlined by the definition ius est ars boni et aequi used by the ancient romans, who considered law to be the art of good and justice. [7] if law was an art, it has certainly also been an element of the culture. this is just a starting point of analysis of the functions of these rules.",text,unknown,body-text,0.999,✗
"7 e.g. , peter stein, interpretation and legal reasoning in roman law , 70 chi.-kent l. rev. 1539, 1554 (1995).","[7] e.g. , peter stein, interpretation and legal reasoning in roman law , 70 chi.-kent l. rev. 1539, 1554 (1995).",footnote,unknown,body-text,0.991,✗
"before discussing the functions of law and culture rules, it is worthwhile to define culture, especially in the context of its relation to law. among other ways, culture could be understood as a distinction from nature. culture appears at the moment of any human intervention into anything that a human meets or creates that has not been transformed by human intervention earlier. etymologically, it refers to cultivation. in fact, it is a primary meaning when humans began to order and at the same time subjugate nature, to interfere with it. the word òcultó included in this notion pertains to the morphological meaning of cultivation of the soil, and then the soul. in this sense culture includes a religion as well.","before discussing the functions of law and culture rules, it is worthwhile to define culture, especially in the context of its relation to law. among other ways, culture could be understood as a distinction from nature. culture appears at the moment of any human intervention into anything that a human meets or creates that has not been transformed by human intervention earlier. etymologically, it refers to cultivation. in fact, it is a primary meaning when humans began to order and at the same time subjugate nature, to interfere with it. the word “cult” included in this notion pertains to the morphological meaning of cultivation of the soil, and then the soul. in this sense culture includes a religion as well.",text,unknown,body-text,0.997,✗
"beliefs are also a part of a form of culture and indeed probably the very first emanation of it. equally, early agriculture was composed of beliefs, worship, religion, and spells. in this context emerges the crucial role of language as a part of an organized way of communicating, transmitting the coded messages, among people. similarly, language as a means of this transmission plays an important role in law and in culture. it is an integral part of culture and sometimes equally culture is a part of what language describes. to the same extent language gives a substance to words and forms a way of articulating legal rules while at the same time law must be expressed in a language. indeed, no sophisticated law can exist without being verbalized. without a verbal and written language, the òlanguageó of signs and actions cannot go very far.","beliefs are also a part of a form of culture and indeed probably the very first emanation of it. equally, early agriculture was composed of beliefs, worship, religion, and spells. in this context emerges the crucial role of language as a part of an organized way of communicating, transmitting the coded messages, among people. similarly, language as a means of this transmission plays an important role in law and in culture. it is an integral part of culture and sometimes equally culture is a part of what language describes. to the same extent language gives a substance to words and forms a way of articulating legal rules while at the same time law must be expressed in a language. indeed, no sophisticated law can exist without being verbalized. without a verbal and written language, the “language” of signs and actions cannot go very far.",text,unknown,body-text,0.998,✗
"one of the fundamental questions is whether cultureñunderstood as a set of rules and desired postures, and behaviors forming the heritage of contemporary societiesñcan be helpful in eliminating, or at least diminishing, the harms that rules are designed to prevent. does culture have a cure to prevent violations of rules? according to edward. b. tylor, culture is composed of elements such as knowledge, arts, ethics, laws, customs, and other societal skills and habits created throughout history. 8 describing it more generally and analytically, bierstedt assesses that culture is composed of everything that humans do, think, and own. 9 consequently, three types of cultures can be differentiated: (i) normative culture, (ii) ideal (symbolic) culture and (iii) material culture. this division, which is useful in anthropological and sociological analysis, may be relatively less useful while studying the interrelation of cultural and legal rules. for the purpose of this article, we assume that the culture sensu largo embraces also law, science, art, religion, namely all products of mindful and directional activities of humans, built across the times, across geographies and civilizations. in these contexts, to paraphrase arthur schopenhauer, òes gibt nur eine kultur und alle verschiedene kulturen sind nur die teile derselben.ó there is only one cultureñcontinuous, flowing, growing, uniting humanity and all its varieties are only parts of this culture and belong to it. 10","one of the fundamental questions is whether culture-understood as a set of rules and desired postures, and behaviors forming the heritage of contemporary societies-can be helpful in eliminating, or at least diminishing, the harms that rules are designed to prevent. does culture have a cure to prevent violations of rules? according to edward. b. tylor, culture is composed of elements such as knowledge, arts, ethics, laws, customs, and other societal skills and habits created throughout history. [8] describing it more generally and analytically, bierstedt assesses that culture is composed of everything that humans do, think, and own. [9] consequently, three types of cultures can be differentiated: (i) normative culture, (ii) ideal (symbolic) culture and (iii) material culture. this division, which is useful in anthropological and sociological analysis, may be relatively less useful while studying the interrelation of cultural and legal rules. for the purpose of this article, we assume that the culture sensu largo embraces also law, science, art, religion, namely all products of mindful and directional activities of humans, built across the times, across geographies and civilizations. in these contexts, to paraphrase arthur schopenhauer, “es gibt nur eine kultur und alle verschiedene kulturen sind nur die teile derselben.” there is only one culture-continuous, flowing, growing, uniting humanity and all its varieties are only parts of this culture and belong to it. [10]",text,unknown,body-text,0.995,✗
"8 1 edward b. tylor, primitive culture (4th ed. rev. 1903).","[8] 1 edward b. tylor, primitive culture (4th ed. rev. 1903).",footnote,unknown,body-text,0.983,✗
"9 s. samuel ravi, philosophical and sociological bases of education 309 (2015) (quoting robert bierstedt).","[9] s. samuel ravi, philosophical and sociological bases of education 309 (2015) (quoting robert bierstedt).",footnote,unknown,body-text,0.991,✗
"particularly interesting from the point of view of comparison of the role of culture with that of the law is the aspect of arranging, sorting, classifying, and ordering. this is where the normative role of culture emerges clearly. the meaning of the norm in law is well defined: it defines an indication that prescribes a certain conduct, which is enforced by a defined formal authorized entity. the cultural norm, as compared to the legal norm, is far less tangible. the cultural norm is open to breach interpretation, much more interpretable, capacious, imposed by, and induced or derived from social changes, which may be unpredictable, the indeterminacy which is rather intuitively observed in the dynamics of social relations.","particularly interesting from the point of view of comparison of the role of culture with that of the law is the aspect of arranging, sorting, classifying, and ordering. this is where the normative role of culture emerges clearly. the meaning of the norm in law is well defined: it defines an indication that prescribes certain conduct, which is enforced by a defined formal authorized entity. the cultural norm, as compared to the legal norm, is far less tangible. the cultural norm is open to breach interpretation, much more interpretable, capacious, imposed by, and induced or derived from social changes, which may be unpredictable, the indeterminacy which is rather intuitively observed in the dynamics of social relations.",text,unknown,body-text,0.999,✗
"therefore, there are several functions of culture that are understood as a process of creation of spiritual, intellectual, custom, and artistic achievements of people. on the other hand, the material achievements of humanity, which are manifestations of culture, are in fact the effects or results of some of these four functions. however, not all the products of human thought and activity become ipso facto a social culture. often, they are not even a representation of it.","therefore, there are several functions of culture that are understood as a process of creation of spiritual, intellectual, custom, and artistic achievements of people. on the other hand, the material achievements of humanity, which are manifestations of culture, are in fact the effects or results of some of these four functions. however, not all the products of human thought and activity become ipso facto a social culture. often, they are not even a representation of it.",text,unknown,body-text,1.000,✗
a closer look at the particular functions of culture could be useful at this point. some of them demonstrate the similarity of culture and approximate culture to law.,a closer look at the particular functions of culture could be useful at this point. some of them demonstrate the similarity of culture and approximate culture to law.,text,unknown,body-text,1.000,✗
"the function of an inherited message, a continuation function. the most important element of this function is continuity, and consequent building and rebuilding and upbuilding upon predecessorsõ legacies. every interruption of continuity can be harmful and retrograding for culture. culture creates its value by adding new elements to the existing ones. one of the key elements around which culture is created is its own integrity, coherence, inseparability. culture needs to be continued. it is neither created immediately nor finished in any specific moment of its existence. culture is being built, overlaid, but also corrected; it is meandering, and it continues.","the function of an inherited message, a continuation function. the most important element of this function is continuity, and consequent building and rebuilding and upbuilding upon predecessors’ legacies. every interruption of continuity can be harmful and retrograding for culture. culture creates its value by adding new elements to the existing ones. one of the key elements around which culture is created is its own integrity, coherence, inseparability. culture needs to be continued. it is neither created immediately nor finished in any specific moment of its existence. culture is being built, overlaid, but also corrected; it is meandering, and it continues.",text,unknown,body-text,0.999,✗
"the normative, ordering function. the normative, regulating character of culture stems from the need to establish, consolidate and order the current desired patterns of behavior, but also the needs, aspirations, anxieties, feelings in a specific moment on the timeline. the liquid and constantly changing reality of societal relationships needs to be structured and often this happens with the help of the culture. a good example are the cultural norms of coexistence based on trust that are so indispensable in business. studies on culture seem particularly actual in the context of cultural norms and their junction with the legal normsñthe two types of rules and principles that (should) regulate the societal behaviors.","the normative, ordering function. the normative, regulating character of culture stems from the need to establish, consolidate and order the current desired patterns of behavior, but also the needs, aspirations, anxieties, feelings in a specific moment on the timeline. the liquid and constantly changing reality of societal relationships needs to be structured and often this happens with the help of the culture. a good example are the cultural norms of coexistence based on trust that are so indispensable in business. studies on culture seem particularly actual in the context of cultural norms and their junction with the legal norms-the two types of rules and principles that (should) regulate the societal behaviors.",text,unknown,body-text,0.999,✗
"the valuing, judging function. culture is backed by a unique form of sanctioning drawing on a catalogue of values to which individual and collective attitudes, affirmations, behaviors, and creations are related.","the valuing, judging function. culture is backed by a unique form of sanctioning drawing on a catalogue of values to which individual and collective attitudes, affirmations, behaviors, and creations are related.",text,unknown,body-text,1.000,✗
"the function of focused social opposition. this role often manifests in activities of engaged activists representing various subcultures, off-cultures, or alternative cultures. the result of this function of culture is not a change of norms but a manifestation of disagreement with the surrounding phenomena in the lives of societies. this disagreement with the norms does not necessarily have to mean any change of these norms. instead, the result of them may be a change of the surrounding environment. due to the topic of this paper, the normative function of culture is essential in describing the relationship between law and culture.","the function of focused social opposition. this role often manifests in activities of engaged activists representing various subcultures, off-cultures, or alternative cultures. the result of this function of culture is not a change of norms but a manifestation of disagreement with the surrounding phenomena in the lives of societies. this disagreement with the norms does not necessarily have to mean any change of these norms. instead, the result of them may be a change of the surrounding environment. due to the topic of this paper, the normative function of culture is essential in describing the relationship between law and culture.",text,unknown,body-text,1.000,✗
ii. development of the rules,ii. development of the rules,section_header,unknown,body-text,1.000,✗
"in some cases, such as the legislature of a state, there is an established history of the process to develop and enforce legal rules. this process in the united states may involve a recognized and authorized proposed person or group, a process of presentations and arguments, and a final vote by the authorized group as well as a final publication and sometimes a test, subject to arguments before a court, going from a low-level court to the countryõs highest court. in other cases, such as religious rules, the process is longer. in a family, the cases may be subject to continuous arguments, especially if they apply to the children, who are growing and become educated, subject to different values and knowledge, as they get involved within other groups of children and teachers. rules may be fully expressed, and developed in group session, or offered and imposed by one person.","in some cases, such as the legislature of a state, there is an established history of the process to develop and enforce legal rules. this process in the united states may involve a recognized and authorized proposed person or group, a process of presentations and arguments, and a final vote by the authorized group as well as a final publication and sometimes a test, subject to arguments before a court, going from a low-level court to the country’s highest court. in other cases, such as religious rules, the process is longer. in a family, the cases may be subject to continuous arguments, especially if they apply to the children, who are growing and become educated, subject to different values and knowledge, as they get involved within other groups of children and teachers. rules may be fully expressed, and developed in group session, or offered and imposed by one person.",text,unknown,body-text,0.999,✗
"thus, to follow the establishment of a rule one should inquire: (i) who are the rule makers? (ii) what is the source of their rulemaking authority? and (iii) what, and who, triggered the exercise of their rulemaking authority?","thus, to follow the establishment of a rule one should inquire: (i) who are the rule makers? (ii) what is the source of their rulemaking authority? and (iii) what, and who, triggered the exercise of their rulemaking authority?",text,unknown,body-text,1.000,✗
"to assess their efficiency, it is also crucial to establish how the rules are published to reach their (i) subjects, (ii) enforcers, and (iii) those that are affected by them. the publication of rules depends, first and foremost, on the proposed recipients and subjects of the rules. after all, if they do not know the ways they are expected to behave, one cannot blame them for behaving differently. that is why we do not spank a baby that does not know the language. however, watching how a baby sends a clear message to a parent, a nanny or anyone may provide a starting point. the baby uses the one tool he or she has crying! grown-ups have not abandoned this message either, depending on their evaluation of this message. we cry, smile compassionately or derisively, or","to assess their efficiency, it is also crucial to establish how the rules are published to reach their (i) subjects, (ii) enforcers, and (iii) those that are affected by them. the publication of rules depends, first and foremost, on the proposed recipients and subjects of the rules. after all, if they do not know the ways they are expected to behave, one cannot blame them for behaving differently. that is why we do not spank a baby that does not know the language. however, watching how a baby sends a clear message to a parent, a nanny or anyone may provide a starting point. the baby uses the one tool he or she has crying! grown-ups have not abandoned this message either, depending on their evaluation of this message. we cry, smile compassionately or derisively, or snicker; we lift the baby and walk with him or her around, or we try to feed him or her or change his or her diapers.",text,unknown,body-text,0.929,✗
"a tone may send the full message without any words. many years ago, a wife of an ambassador in a northern european country told one of the authors of this article that she was speaking to one of the citizens and he kept on saying: yasso? tasso! she thought he was saying òis that so?ó and sending a positive message of interest. in fact, she was told later, he was disagreeing with her message and that is the way people expressed disagreement in his country. signals in one culture may be signs of approval, but in other cultures highly offensive messages. for example, in the united states the curling of the first and second finger to denote a circle òoó is a sign of ok. but in some south american countries, like venezuela, it is a highly offensive signal. 11","a tone may send the full message without any words. many years ago, a wife of an ambassador in a northern european country told one of the authors of this article that she was speaking to one of the citizens and he kept on saying: yasso? tasso! she thought he was saying “is that so?” and sending a positive message of interest. in fact, she was told later, he was disagreeing with her message and that is the way people expressed disagreement in his country. signals in one culture may be signs of approval, but in other cultures highly offensive messages. for example, in the united states the curling of the first and second finger to denote a circle “o” is a sign of ok. but in some south american countries, like venezuela, it is a highly offensive signal. [11]",text,unknown,body-text,0.993,✗
iii. the power of the rules,iii. the power of the rules,section_header,unknown,body-text,1.000,✗
"one of the central problems while comparing law and culture rules refers to their power, the discussion about to what extent the rules are accepted and complied with by those to whom these rules apply. absent enforcement, such òtoothlessó rules may be viewed as signals of the norm-setter expectations rather than true effective rules.","one of the central problems while comparing law and culture rules refers to their power, the discussion about to what extent the rules are accepted and complied with by those to whom these rules apply. absent enforcement, such “toothless” rules may be viewed as signals of the norm-setter expectations rather than true effective rules.",text,unknown,body-text,0.994,✗
"it could even be said that the rules without enforcement become just a sort of an indicative directional presentation of the norm-setter expectations rather than rules per se. it is not meant to say that such òsoftó laws are not laws, and the òsoftó rules are not rules. it is to suggest that to achieve the realityñshaping outcomesñobedience to the rules should be assured by the enforcement mechanisms. to be sure, having said this, one can add that these enforcement mechanisms can have various roots and structures. thus, legal rules are enforced by legal rules ( e.g., the power of the authorities), while cultural rules are usually enforced by societal pressure. culture rules and religious rules are backed by the subjectsõ internalized beliefs.","it could even be said that the rules without enforcement become just a sort of an indicative directional presentation of the norm-setter expectations rather than rules per se. it is not meant to say that such “soft” laws are not laws, and the “soft” rules are not rules. it is to suggest that to achieve the reality-shaping outcomes-obedience to the rules should be assured by the enforcement mechanisms. to be sure, having said this, one can add that these enforcement mechanisms can have various roots and structures. thus, legal rules are enforced by legal rules ( e.g., the power of the authorities), while cultural rules are usually enforced by societal pressure. culture rules and religious rules are backed by the subjects’ internalized beliefs.",text,unknown,body-text,0.991,✗
