pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
"first, money is a poor substitute for bodily injury-there is not enough money to compensate for a lost life, and money does not perfectly replace broken bones or fully correct for the fundamental alteration of one's life. recognizing this problem, the common law treats premature death and other bodily injuries as irreparable harms that are best prevented ex ante instead of being compensated ex post with the inherently inadequate monetary damages remedy. the default rule of negligence liability accordingly centers on the equitable prevention of irreparable injury. the normative importance of injury prevention, in turn, justifies both punitive damages and criminal punishment for culpable forms of injury-causing behavior. the compensatory limitations of tort liability accordingly shape the criminal law, contradicting the conventional account that treats tort law as the civilized outgrowth of the punitive practices that organize the criminal law.","first, money is a poor substitute for bodily injury-there is not enough money to compensate for a lost life, and money does not perfectly replace broken bones or fully correct for the fundamental alteration of one’s life. recognizing this problem, the common law treats premature death and other bodily injuries as irreparable harms that are best prevented ex ante instead of being compensated ex post with the inherently inadequate monetary damages remedy. the default rule of negligence liability accordingly centers on the equitable prevention of irreparable injury. the normative importance of injury prevention, in turn, justifies both punitive damages and criminal punishment for culpable forms of injury-causing behavior. the compensatory limitations of tort liability accordingly shape the criminal law, contradicting the conventional account that treats tort law as the civilized outgrowth of the punitive practices that organize the criminal law.",text,unknown,body-text,0.999,✗
"part iv shows how these two problems of resource scarcity have influenced substantive tort doctrine. the relevant tort principles are not the products of any particular rationale for tort liability, such as allocative efficiency or corrective justice. they instead are embedded within the normative calculus that courts necessarily and openly apply when developing substantive tort law in a principled manner. social facts involving the general availability of compensatory resources, including the spread of liability insurance, factor into this normative calculus in ways that predictably shape substantive tort law's reach, causing it to either contract or expand.","part iv shows how these two problems of resource scarcity have influenced substantive tort doctrine. the relevant tort principles are not the products of any particular rationale for tort liability, such as allocative efficiency or corrective justice. they instead are embedded within the normative calculus that courts necessarily and openly apply when developing substantive tort law in a principled manner. social facts involving the general availability of compensatory resources, including the spread of liability insurance, factor into this normative calculus in ways that predictably shape substantive tort law’s reach, causing it to either contract or expand.",text,unknown,body-text,0.999,✗
"modern tort law-why it employs a default rule of negligence liability sometimes supplemented by rules of strict liability and limited for wide swaths of negligently caused harms involving economic loss and emotional distress. once one recognizes the principled ways in which the availability of compensatory resources affects substantive doctrine, the tort rules governing accidental injury have normative properties that modern tort theories have overlooked-a glaring gap if there ever was one.","these predictions are borne out in part v, which confirms that the scarcity of compensatory resources can persuasively explain the basic structure of modern tort law-why it employs a default rule of negligence liability sometimes supplemented by rules of strict liability and limited for wide swaths of negligently caused harms involving economic loss and emotional distress. once one recognizes the principled ways in which the availability of compensatory resources affects substantive doctrine, the tort rules governing accidental injury have normative properties that modern tort theories have overlooked-a glaring gap if there ever was one.",text,unknown,body-text,0.868,✗
"to identify the relevant tort principles, we must first define the basic normative problem any court confronts when developing substantive tort law in a principled manner. by first spelling out the necessary rudiments of the normative calculus for solving these problems, we can then start to figure out how substantive tort law could, in principle, be affected by the availability of compensatory resources.","to identify the relevant tort principles, we must first define the basic normative problem any court confronts when developing substantive tort law in a principled manner. by first spelling out the necessary rudiments of the normative calculus for solving these problems, we can then start to figure out how substantive tort law could, in principle, be affected by the availability of compensatory resources.",text,unknown,body-text,1.000,✗
"the foundational need for all legal rules, according to karl llewellyn, plausibly stems from the demand for a neutral third party to mediate the conflicting interests of the parties in a dispute: 'i should indeed be tempted to argue that the differentiation of anything we can perceive as law begins with this.' 15 the conflicting interests at the heart of legal disputes is underscored by guido calabresi and douglas melamed's influential analysis of legal entitlements:","the foundational need for all legal rules, according to karl llewellyn, plausibly stems from the demand for a neutral third party to mediate the conflicting interests of the parties in a dispute: “i should indeed be tempted to argue that the differentiation of anything we can perceive as law begins with this.” 15 karl n. llewellyn, what price contract? an essay in perspective , 40 yale l.j . 704, 719 (1931). the conflicting interests at the heart of legal disputes is underscored by guido calabresi and douglas melamed’s influential analysis of legal entitlements:",text,unknown,body-text,0.901,✗
"the law resolves these conflicts with legal entitlements: the set of legally enforceable rights and their correlative duties. to be protected by a right, an individual must have some interest that the law prevents others from interfering with merely because doing so would further their own interests or those of society. this formulation of the tort right is set forth at the outset of the multivolume restatement (second) of torts : an individual interest that 'is protected against any form of invasion . . . becomes the subject matter of a 'right.' ' 17","the law resolves these conflicts with legal entitlements: the set of legally enforceable rights and their correlative duties. to be protected by a right, an individual must have some interest that the law prevents others from interfering with merely because doing so would further their own interests or those of society. this formulation of the tort right is set forth at the outset of the multivolume restatement (second) of torts : an individual interest that “is protected against any form of invasion . . . becomes the subject matter of a ‘right.’ ” 17 restatement (second) of torts § 1 cmt. b ( a.l.i . 1965).",text,unknown,body-text,0.944,✗
"this property of a tort right has analytic implications for the normative structure of tort rules. for example, a tort right that protects the individual interest in physical security must give that interest some sort of legal priority over the duty-bearer's potentially invading or conflicting liberty interest. when these two interests come into conflict, the right-holder's prioritized interest in physical security prevails. regardless of the underlying rationale for tort liability, any tort right necessarily prioritizes the right-holder's legally protected interest over a specified conflicting, subordinate interest of the dutybearer.","this property of a tort right has analytic implications for the normative structure of tort rules. for example, a tort right that protects the individual interest in physical security must give that interest some sort of legal priority over the duty-bearer’s potentially invading or conflicting liberty interest. when these two interests come into conflict, the right-holder’s prioritized interest in physical security prevails. regardless of the underlying rationale for tort liability, any tort right necessarily prioritizes the right-holder’s legally protected interest over a specified conflicting, subordinate interest of the duty-bearer.",text,unknown,body-text,0.995,✗
"an absolute right to physical security, for example, would entail a priority of that interest which prohibits risky actors from threatening it in any way. a pedestrian's legally protected interest in physical security would have absolute priority over the conflicting liberty interests of automobile drivers using the same public roadway. an absolute priority would justify negating these potentially conflicting (absolutely subordinate) liberty interests with a legal rule that prohibits driving anytime the activity would threaten injury to a pedestrianeven if the risk of injury were minuscule. an absolute right to physical security would effectively shut down wide swaths of socially valuable activities, explaining why courts have long recognized, '[m]ost of the rights of property, as well as of person, . . . are not absolute but relative.' 18","an absolute right to physical security, for example, would entail a priority of that interest which prohibits risky actors from threatening it in any way. a pedestrian’s legally protected interest in physical security would have absolute priority over the conflicting liberty interests of automobile drivers using the same public roadway. an absolute priority would justify negating these potentially conflicting (absolutely subordinate) liberty interests with a legal rule that prohibits driving anytime the activity would threaten injury to a pedestrian-even if the risk of injury were minuscule. an absolute right to physical security would effectively shut down wide swaths of socially valuable activities, explaining why courts have long recognized, “[m]ost of the rights of property, as well as of person, . . . are not absolute but relative.” 18 losee v. buchanan, 51 n.y. 476, 485 (1873).",text,unknown,body-text,0.971,✗
"toprioritize among conflicting interests, a tort rule must first normatively distinguish them in a manner that justifies an interpersonal priority of one interest (such as security) over another (such as liberty). although such a normative distinction ultimately derives from the underlying rationale for tort liability, once that distinction has been drawn, the resultant legal priority defines the substantive content of a tort right and its correlative duty.","to prioritize among conflicting interests, a tort rule must first normatively distinguish them in a manner that justifies an interpersonal priority of one interest (such as security) over another (such as liberty). although such a normative distinction ultimately derives from the underlying rationale for tort liability, once that distinction has been drawn, the resultant legal priority defines the substantive content of a tort right and its correlative duty.",text,unknown,body-text,0.999,✗
"relative rights regularly create interpersonal conflicts. individuals have a relative right to physical security, just like they have a relative right to liberty. each right gives legal protection to an identifiable interest-one's interest in physical security, and the other's interest in the exercise of liberty. to equitably resolve conflicts between these two relative rights, tort law must fairly balance or mediate the conflicting interpersonal interests of the two interacting parties. consequently, the 'history of the law of torts has centred around the search for an adjustment between two basic interests of individuals-the interest in security and the interest in freedom of action.' 19","relative rights regularly create interpersonal conflicts. individuals have a relative right to physical security, just like they have a relative right to liberty. each right gives legal protection to an identifiable interest-one’s interest in physical security, and the other’s interest in the exercise of liberty. to equitably resolve conflicts between these two relative rights, tort law must fairly balance or mediate the conflicting interpersonal interests of the two interacting parties. consequently, the “history of the law of torts has centred around the search for an adjustment between two basic interests of individuals-the interest in security and the interest in freedom of action.” 19 john g. fleming, the law of torts 7 (5th ed. 1977).",text,unknown,body-text,0.959,✗
"the 'balancing of interests' in the foregoing quote from the new york court of appeals defines the normative calculus of tort law, one that determines whether the plaintiff's injury involves an interest that is legally prioritized over the defendant's conflicting interest. as a leading torts treatise explains, '[t]his process of weighing the interests is by no means peculiar to the law of torts, but it has been carried to its greatest lengths and has received its most general conscious recognition in this field.' 23","the “balancing of interests” in the foregoing quote from the new york court of appeals defines the normative calculus of tort law, one that determines whether the plaintiff’s injury involves an interest that is legally prioritized over the defendant’s conflicting interest. as a leading torts treatise explains, “[t]his process of weighing the interests is by no means peculiar to the law of torts, but it has been carried to its greatest lengths and has received its most general conscious recognition in this field.” 23 w. page keeton, dan b. dobbs, robert e. keeton & david g. owen, prosser and keeton on the law of torts § 3, at 16-17 (w. page keeton ed., 5th ed. 1984).",text,unknown,body-text,0.862,✗
"thus, although '[t]ort liability of course depends on balancing competing interests,' to 'identify an interest deserving protection does not suffice to collect damages from anyone who causes injury to that interest . . . . not every deplorable act . . . is redressable in damages.' 21 relative rights grant legal protection to the conflicting interests of both the plaintiff and the defendant. legal protection is not enough. the plaintiff is entitled to compensatory damages only if the injury is to a legally protected interest with a relative priority over the defendant's conflicting, legally protected interest. the balancing of interests can also work in the other direction, with the defendant's interest receiving a relative priority over the plaintiff's conflicting interest, in which case the plaintiff's injury to the legally protected, subordinate interest 'does not suffice to collect damages.' 22","thus, although “[t]ort liability of course depends on balancing competing interests,” to “identify an interest deserving protection does not suffice to collect damages from anyone who causes injury to that interest . . . . not every deplorable act . . . is redressable in damages.” 21 madden v. creative servs., inc., 646 n.e.2d 780, 784 (n.y. 1995) (quoting humphers v. first interstate bank, 696 p.2d 527, 533 (or. 1985)). relative rights grant legal protection to the conflicting interests of both the plaintiff and the defendant. legal protection is not enough. the plaintiff is entitled to compensatory damages only if the injury is to a legally protected interest with a relative priority over the defendant’s conflicting, legally protected interest. the balancing of interests can also work in the other direction, with the defendant’s interest receiving a relative priority over the plaintiff’s conflicting interest, in which case the plaintiff’s injury to the legally protected, subordinate interest “does not suffice to collect damages.” 22 id. (quoting humphers , 696 p.2d at 533).",text,unknown,body-text,0.899,✗
"rather than attempting to resolve this ongoing controversy about the underlying rationale for tort liability, the normative calculus of tort law is defined only in relation to a principle of formal equality that requires courts to consider how a substantive tort rule affects the conflicting interests of both rightholders and duty-bearers. the normative calculus does not otherwise specify how courts must balance, mediate, or weigh these conflicting interests.","rather than attempting to resolve this ongoing controversy about the underlying rationale for tort liability, the normative calculus of tort law is defined only in relation to a principle of formal equality that requires courts to consider how a substantive tort rule affects the conflicting interests of both right-holders and duty-bearers. the normative calculus does not otherwise specify how courts must balance, mediate, or weigh these conflicting interests.",text,unknown,body-text,0.999,✗
"the exact method or test for balancing conflicting interests turns on the fundamental rationale for tort liability. for example, courts could balance conflicting interpersonal interests in security and liberty by reference to an underlying principle of substantive equality that gives everyone an equal right to selfdetermination or autonomy. this type of balancing would require courts to determine the relative importance of the conflicting security and liberty interests for individuals to lead a life of their own choosing. alternatively, the substantive balancing principle could be based on the concern for equal wealth distribution, in which case the less wealthy interest would be prioritized over a conflicting wealthier interest. another approach translates the varied interests into measures of individual utility or welfare that must receive equal treatment when plugged into a social welfare function, requiring courts to balance conflicting interests in a manner that minimizes the social cost of accidents to maximize social welfare. exactly how a tort rule balances one conflicting interest over another within the normative calculus of tort law depends on the highly contestable requirement of substantive equality and its implications for the nature of tort liability. 25","the exact method or test for balancing conflicting interests turns on the fundamental rationale for tort liability. for example, courts could balance conflicting interpersonal interests in security and liberty by reference to an underlying principle of substantive equality that gives everyone an equal right to self-determination or autonomy. this type of balancing would require courts to determine the relative importance of the conflicting security and liberty interests for individuals to lead a life of their own choosing. alternatively, the substantive balancing principle could be based on the concern for equal wealth distribution, in which case the less wealthy interest would be prioritized over a conflicting wealthier interest. another approach translates the varied interests into measures of individual utility or welfare that must receive equal treatment when plugged into a social welfare function, requiring courts to balance conflicting interests in a manner that minimizes the social cost of accidents to maximize social welfare. exactly how a tort rule balances one conflicting interest over another within the normative calculus of tort law depends on the highly contestable requirement of substantive equality and its implications for the nature of tort liability. 25 different theories of justice disagree about “which specific kind of equality is required by the more abstract idea of treating people as equals.” will kymlicka , contemporary political philosophy: an introduction 4 ( 2d ed. 2001). put differently, “the fundamental argument is not whether to accept equality, but how best to interpret it.” id.",text,unknown,body-text,0.882,✗
"the normative calculus of tort law requires courts to formulate substantive tort rules by giving equal consideration to the conflicting interests of rightholders and duty-bearers. does this calculus obligate courts to consider only the interests of the individual litigants, or can they also consider the relevant class of right-holders and duty-bearers? would it be defensible for courts to","the normative calculus of tort law requires courts to formulate substantive tort rules by giving equal consideration to the conflicting interests of right-holders and duty-bearers. does this calculus obligate courts to consider only the interests of the individual litigants, or can they also consider the relevant class of right-holders and duty-bearers? would it be defensible for courts to further consider other societal interests? addressing these questions implicates the distinction between policy and principle.",text,unknown,body-text,0.859,✗
"'decisions . . . are matters of policy, not principle,' when 'they must be tested by asking whether they advance the overall goal [of promoting the general good], not whether they give each citizen what he is entitled to have as an individual.' 32 for example, the general good might be promoted by discriminatory practices against a minority of individuals in violation of their rights. the rights individuals hold against others, even a majority of them, accordingly turn on matters of principle, not policy. thus, to properly protect tort rights and enforce their correlative duties, '[j]udges must make their common-law decisions on grounds of principle, not policy.' 33","“decisions . . . are matters of policy, not principle,” when “they must be tested by asking whether they advance the overall goal [of promoting the general good], not whether they give each citizen what he is entitled to have as an individual.” 32 ronald dworkin , law’s empire 223 (1986). for example, the general good might be promoted by discriminatory practices against a minority of individuals in violation of their rights. the rights individuals hold against others, even a majority of them, accordingly turn on matters of principle, not policy. thus, to properly protect tort rights and enforce their correlative duties, “[j]udges must make their common-law decisions on grounds of principle, not policy.” 33 id. at 244.",text,unknown,body-text,0.953,✗
"a principled categorical evaluation of duty is still governed by the normative calculus of tort law. the principle of formal equality obligates courts to equally account for the conflicting interests of both right-holders and dutybearers. in a negligence case, the normative calculus of reasonable care asks whether the defendant failed to take a safety precaution and incur the associated burden on liberty that was reasonable in light of the reduced threat or risk to the plaintiff's interest in physical security. 39 the underlying normative problem-the fair way to balance conflicting interpersonal interests in liberty and security-does not disappear when courts address the antecedent question of whether the defendant owed a duty of care. as applied to the element of duty, the normative calculus is simply reoriented from the individual case to the general category of cases the duty governs, thereby enabling courts to consider normatively relevant facts beyond those in the case at hand.","a principled categorical evaluation of duty is still governed by the normative calculus of tort law. the principle of formal equality obligates courts to equally account for the conflicting interests of both right-holders and duty-bearers. in a negligence case, the normative calculus of reasonable care asks whether the defendant failed to take a safety precaution and incur the associated burden on liberty that was reasonable in light of the reduced threat or risk to the plaintiff’s interest in physical security. 39 see id. § 3 cmt. e. the underlying normative problem-the fair way to balance conflicting interpersonal interests in liberty and security-does not disappear when courts address the antecedent question of whether the defendant owed a duty of care. as applied to the element of duty, the normative calculus is simply reoriented from the individual case to the general category of cases the duty governs, thereby enabling courts to consider normatively relevant facts beyond those in the case at hand.",text,unknown,body-text,0.989,✗
"the burden a general tort duty imposes on the ordinary duty-bearer depends, in part, on the community's compensatory resources. for the ordinary duty-bearer, any given tort duty will be more burdensome and more likely to be unreasonable in an impoverished community as compared to an affluent community, all else being equal. hence, there is a principled reason for contracting or expanding the scope of a tort duty to account for the general availability of compensatory resources.","the burden a general tort duty imposes on the ordinary duty-bearer depends, in part, on the community’s compensatory resources. for the ordinary duty-bearer, any given tort duty will be more burdensome and more likely to be unreasonable in an impoverished community as compared to an affluent community, all else being equal. hence, there is a principled reason for contracting or expanding the scope of a tort duty to account for the general availability of compensatory resources.",text,unknown,body-text,0.998,✗
"this normative attribute of the tort duty has an important implication: it explains why the duty can properly account for the availability of compensatory resources while still adhering to the principle that liability does not turn on the defendant's ability to pay for the tort judgment. the financial capacity of an individual defendant is a case-specific fact which does not properly factor into a principled evaluation of a general tort duty governing a category of cases. to apply the normative calculus of tort law in the requisite categorical manner, courts must first consider the burden the duty would impose on the ordinary duty-bearer within the relevant category of cases. courts must then compare that burden to the protection such a duty would afford the legally protected interest of the ordinary right-holder. whereas the financial capability of an individual defendant is irrelevant to this inquiry, the compensatory resources available to the ordinary duty-bearer can affect the normatively relevant burden of the duty.","this normative attribute of the tort duty has an important implication: it explains why the duty can properly account for the availability of compensatory resources while still adhering to the principle that liability does not turn on the defendant’s ability to pay for the tort judgment. the financial capacity of an individual defendant is a case-specific fact which does not properly factor into a principled evaluation of a general tort duty governing a category of cases. to apply the normative calculus of tort law in the requisite categorical manner, courts must first consider the burden the duty would impose on the ordinary duty-bearer within the relevant category of cases. courts must then compare that burden to the protection such a duty would afford the legally protected interest of the ordinary right-holder. whereas the financial capability of an individual defendant is irrelevant to this inquiry, the compensatory resources available to the ordinary duty-bearer can affect the normatively relevant burden of the duty.",text,unknown,body-text,0.999,✗
"clear statements about ideal compensation are not hard to find. for example, in defining the meaning of 'just compensation' in the takings clause of the fifth amendment in the united states constitution, the supreme court held that 'in view of the combination of those two words,' there is 'no doubt that the compensation must be a full and perfect equivalent for the property taken.' 43 ideal compensation involves a full and perfect equivalent for the harm in question.","clear statements about ideal compensation are not hard to find. for example, in defining the meaning of “just compensation” in the takings clause of the fifth amendment in the united states constitution, the supreme court held that “in view of the combination of those two words,” there is “no doubt that the compensation must be a full and perfect equivalent for the property taken.” 43 monongahela navigation co. v. united states, 148 u.s. 312, 326 (1893). ideal compensation involves a full and perfect equivalent for the harm in question.",text,unknown,body-text,0.918,✗
"this compensatory ideal poses an evident problem for tort law's method of compensating bodily injuries. the fundamental tort problem centers on the equitable mediation, balancing, or 'adjustment between two basic interests of individuals-the interest in security and the interest in freedom of action.' 44 in the event of liability, the defendant's subordinate liberty interest is legally responsible for harming the plaintiff's prioritized security interest. due to the normative difference between these two conflicting interests, a perfectly compensatory currency for redressing the plaintiff's injury must be socially constructed to equitably burden the defendant's liberty interest by an amount that completely redresses the plaintiff's bodily injury. how can the defendant's paid compensation be a full and perfect equivalent for the plaintiff's bodily injury?","this compensatory ideal poses an evident problem for tort law’s method of compensating bodily injuries. the fundamental tort problem centers on the equitable mediation, balancing, or “adjustment between two basic interests of individuals-the interest in security and the interest in freedom of action.” 44 fleming, supra note 19, at 7. in the event of liability, the defendant’s subordinate liberty interest is legally responsible for harming the plaintiff’s prioritized security interest. due to the normative difference between these two conflicting interests, a perfectly compensatory currency for redressing the plaintiff’s injury must be socially constructed to equitably burden the defendant’s liberty interest by an amount that completely redresses the plaintiff’s bodily injury. how can the defendant’s paid compensation be a full and perfect equivalent for the plaintiff’s bodily injury?",text,unknown,body-text,0.972,✗
"the same kind of compensatory practices recurred throughout ancient societies. 54 absent a centralized government for protecting individuals from being attacked by others, attaining full compensation or equitable balance within the normative realm of honor was extraordinarily important for reasons william miller forcefully emphasizes: 'honor was what provided the basis for your counting for something, for your being listened to, for having people have second thoughts before taking your land or raping you or your daughter.' 55 by compensating for the victim's loss of honor, as graeber explains, the injurer's payment of social currency also restored the victim's 'power, in the sense of the ability to protect oneself, and one's family and followers, from any sort of degradation or insult.' 56 receiving full compensation enabled the victim to regain lost honor and thereby eliminate the concomitant vulnerability to future attacks, demonstrating why this remedy was vitally important in the state of nature.","the same kind of compensatory practices recurred throughout ancient societies. 54 see william ian miller, eye for an eye 20 (2006); see also a.s. diamond, primitive law, past and present 395 (reprt. 2004)(1971) (“[t]here is less variation in these sanctions between peoples of the same stage of economic development than in any other branch of the law.”). absent a centralized government for protecting individuals from being attacked by others, attaining full compensation or equitable balance within the normative realm of honor was extraordinarily important for reasons william miller forcefully emphasizes: “honor was what provided the basis for your counting for something, for your being listened to, for having people have second thoughts before taking your land or raping you or your daughter.” 55 miller, supra note 54, at 101. by compensating for the victim’s loss of honor, as graeber explains, the injurer’s payment of social currency also restored the victim’s “power, in the sense of the ability to protect oneself, and one’s family and followers, from any sort of degradation or insult.” 56 graeber , supra note 46, at 172. receiving full compensation enabled the victim to regain lost honor and thereby eliminate the concomitant vulnerability to future attacks, demonstrating why this remedy was vitally important in the state of nature.",text,unknown,body-text,0.851,✗
