pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
reference to the legal authority under which the rule is proposed;,(2) reference to the legal authority under which the rule is proposed;,list_item,unknown,body-text,0.971,✗
either the terms or substance of the proposed rule or a description of the subjects and issues involved; and,(3) either the terms or substance of the proposed rule or a description of the subjects and issues involved; and,list_item,unknown,body-text,0.982,✗
"the internet address of a summary of not more than 100 words in length of the proposed rule, in plain language, that shall be posted on the internet website under section 206(d) of the e-government act of 2002 (44 u.s.c. 3501 note) (commonly known as regulations.gov).","(4) the internet address of a summary of not more than 100 words in length of the proposed rule, in plain language, that shall be posted on the internet website under section 206(d) of the e-government act of 2002 (44 u.s.c. 3501 note) (commonly known as regulations.gov).",list_item,unknown,body-text,0.993,✗
"(c) after notice required by this section, the agency shall give interested persons an opportunity to participate in the rule making through submission of written data, views, or arguments with or without opportunity for oral presentation. after consideration of the relevant matter presented, the agency shall incorporate in the rules adopted a concise general statement of their basis and purpose. 20","(c) after notice required by this section, the agency shall give interested persons an opportunity to participate in the rule making through submission of written data, views, or arguments with or without opportunity for oral presentation. after consideration of the relevant matter presented, the agency shall incorporate in the rules adopted a concise general statement of their basis and purpose. 20 5 u.s.c. § 553.",list_item,unknown,body-text,0.980,✗
"there are other mechanisms that an agency can use to engage the public in the rulemaking process. however, courts generally treat these mechanisms as add-ons, rather than as alternatives to notice and comment. some scholars have proposed using the committees authorized by the federal advisory committee act to mitigate the problems associated with notice and comment. however, such an approach is (1) unlikely to hold up against an apa legal challenge and (2) subject to many of the same issues as the notice-and-comment process. faca 'governs the process whereby the president or an administrative agency obtains advice from groups that include one or more nonfederal employees.' 32 the act provides a framework for how such groups can be formed and specifies requirements (ranging from regularity to attendance and outcomes) for a federal advisory committee's meetings. 33 faca's requirements include procedural hurdles-such as mandatory consultation with the general services administration and ethics requirements for committee members. 34 faca's formality often burdens the use of federal advisory committees with the same procedural challenges as notice and comment without addressing the transparency and accessibility issues created by both processes. 35","there are other mechanisms that an agency can use to engage the public in the rulemaking process. however, courts generally treat these mechanisms as add-ons, rather than as alternatives to notice and comment. some scholars have proposed using the committees authorized by the federal advisory committee act to mitigate the problems associated with notice and comment. however, such an approach is (1) unlikely to hold up against an apa legal challenge and (2) subject to many of the same issues as the notice-and-comment process. faca “governs the process whereby the president or an administrative agency obtains advice from groups that include one or more non-federal employees.” 32 admin. conf. of the u.s., administrative conference recommendation 2011-7, the federal advisory committee act-issues and proposed reforms 1 (2011). the act provides a framework for how such groups can be formed and specifies requirements (ranging from regularity to attendance and outcomes) for a federal advisory committee’s meetings. 33 id. faca’s requirements include procedural hurdles-such as mandatory consultation with the general services administration and ethics requirements for committee members. 34 id. at 3-4. faca’s formality often burdens the use of federal advisory committees with the same procedural challenges as notice and comment without addressing the transparency and accessibility issues created by both processes. 35 see id. at 1.",text,unknown,body-text,0.930,✗
"the challenges facing notice and comment are well-documented in legal scholarship. although the apa's framers originally imagined the process as a tool to ensure 'all interested parties' have a voice in the rulemaking process to guarantee a 'democratic procedure,' 46 that vision has been corrupted on three levels. first, opportunities to manipulate the system through technological advances have rapidly expanded. second, the complexity of the process enables groups with more resources to access the system while it remains inaccessible to others, privileging those well-resourced voices. third, agencies lack the resources to respond when litigants challenge the adequacy of notice-and-comment procedures.","the challenges facing notice and comment are well-documented in legal scholarship. although the apa’s framers originally imagined the process as a tool to ensure “all interested parties” have a voice in the rulemaking process to guarantee a “democratic procedure,” 46 kenneth culp davis, discretionary justice: a preliminary inquiry 65-66 (1969). that vision has been corrupted on three levels. first, opportunities to manipulate the system through technological advances have rapidly expanded. second, the complexity of the process enables groups with more resources to access the system while it remains inaccessible to others, privileging those well-resourced voices. third, agencies lack the resources to respond when litigants challenge the adequacy of notice-and-comment procedures.",text,unknown,body-text,0.941,✗
"as courts have clarified how they expect agencies to comply with noticeand-comment rulemaking, these decisions have also made clear to interested parties how to take advantage of those requirements. this development has enabled stakeholders to take advantage of notice-and-comment requirements by effectively forcing agencies to listen to them, regardless of whether their concerns are truly substantive or material.","as courts have clarified how they expect agencies to comply with notice-and-comment rulemaking, these decisions have also made clear to interested parties how to take advantage of those requirements. this development has enabled stakeholders to take advantage of notice-and-comment requirements by effectively forcing agencies to listen to them, regardless of whether their concerns are truly substantive or material.",text,unknown,body-text,0.999,✗
"mass comments are just one way organizations might use technology to take advantage of the notice-and-comment system. with the rapid development of artificial intelligence tools, this phenomenon could worsen in the coming years. for example, a group (or an individual, for that matter) could ask chatgpt to produce 3,000 comments 55 that substantively address the same concern about a rule but appear facially distinct. an agency would have to read those 3,000 comments more closely than mass email campaign comments since the ai-generated comments would not be identical, creating an even bigger drain on the agency's time and resources. if someone spreads out the submission of these comments, it makes it even harder for the agency to be sure that it is not passing over a substantive comment somewhere in the mix: the agency must read every comment to ensure nothing of cogent materiality goes overlooked.","mass comments are just one way organizations might use technology to take advantage of the notice-and-comment system. with the rapid development of artificial intelligence tools, this phenomenon could worsen in the coming years. for example, a group (or an individual, for that matter) could ask chatgpt to produce 3,000 comments 55 this number, of course, is merely an example-as professor mendelson notes, supra note 47, at 1361, these numbers can skyrocket much higher. that substantively address the same concern about a rule but appear facially distinct. an agency would have to read those 3,000 comments more closely than mass email campaign comments since the ai-generated comments would not be identical, creating an even bigger drain on the agency’s time and resources. if someone spreads out the submission of these comments, it makes it even harder for the agency to be sure that it is not passing over a substantive comment somewhere in the mix: the agency must read every comment to ensure nothing of cogent materiality goes overlooked.",text,unknown,body-text,0.927,✗
"afinal and significant challenge to the notice-and-comment process is resource scarcity within an agency. this problem is particularly poignant given the 'procedure fetish,' or the obsession with legitimizing government through procedure. 65 as professor nicholas bagley has explained: 'we are . . . told that [strict procedural rules] are essential to public accountability because they prevent factional interests from capturing agencies.' 66 in the context of notice and comment, the procedure fetish manifests through the hurdles imposed by the courts in the 1970s and '80s. 67 judge-made additions to the notice-and-comment process exemplify the procedural rules bagley refers to in his scholarship, overlaying procedure on top of what was initially a bare-bones set of requirements. these procedural hurdles were designed to make an agency more responsive to the general public, rather than factional interest groups. but ultimately, these procedures made it easier for those groups to capture an","a final and significant challenge to the notice-and-comment process is resource scarcity within an agency. this problem is particularly poignant given the “procedure fetish,” or the obsession with legitimizing government through procedure. 65 see the ezra klein show, supra note 53, at 2:39. as professor nicholas bagley has explained: “we are . . . told that [strict procedural rules] are essential to public accountability because they prevent factional interests from capturing agencies.” 66 bagley, supra note 53, at 345. in the context of notice and comment, the procedure fetish manifests through the hurdles imposed by the courts in the 1970s and ’80s. 67 see supra section i.a.2. judge-made additions to the notice-and-comment process exemplify the procedural rules bagley refers to in his scholarship, overlaying procedure on top of what was initially a bare-bones set of requirements. these procedural hurdles were designed to make an agency more responsive to the general public, rather than factional interest groups. but ultimately, these procedures made it easier for those groups to capture an agency by giving industry additional opportunities to allege that the agency failed to satisfy the apa’s requirements. 68 see supra section ii.b. bagley discusses this tension as it relates to notice and comment in some detail:",text,unknown,body-text,0.853,✗
"[t]he outsize participation of industry groups in notice and comment means that agencies will have a wealth of information at their disposal about the costs of agency rules and why, given certain facts about the industry, they won't accomplish very much. as tom mcgarity and ruth ruttenberg have shown, 'industry cost estimates have usually been high, sometimes by orders of magnitude, when compared to actual costs incurred.' in contrast, regulatory beneficiaries often lack the resources, the technical know-how, and the industry-specific knowledge to contradict those estimates, leaving agencies to do the best they can with the information they have. 69","[t]he outsize participation of industry groups in notice and comment means that agencies will have a wealth of information at their disposal about the costs of agency rules and why, given certain facts about the industry, they won’t accomplish very much. as tom mcgarity and ruth ruttenberg have shown, “industry cost estimates have usually been high, sometimes by orders of magnitude, when compared to actual costs incurred.” in contrast, regulatory beneficiaries often lack the resources, the technical know-how, and the industry-specific knowledge to contradict those estimates, leaving agencies to do the best they can with the information they have. 69 bagley, supra note 53, at 364 (quoting thomas o. mcgarity & ruth ruttenberg, counting the cost of health, safety, and environmental regulation , 80 tex. l. rev. 1997, 1998 (2002)).",text,unknown,body-text,0.875,✗
"bagley here is in direct dialogue with advocates for notice and comment, who would posit that '[a]n agency's public proposal of a rule and acceptance of public comment prior to issuing the final rule can help us view the agency decision as democratic and thus essentially self-legitimating.' 70","bagley here is in direct dialogue with advocates for notice and comment, who would posit that “[a]n agency’s public proposal of a rule and acceptance of public comment prior to issuing the final rule can help us view the agency decision as democratic and thus essentially self-legitimating.” 70 mendelson, supra note 47, at 1343.",text,unknown,body-text,0.934,✗
"the notice-and-comment process has become a cumbersome, unreliable, and inequitable process. it is thus in agencies' interests to use the good cause exception alongside other methods of public engagement to justify bypassing notice and comment. although the ninth circuit has held that the exception was not created to bypass notice and comment, it did so without considering the practical challenges outlined in this note, many of which were less prevalent or apparent in 1992 when the ninth circuit made that observation. 79 further, some courts have found that agencies can invoke good cause when engaging in standard notice and comment would undermine the underlying statute's purpose. 80 this jurisprudence is relevant in that notice and comment as it currently exists undermines the purpose of the apa itself-to engage the entire public-because it privileges some parties over others and may even go so far as to dissuade agencies from rulemaking at all because of the procedural burden. 81","the notice-and-comment process has become a cumbersome, unreliable, and inequitable process. it is thus in agencies’ interests to use the good cause exception alongside other methods of public engagement to justify bypassing notice and comment. although the ninth circuit has held that the exception was not created to bypass notice and comment, it did so without considering the practical challenges outlined in this note, many of which were less prevalent or apparent in 1992 when the ninth circuit made that observation. 79 see id. at 8 (citing riverbend farms, inc. v. madigan, 958 f.2d 1479, 1487 (9th cir. 1992)). further, some courts have found that agencies can invoke good cause when engaging in standard notice and comment would undermine the underlying statute’s purpose. 80 id. (citing nader v. sawhill, 514 f.2d 1064, 1068 (temp. emer. ct. app. 1975)). this jurisprudence is relevant in that notice and comment as it currently exists undermines the purpose of the apa itself-to engage the entire public-because it privileges some parties over others and may even go so far as to dissuade agencies from rulemaking at all because of the procedural burden. 81 expanding rulemaking was a primary purpose of the apa, if not to expand regulatory authority. see cass, supra note 4, at 690-95.",text,unknown,body-text,0.867,✗
"agencies should engage the public in a meaningful and impactful way from the bottom up. the biden administration's approach had three primary elements: (1) broad publicity, 87 (2) listening sessions, town hall meetings, and tribal consultations, and (3) ongoing engagement during implementation. 88 the first of these prongs, broad publicity, 'used a variety of approaches to raise awareness and encourage input,' 89 reaching a far broader audience than a publication of notice in the federal register. the biden white house and its executive agencies took a modern approach to publicity, using social media posts and websites dedicated to the review of specific rules and regulations alongside direct stakeholder outreach. 90 critically, this direct outreach, to be implemented in place of notice and comment, should cover a wide swath of relevant interests, reaching community members outside traditional business interests who might be impacted by the rule under consideration. a varied approach to publicity (which could include field visits to community and faith centers, schools, local nonprofits, etc.) would reach stakeholders beyond those","agencies should engage the public in a meaningful and impactful way from the bottom up. the biden administration’s approach had three primary elements: (1) broad publicity, 87 if an agency decided that the notice half of notice and comment is similarly impracticable, this element of the biden administration’s strategy could replace it. (2) listening sessions, town hall meetings, and tribal consultations, and (3) ongoing engagement during implementation. 88 off. of info. & regul. affs. , supra note 83, at 10-12. the first of these prongs, broad publicity, “used a variety of approaches to raise awareness and encourage input,” 89 id. at 10. reaching a far broader audience than a publication of notice in the federal register. the biden white house and its executive agencies took a modern approach to publicity, using social media posts and websites dedicated to the review of specific rules and regulations alongside direct stakeholder outreach. 90 id. critically, this direct outreach, to be implemented in place of notice and comment, should cover a wide swath of relevant interests, reaching community members outside traditional business interests who might be impacted by the rule under consideration. a varied approach to publicity (which could include field visits to community and faith centers, schools, local nonprofits, etc.) would reach stakeholders beyond those who traditionally participate in notice and comment, avoiding some of the inequities created by the usual process.",text,unknown,body-text,0.866,✗
"the final prong, ongoing engagement during implementation, has obvious benefits, although it does not directly correspond with any requirement under traditional notice and comment. the biden administration approached this prong as an opportunity to meet with 'community organizations and data users to discuss the various changes . . . and to ensure that stakeholders understand' how a new rule or regulation works. 96 these engagement efforts could mirror the listening sessions, town halls, and direct outreach that take place during rulemaking. but instead of providing feedback on the rule, stakeholders provide feedback on the process itself, creating a more iterative public participation mechanism than notice and comment. ongoing engagement after a rule is finalized helps facilitate buy-in and commitment from those stakeholders who were engaged during the rulemaking process, which encourages them to continue engaging meaningfully in future rulemakings. continued engagement with stakeholders after a rule is finalized and during its implementation stage could also help an agency demonstrate to a court its intent to fulfill the apa's original purpose and prove that these new processes are not meant solely to make the rulemakers' lives simpler. although this step seems unnecessary for an agency rulemaking to survive judicial review, it is nonetheless recommended.","the final prong, ongoing engagement during implementation, has obvious benefits, although it does not directly correspond with any requirement under traditional notice and comment. the biden administration approached this prong as an opportunity to meet with “community organizations and data users to discuss the various changes . . . and to ensure that stakeholders understand” how a new rule or regulation works. 96 off. of info. & regul. affs. , supra note 83, at 11. these engagement efforts could mirror the listening sessions, town halls, and direct outreach that take place during rulemaking. but instead of providing feedback on the rule, stakeholders provide feedback on the process itself, creating a more iterative public participation mechanism than notice and comment. ongoing engagement after a rule is finalized helps facilitate buy-in and commitment from those stakeholders who were engaged during the rulemaking process, which encourages them to continue engaging meaningfully in future rulemakings. continued engagement with stakeholders after a rule is finalized and during its implementation stage could also help an agency demonstrate to a court its intent to fulfill the apa’s original purpose and prove that these new processes are not meant solely to make the rulemakers’ lives simpler. although this step seems unnecessary for an agency rulemaking to survive judicial review, it is nonetheless recommended.",text,unknown,body-text,0.978,✗
"[t]he apa mandates that agencies 'give interested persons an opportunity to participate in the rule making through submission of written data, views, or arguments,' § 553(c); states that the final rules must include 'a concise general statement of their basis and purpose,' ibid. ; and requires that final rules must be published 30 days before they become effective, § 553(d). 118","[t]he apa mandates that agencies “give interested persons an opportunity to participate in the rule making through submission of written data, views, or arguments,” § 553(c); states that the final rules must include “a concise general statement of their basis and purpose,” ibid. ; and requires that final rules must be published 30 days before they become effective, § 553(d). 118 id. at 2386.",text,unknown,body-text,0.973,✗
"since the rules here followed these textual requirements, the majority upheld them, despite the deficiencies the respondents identified. little sisters did not contemplate an agency decision to forgo collecting comments through notice and comment and instead provide some other 'opportunity to participate.' 119 however, there is good reason to believe that those justices attached to the little sisters majority might come together to support a broader use of the good cause exception and alternative means of collecting public participation.","since the rules here followed these textual requirements, the majority upheld them, despite the deficiencies the respondents identified. little sisters did not contemplate an agency decision to forgo collecting comments through notice and comment and instead provide some other “opportunity to participate.” 119 id. (quoting 5 u.s.c. § 553(c)). however, there is good reason to believe that those justices attached to the little sisters majority might come together to support a broader use of the good cause exception and alternative means of collecting public participation.",text,unknown,body-text,0.967,✗
