pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
"the state-plaintiffs' central argument in the offset provision cases was that the provision exceeded congress's power under the spending clause. 63 in short, the states argued that the offset provision was unconstitutionally ambiguous and unconstitutionally coercive. 64 understanding how these constitutional limits manifested as the necessary sovereign injuries for standing purposes requires a brief explanation of the spending clause.","the state-plaintiffs’ central argument in the offset provision cases was that the provision exceeded congress’s power under the spending clause. 63 see supra section i.a. in short, the states argued that the offset provision was unconstitutionally ambiguous and unconstitutionally coercive. 64 see, e.g. , arizona v. yellen, 34 f.4th 841, 847 (9th cir. 2022). understanding how these constitutional limits manifested as the necessary sovereign injuries for standing purposes requires a brief explanation of the spending clause.",text,unknown,body-text,0.904,✗
"although the relevant cases place some limits on congressional spending, the supreme court has been 'less interested' in policing exercises of the spending clause, possibly to avoid overreaching into a highly political negotiation process. 87 the court's disinterest in enforcement likely results from the greater agency a state has when congress creates a spending program as opposed to exercising another federal power: instead of simple preemption by federal fiat, a state can say no to the contract. 88 politics at both state and federal governing levels-not article iii courts-decide whether a state adopts a policy. rather than involving itself in every political disagreement, the federal judiciary should step in only when necessary to ensure 'healthy federalism'when congress has actually violated dole (or sebelius ). this separation-of-","although the relevant cases place some limits on congressional spending, the supreme court has been “less interested” in policing exercises of the spending clause, possibly to avoid overreaching into a highly political negotiation process. 87 gould, supra note 24, at 270. the court’s disinterest in enforcement likely results from the greater agency a state has when congress creates a spending program as opposed to exercising another federal power: instead of simple preemption by federal fiat, a state can say no to the contract. 88 see dole , 483 u.s. at 210. politics at both state and federal governing levels-not article iii courts-decide whether a state adopts a policy. rather than involving itself in every political disagreement, the federal judiciary should step in only when necessary to ensure “healthy federalism”-when congress has actually violated dole (or sebelius ). this separation-of-powers issue counseling for judicial restraint in striking down appropriations, coincidentally, is the precise doctrinal value underpinning article iii standing doctrine.",text,unknown,body-text,0.876,✗
"nonetheless, given the spending clause's flexibility, congress increasingly relies on appropriating funds to achieve its policymaking goals in lieu of other article i powers subject to the senate filibuster, political polarization, and other constitutional impediments. 84 congressional reliance on spending should not be mistaken for abuse. professor jonathan gould explains that in recent decades, congress's ability to regulate through other article i powers has faced greater challenges under judicial review, with the supreme court crafting limitations on congress's interstate commerce power and in other constitutional doctrines such as anticommandeering and nondelegation. 85 for better or worse, the spending clause is one of the federal government's few remaining means to reliably effectuate welfarist policies on a national scale. furthermore, even in the hands of a congress uninterested in redistributive policies, the fourth prong of dole -that spending conditions cannot require states to engage in unconstitutional behavior-prevents serious threats against individual liberties. 86","nonetheless, given the spending clause’s flexibility, congress increasingly relies on appropriating funds to achieve its policymaking goals in lieu of other article i powers subject to the senate filibuster, political polarization, and other constitutional impediments. 84 see gould, supra note 24, at 220-31. congressional reliance on spending should not be mistaken for abuse. professor jonathan gould explains that in recent decades, congress’s ability to regulate through other article i powers has faced greater challenges under judicial review, with the supreme court crafting limitations on congress’s interstate commerce power and in other constitutional doctrines such as anticommandeering and nondelegation. 85 id. at 250-52. for better or worse, the spending clause is one of the federal government’s few remaining means to reliably effectuate welfarist policies on a national scale. furthermore, even in the hands of a congress uninterested in redistributive policies, the fourth prong of dole -that spending conditions cannot require states to engage in unconstitutional behavior-prevents serious threats against individual liberties. 86 south dakota v. dole, 483 u.s. 203, 210 (1987).",text,unknown,body-text,0.953,✗
"at its core, standing is rooted in separation-of-powers concerns. 95 standing circumscribes 'what activities are appropriate' for article iii courts, an 'irreducible constitutional minimum' for when a federal judge can grant jurisdiction and get involved. 96 a court must refuse to resolve even a potentially meritorious claim if the plaintiff is 'not properly situated to be entitled to its judicial determination.' 97 as then-judge scalia phrased it in his influential article on the subject, standing 'is an answer to the very first question that is sometimes rudely asked when one person complains of another's actions: 'what's it to you?' ' 98","at its core, standing is rooted in separation-of-powers concerns. 95 scalia, supra note 93, at 881. standing circumscribes “what activities are appropriate” for article iii courts, an “irreducible constitutional minimum” for when a federal judge can grant jurisdiction and get involved. 96 lujan v. defs. of wildlife, 504 u.s. 555, 559-60 (1992). a court must refuse to resolve even a potentially meritorious claim if the plaintiff is “not properly situated to be entitled to its judicial determination.” 97 wright & miller , supra note 90. as then-judge scalia phrased it in his influential article on the subject, standing “is an answer to the very first question that is sometimes rudely asked when one person complains of another’s actions: ‘what’s it to you?’ ” 98 scalia, supra note 93, at 882.",text,unknown,body-text,0.878,✗
"the court disagreed, holding massachusetts's asserted injury-that 'rising seas' would 'swallow massachusetts' coastal land'-was sufficiently concrete and particularized for standing. 122 although the court did credit the proprietary, non-sovereign ramifications of coastal flooding vis-a-vis massachusetts as a landowner, 123 justice stevens's majority opinion also factored massachusetts's status as a state into the court's standing analysis. 124 distinguishing previous environmental cases where private plaintiffs lacked standing, stevens asserted that 'states are not normal litigants for the purposes of invoking federal jurisdiction.' 125 because the states 'surrender[ed] certain sovereign prerogatives' to the federal government when they entered the union, they are 'entitled to special solicitude in [the court's] standing analysis.' 126 a bare majority thereafter held that massachusetts had standing and ruled for the state on the merits-four justices dissented. 127","the court disagreed, holding massachusetts’s asserted injury-that “rising seas” would “swallow massachusetts’ coastal land”-was sufficiently concrete and particularized for standing. 122 id. at 521-23. although the court did credit the proprietary, non-sovereign ramifications of coastal flooding vis-a-vis massachusetts as a landowner, 123 id. at 523. justice stevens’s majority opinion also factored massachusetts’s status as a state into the court’s standing analysis. 124 see fallon, supra note 108, at 1104, 1110. distinguishing previous environmental cases where private plaintiffs lacked standing, stevens asserted that “states are not normal litigants for the purposes of invoking federal jurisdiction.” 125 massachusetts v. epa, 549 u.s. at 518. because the states “surrender[ed] certain sovereign prerogatives” to the federal government when they entered the union, they are “entitled to special solicitude in [the court’s] standing analysis.” 126 id. at 519-20 (emphasis added). a bare majority thereafter held that massachusetts had standing and ruled for the state on the merits-four justices dissented. 127 id. at 526, 535.",text,unknown,body-text,0.910,✗
"when states are given a standing inch, they take a policy mile. although not discussing special solicitude or massachusetts v. epa directly, the supreme court's decision in biden v. nebraska reveals that the court still has a soft-spot for state plaintiffs. 148 there, a 6-3 court found that missouri had standing to challenge president biden's student loan forgiveness program for the harm that program would do to an independent government corporation (which itself had no interest in challenging the forgiveness plan), because that corporation was a 'public instrumentality' of the state. 149 despite the corporation's 'financial and legal independence' 150 from missouri-and the corporation's ability to bring suit itself-the court's analysis ignored the core limitations that have animated standing doctrine for decades. 151 as justice kagan explained in dissent, the court's standing decision circumvented the political process and resolved a controversial policy matter itself. 152 reaching the merits, the court found that the plan was invalid because it exceeded the language of the relevant statute under the court's major questions doctrine. 153","when states are given a standing inch, they take a policy mile. although not discussing special solicitude or massachusetts v. epa directly, the supreme court’s decision in biden v. nebraska reveals that the court still has a soft-spot for state plaintiffs. 148 biden v. nebraska, 143 s. ct. 2355 (2023). there, a 6-3 court found that missouri had standing to challenge president biden’s student loan forgiveness program for the harm that program would do to an independent government corporation (which itself had no interest in challenging the forgiveness plan), because that corporation was a “public instrumentality” of the state. 149 id. at 2365-68. despite the corporation’s “financial and legal independence” 150 id. at 2388. from missouri-and the corporation’s ability to bring suit itself-the court’s analysis ignored the core limitations that have animated standing doctrine for decades. 151 id. at 2400 (kagan, j., dissenting). as justice kagan explained in dissent, the court’s standing decision circumvented the political process and resolved a controversial policy matter itself. 152 id. reaching the merits, the court found that the plan was invalid because it exceeded the language of the relevant statute under the court’s major questions doctrine. 153 id. at 2373-75 (opinion of roberts, c.j.).",text,unknown,body-text,0.928,✗
"but the offset provision cases give states too long a leash. a majority of the courts hearing the offset provision cases-likely drawing from their underlying, merits-based views of the spending clause-found standing for state plaintiffs in every instance of congressional ambiguity. indeed, those courts also held mostly for the state plaintiffs on the merits. further, although not always clearly articulated by the circuit courts, several of the offset provision opinions suggest that there are some categories of sovereign policy interests that create de facto sovereign injuries for standing purposes-in this case, the power to tax. as in biden v. nebraska , the offset provision cases have effectively provided state plaintiffs with a blueprint for challenging federal policy going forward: (1) assert state standing in legislative ambiguity or a 'sovereign' policy area, (2) argue that these policies are ambiguous and coercive, and (3) wait for the court to block the federal policy from taking national effect.","but the offset provision cases give states too long a leash. a majority of the courts hearing the offset provision cases-likely drawing from their underlying, merits-based views of the spending clause-found standing for state plaintiffs in every instance of congressional ambiguity. indeed, those courts also held mostly for the state plaintiffs on the merits. further, although not always clearly articulated by the circuit courts, several of the offset provision opinions suggest that there are some categories of sovereign policy interests that create de facto sovereign injuries for standing purposes-in this case, the power to tax. as in biden v. nebraska , the offset provision cases have effectively provided state plaintiffs with a blueprint for challenging federal policy going forward: (1) assert state standing in legislative ambiguity or a “sovereign” policy area, (2) argue that these policies are ambiguous and coercive, and (3) wait for the court to block the federal policy from taking national effect.",text,unknown,body-text,0.998,✗
figure 1 below summarizes how the circuits approached each injury and whether they ultimately enjoined the offset provision:,figure 1 below summarizes how the circuits approached each injury and whether they ultimately enjoined the offset provision:,text,unknown,body-text,1.000,✗
"the circuit courts are not so cut-and-dry with these injuries. rather, these are concepts invented for the purposes of this note. the following sections explain the courts' standing analysis and why some of the positions are unclear.","figure 1 174 the circuit courts are not so cut-and-dry with these injuries. rather, these are concepts invented for the purposes of this note. the following sections explain the courts’ standing analysis and why some of the positions are unclear.",list_item,unknown,body-text,0.969,✗
"177. judge nalbandian found tax power standing in kentucky v. yellen . see 54 f.4th at 361 (nalbandian, j. dissenting in part).","no 177 judge nalbandian found tax power standing in kentucky v. yellen . see 54 f.4th at 361 (nalbandian, j. dissenting in part).",footnote,unknown,body-text,0.984,✗
"just as a contract can be challenged under state law for containing ambiguous terms or being a product of duress, so too do we think that the quasicontractual funding offer at issue here can be challenged by arizona at the outset for offering conditions that are unconstitutionally ambiguous or coercive. 183","just as a contract can be challenged under state law for containing ambiguous terms or being a product of duress, so too do we think that the quasi-contractual funding offer at issue here can be challenged by arizona at the outset for offering conditions that are unconstitutionally ambiguous or coercive. 183 arizona v. yellen, 34 f.4th at 852.",text,unknown,body-text,0.943,✗
"the circuits disagreed on when a spending contract injury occurs. in the previous spending clause cases, there were no standing disputes based on what a spending condition meant or when it would be enforced. 184 now, courts had to answer: did the injury require imminence of federal enforcement, or could states challenge the spending condition at any time?","the circuits disagreed on when a spending contract injury occurs. in the previous spending clause cases, there were no standing disputes based on what a spending condition meant or when it would be enforced. 184 see supra section i.d. now, courts had to answer: did the injury require imminence of federal enforcement, or could states challenge the spending condition at any time?",text,unknown,body-text,0.969,✗
"the ninth circuit likewise believed the spending contract injury did not require any imminent agency enforcement. however, it is difficult to say whether the ninth circuit is in step with the fifth circuit because arizona v. yellen held in the alternative that the treasury's recoupment was sufficiently imminent to allow for pre-enforcement standing on nonsovereign grounds. 190 but the court specifically tied the spending contract injury to a spending condition (the offset provision) that clouded the offer of federal funds, as opposed to the enforcement of that condition, meaning that no enforcement would actually be required. 191 the intangible injury to a state's 'ability to exercise' its sovereign judgment and fairly accept or reject congress's 'quasi-contractual funding offer,' allows the state to challenge unconstitutional terms 'at the outset.' 192 moreover, arizona's case was not mooted even after its acceptance of the cslfrf. 193 in his concurrence, judge ryan nelson seemed to confirm that the ninth circuit's conception of the spending contract injury did not require imminence. 194","the ninth circuit likewise believed the spending contract injury did not require any imminent agency enforcement. however, it is difficult to say whether the ninth circuit is in step with the fifth circuit because arizona v. yellen held in the alternative that the treasury’s recoupment was sufficiently imminent to allow for pre-enforcement standing on nonsovereign grounds. 190 arizona v. yellen , 34 f.4th at 848-51. but the court specifically tied the spending contract injury to a spending condition (the offset provision) that clouded the offer of federal funds, as opposed to the enforcement of that condition, meaning that no enforcement would actually be required. 191 see id. at 852. the intangible injury to a state’s “ability to exercise” its sovereign judgment and fairly accept or reject congress’s “quasi-contractual funding offer,” allows the state to challenge unconstitutional terms “at the outset.” 192 id. moreover, arizona’s case was not mooted even after its acceptance of the cslfrf. 193 see id. at 852-53 (noting that arizona’s acceptance of the funds is a factor for the merits, not justiciability). in his concurrence, judge ryan nelson seemed to confirm that the ninth circuit’s conception of the spending contract injury did not require imminence. 194 see id. at 853-54 (nelson, j., concurring) (disagreeing that treasury enforcement was imminent but agreeing that arizona had “sovereign injury” standing).",text,unknown,body-text,0.862,✗
"for these imminence-free conceptions of the spending clause, standing determinations are substituted with the courts' ultimate views of the merits. the eleventh and fifth circuits' articulations of the spending contract injury are largely drawn from their shared understanding of policing ambiguity under the spending clause. 199 in stark contrast to the settled case law on the question, these courts create a free-standing right for states to enjoin any ambiguity in federal spending legislation: if a spending condition is ambiguous, it violates the spending clause. 200 for these courts, the limitation on ambiguity in the spending clause is an affirmative cause of action, not simply a part of the clear-statement rule. 201 given the fifth and eleventh circuits' aggressive conception of pennhurst , standing without imminence makes some sense. as professor richard fallon explains, a court's 'substantive judgments' about the constitutional right at issue-here, a state's right to be free from spending clause ambiguity or coercion-are often decisive in touch-and-go standing determinations. 202","for these imminence-free conceptions of the spending clause, standing determinations are substituted with the courts’ ultimate views of the merits. the eleventh and fifth circuits’ articulations of the spending contract injury are largely drawn from their shared understanding of policing ambiguity under the spending clause. 199 see infra section i.a. in stark contrast to the settled case law on the question, these courts create a free-standing right for states to enjoin any ambiguity in federal spending legislation: if a spending condition is ambiguous, it violates the spending clause. 200 texas v. yellen, 105 f.4th 755, 774 (5th cir. 2024) (citing pennhurst state sch. & hosp. v. halderman, 451 u.s. 1, 17 (1981)); morrisey , 59 f.4th at 1142. for these courts, the limitation on ambiguity in the spending clause is an affirmative cause of action, not simply a part of the clear-statement rule. 201 see eloise pasachoff, conditional spending after nfib v. sebelius : the example of federal education law , 62 am. u. l. rev. 557, 589 (2013). given the fifth and eleventh circuits’ aggressive conception of pennhurst , standing without imminence makes some sense. as professor richard fallon explains, a court’s “substantive judgments” about the constitutional right at issue-here, a state’s right to be free from spending clause ambiguity or coercion-are often decisive in touch-and-go standing determinations. 202 fallon, supra note 108, at 1095-96.",text,unknown,body-text,0.855,✗
"the circuit majority's approach-not requiring imminence-comports with at least one scholarly conception of special solicitude. 206 professor bulman-pozen argues that state suits against federal agencies (and expansive state standing to facilitate those suits) are desirable to ensure that federal officials 'come to the table' and bargain with the states on the terms of that federal policy. 207 bulman-pozen's argument is not based on the sovereignty of the state plaintiff-she concedes massachusetts v. epa 's confirmation that states have lost their sovereign prerogatives to the federal government. 208 rather, it is based on her general view of federalism as a means to ventilate partisan disputes and create 'deliberation-generating froth in our democratic system.' 209 states, without their traditional autonomy, need a legal environment that can help facilitate this bargaining. 210 the expansive version of the spending contract injury would do just that. in some ways, the belabored analogy comparing spending legislation to contractual formation would take on new meaning: congress and the states would have to shake hands and come to a mutual agreement on the terms of the federal grants.","the circuit majority’s approach-not requiring imminence-comports with at least one scholarly conception of special solicitude. 206 see bulman-pozen, supra note 26, at 1749-50. professor bulman-pozen argues that state suits against federal agencies (and expansive state standing to facilitate those suits) are desirable to ensure that federal officials “come to the table” and bargain with the states on the terms of that federal policy. 207 id. at 1749. bulman-pozen’s argument is not based on the sovereignty of the state plaintiff-she concedes massachusetts v. epa ’s confirmation that states have lost their sovereign prerogatives to the federal government. 208 see id. at 1747-48. rather, it is based on her general view of federalism as a means to ventilate partisan disputes and create “deliberation-generating froth in our democratic system.” 209 see bulman-pozen & gerken, supra note 144, at 1284; jessica bulman-pozen, partisan federalism , 127 harv. l. rev. 1077, 1080 (2014). states, without their traditional autonomy, need a legal environment that can help facilitate this bargaining. 210 bulman-pozen, supra note 26, at 1740-41. the expansive version of the spending contract injury would do just that. in some ways, the belabored analogy comparing spending legislation to contractual formation would take on new meaning: congress and the states would have to shake hands and come to a mutual agreement on the terms of the federal grants.",text,unknown,body-text,0.900,✗
2. spending contract injuries require some imminence of enforcement,does a spending contract injury require imminence of enforcement?,section_header,unknown,body-text,0.864,✗
"furthermore, the sixth circuit in kentucky v. yellen rejected the states' argument that receipt of an ambiguous or coercive offer ' in the past ' was sufficient to create present standing without proof of present or future harm. 215 even in finding the offset provision too ambiguous on the merits, judge bush clarified that the pennhurst and arlington clear-statement rule was a tool of statutory interpretation, not a means to void federal legislation outright. 216","furthermore, the sixth circuit in kentucky v. yellen rejected the states’ argument that receipt of an ambiguous or coercive offer “ in the past ” was sufficient to create present standing without proof of present or future harm. 215 kentucky v. yellen, 54 f.4th at 338-39 (citing city of los angeles v. lyons, 461 u.s. 95, 105 (1983)). even in finding the offset provision too ambiguous on the merits, judge bush clarified that the pennhurst and arlington clear-statement rule was a tool of statutory interpretation, not a means to void federal legislation outright. 216 see id. at 347-48.",text,unknown,body-text,0.879,✗
