pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
"17 see, e.g. , commonwealth v. feyenord , 833 n.e.2d 590, 596 (mass. 2005); huff v. city of burbank, 632 f.3d 539, 546-48 (9th cir. 2011), rev ' d sub nom. ryburn v. huff, 565 u.s. 469, 474-75 (2012); commonwealth v. barreto, 136 n.e.3d 697, 704 (mass. 2019) (quoting commonwealth v. torres, 74 n.e.2d 638, 644 (mass. 1997)) ( ' adding up eight innocuous observations -eight zeros -does not produce a sum of [reasonable suspicion] . . . ' ).","[17] see, e.g. , commonwealth v. feyenord , 833 n.e.2d 590, 596 (mass. 2005); huff v. city of burbank, 632 f.3d 539, 546-48 (9th cir. 2011), rev’d sub nom. ryburn v. huff, 565 u.s. 469, 474-75 (2012); commonwealth v. barreto, 136 n.e.3d 697, 704 (mass. 2019) (quoting commonwealth v. torres, 74 n.e.2d 638, 644 (mass. 1997)) (“adding up eight innocuous observations-eight zeros-does not produce a sum of [reasonable suspicion] . . . ”).",footnote,unknown,body-text,0.983,✗
ii. mr. washington has the constitutional right to avoid police,ii. mr. washington has the constitutional right to avoid police,section_header,unknown,body-text,1.000,✗
"the paradox of relying on flight from police for reasonable suspicion begins with a foundational principle -individuals have 'a right to ignore the police and go about [their] business.' 21 the fourth amendment protects an individual's 'right to decline to interact with police and 'go on one's way.'' 22 wardlow reaffirmed that 'when an officer, without reasonable suspicion or probable cause, approaches an individual, the individual has a right to ignore the police and go about his business.' 23","the paradox of relying on flight from police for reasonable suspicion begins with a foundational principle-individuals have “a right to ignore the police and go about [their] business.” [21] the fourth amendment protects an individual’s “right to decline to interact with police and ‘go on one’s way.’” [22] wardlow reaffirmed that “when an officer, without reasonable suspicion or probable cause, approaches an individual, the individual has a right to ignore the police and go about his business.” [23]",text,unknown,body-text,0.973,✗
"the constitutionally protected right to ignore police is so fundamental that it forms the doctrinal border for a seizure. the interaction between law enforcement and individuals known as a 'consensual encounter' is defined as any encounter with police in which a reasonable person, in view of all of the circumstances surrounding the incident, would have believed that they were free to leave and disregard police presence. 24 a consensual encounter requires no suspicion of criminal behavior. 25","the constitutionally protected right to ignore police is so fundamental that it forms the doctrinal border for a seizure. the interaction between law enforcement and individuals known as a “consensual encounter” is defined as any encounter with police in which a reasonable person, in view of all of the circumstances surrounding the incident, would have believed that they were free to leave and disregard police presence. [24] a consensual encounter requires no suspicion of criminal behavior. [25]",text,unknown,body-text,0.992,✗
"18 united states v. flowers , 6 f.4th 651, 656 (5th cir. 2021). a divided fifth circuit concluded that two men seen ' dawdling in a cadillac parked out of view from inside the convenience store ' in a high-crime neighborhood supported the officer ' s reasonable suspicion to search. id. at 656-57.","[18] united states v. flowers , 6 f.4th 651, 656 (5th cir. 2021). a divided fifth circuit concluded that two men seen “dawdling in a cadillac parked out of view from inside the convenience store” in a high-crime neighborhood supported the officer’s reasonable suspicion to search. id. at 656-57.",footnote,unknown,body-text,0.980,✗
22 id. at 122-23. it was because of this right to avoid a police interaction that the illinois supreme court concluded that mr. wardlow ' s flight from police was of limited probative value. id.,[22] id. at 122-23. it was because of this right to avoid a police interaction that the illinois supreme court concluded that mr. wardlow’s flight from police was of limited probative value. id.,footnote,unknown,body-text,0.985,✗
"24 united states v. mendenhall, 446 u.s. 544, 554 (1980). police-citizen encounters are grouped into three broad categories: exchanges lacking coercion or detention, known as ' consensual encounters, ' brief investigatory detentions known as terry stops, and full arrests.","[24] united states v. mendenhall, 446 u.s. 544, 554 (1980). police-citizen encounters are grouped into three broad categories: exchanges lacking coercion or detention, known as “consensual encounters,” brief investigatory detentions known as terry stops, and full arrests.",footnote,unknown,body-text,0.985,✗
"to resolve this conflict between the right to avoid police and the suspiciousness of flight, wardlow reasoned that unprovoked flight from law enforcement is 'just the opposite' of 'going about one's business' and ignorin g police presence. 26 but the difference between these two is unclear. the massachusetts supreme judicial court ('sjc') acknowledged the 'factual irony' that the law purports to protect a person's freedom not to speak with police but has traditionally viewed flight from police as inculpatory. 27 in commonwealth v. warren , the sjc held that because a black man may have valid reasons unrelated to consciousness of guilt to avoid contact with the police, flight should be given minimal weight in reasonable suspicion calculus. 28","to resolve this conflict between the right to avoid police and the suspiciousness of flight, wardlow reasoned that unprovoked flight from law enforcement is “just the opposite” of “going about one’s business” and ignoring police presence. [26] but the difference between these two is unclear. the massachusetts supreme judicial court (“sjc”) acknowledged the “factual irony” that the law purports to protect a person’s freedom not to speak with police but has traditionally viewed flight from police as inculpatory. [27] in commonwealth v. warren , the sjc held that because a black man may have valid reasons unrelated to consciousness of guilt to avoid contact with the police, flight should be given minimal weight in reasonable suspicion calculus. [28]",text,unknown,body-text,0.982,✗
"for courts applying wardlow , reconciling the constitutionally protected right to ignore police with criminally suspicious flight from police proves challenging.","for courts applying wardlow , reconciling the constitutionally protected right to ignore police with criminally suspicious flight from police proves challenging.",text,unknown,body-text,1.000,✗
iii. mr. washington ' s fear of police interaction is reasonable,iii. mr. washington’s fear of police interaction is reasonable,section_header,unknown,body-text,0.968,✗
"30 see fatal force , wash. post (last updated mar. 1, 2023), https://www.washingtonpost.com/graphics/investigations/police-shootings-database/ (database tracking disproportionate fatalities at hands of police between 2015 and 2023). black people are disproportionately likely to be stopped, searched and arrested by the police, and are more likely to be subject to use of force. balko, supra note 7.","[30] see fatal force , wash. post (last updated mar. 1, 2023), https://www.washingtonpost.com/graphics/investigations/police-shootings-database/ (database tracking disproportionate fatalities at hands of police between 2015 and 2023). black people are disproportionately likely to be stopped, searched and arrested by the police, and are more likely to be subject to use of force. balko, supra note 7.",footnote,unknown,body-text,0.998,✗
"31 see, e.g. , jocelyn r. smith lee & michael a. robinson, ' that ' s my number one fear in life. it ' s the police ' : examining young black men ' s exposures to trauma and loss resulting from police violence and police killings , 45 j. black psych. 143, 144 (2019); michael a. fletcher, for black motorists, a never ending fear of being stopped , nat ' l geographic mag. (mar. 12, 2018), https://www.nationalgeographic.com/magazine/article /the-stop-race-police-traffic; nikole hannah-jones, yes, black america fears the police. here ' s why , propublica (mar. 4, 2015, 9:14 p.m.), https://www.propublica.org/article/yesblack-america-fears-the-police-heres-why [https://perma.cc/ma2p-bwrm]. see generally amanda graham et al., race and worrying about police brutality: the hidden injuries of minority status in america , 15 victims & offenders 549 (2020) .","[31] see, e.g. , jocelyn r. smith lee & michael a. robinson, “that’s my number one fear in life. it’s the police”: examining young black men’s exposures to trauma and loss resulting from police violence and police killings , 45 j. black psych. 143, 144 (2019); michael a. fletcher, for black motorists, a never ending fear of being stopped , nat’l geographic mag. (mar. 12, 2018), https://www.nationalgeographic.com/magazine/article /the-stop-race-police-traffic; nikole hannah-jones, yes, black america fears the police. here’s why , propublica (mar. 4, 2015, 9:14 p.m.), https://www.propublica.org/article/yes-black-america-fears-the-police-heres-why [https://perma.cc/ma2p-bwrm]. see generally amanda graham et al., race and worrying about police brutality: the hidden injuries of minority status in america , 15 victims & offenders 549 (2020) .",footnote,unknown,body-text,0.982,✗
"indeed, this argument persuaded the sjc six years ago when presented with similar facts in warren . an officer saw mr. warren with another young black man walking in boston and believed that they matched the general description provided by a burglary victim earlier that night. upon being asked by the officer to 'wait a minute,' the two men ran into a park. the sjc concluded that the victim's description of the perpetra tor, proximity to the alleged burglary, and the defendant's flight did not constitute reasonable suspicion. 33 focusing on a report documenting a pattern of racial profiling of black men in boston, the court recognized 'a reason for flight totally unrelated to the consciousness of guilt,' explaining that mr. warren's flight 'might just as easily be motivated by the desire to avoid the recurring indignity of being racially profiled.' thus, flight from police should be given 'little, if any, weight as a factor probative in reasonable suspicion.' 34","indeed, this argument persuaded the sjc six years ago when presented with similar facts in warren . an officer saw mr. warren with another young black man walking in boston and believed that they matched the general description provided by a burglary victim earlier that night. upon being asked by the officer to “wait a minute,” the two men ran into a park. the sjc concluded that the victim’s description of the perpetrator, proximity to the alleged burglary, and the defendant’s flight did not constitute reasonable suspicion. [33] focusing on a report documenting a pattern of racial profiling of black men in boston, the court recognized “a reason for flight totally unrelated to the consciousness of guilt,” explaining that mr. warren’s flight “might just as easily be motivated by the desire to avoid the recurring indignity of being racially profiled.” thus, flight from police should be given “little, if any, weight as a factor probative in reasonable suspicion.” [34]",text,unknown,body-text,0.986,✗
"warren was lauded for recognizing that racialized experiences of policing affect an individual's behavior in response to police, and thus a person's anxious behavior should not establish the suspicion required for a stop. 35 four years after warren , the sjc expand ed 'the reasoning of warren ' in holding that 'the weight of the defendant's nervous and evasive behavior should be significantly discount[ed] in assessing whether police had reasonable suspicion for a stop.' 36 meanwhile, other courts have recognized that behaviors traditionally thought of as contributory to reasonable suspicion may also be responses to an individual's encounter with police. 37","warren was lauded for recognizing that racialized experiences of policing affect an individual’s behavior in response to police, and thus a person’s anxious behavior should not establish the suspicion required for a stop. [35] four years after warren , the sjc expanded “the reasoning of warren ” in holding that “the weight of the defendant’s nervous and evasive behavior should be significantly discount[ed] in assessing whether police had reasonable suspicion for a stop.” [36] meanwhile, other courts have recognized that behaviors traditionally thought of as contributory to reasonable suspicion may also be responses to an individual’s encounter with police. [37]",text,unknown,body-text,0.983,✗
"32 doj, baltimore police investigation, supra note 5, at 3.","[32] doj, baltimore police investigation, supra note 5, at 3.",footnote,unknown,body-text,0.983,✗
"35 see terrence scudieri, fleeing while black: how massachusetts reshaped the contours of the terry stop, 54 am. crim. l. rev. online 42, 44, 49 (2017). at least illinois and the district of columbia have followed suit. see people v. horton, 142 n.e.3d 854, 868 (ill. app. ct. 2019) (concluding empirical data offered an ' eminently reasonable and noncriminal reason ' for black man ' s flight); mayo v. united states, 266 a.3d 244, 260-61 (d.c. 2022) (recognizing empirical data provided ' myriad reasons ' that ' undermine[d] the reasonableness of an inference of criminal activity from all instances of flight ' and discounting relevance of flight in reasonable suspicion analysis).","[35] see terrence scudieri, fleeing while black: how massachusetts reshaped the contours of the terry stop, 54 am. crim. l. rev. online 42, 44, 49 (2017). at least illinois and the district of columbia have followed suit. see people v. horton, 142 n.e.3d 854, 868 (ill. app. ct. 2019) (concluding empirical data offered an “eminently reasonable and noncriminal reason” for black man’s flight); mayo v. united states, 266 a.3d 244, 260-61 (d.c. 2022) (recognizing empirical data provided “myriad reasons” that “undermine[d] the reasonableness of an inference of criminal activity from all instances of flight” and discounting relevance of flight in reasonable suspicion analysis).",footnote,unknown,body-text,0.982,✗
"36 commonwealth v. evelyn, 152 n.e.3d 108, 121-22 (mass. 2020) (concluding that evelyn was seized when, having trailed him for 100 yards in the cruiser and repeatedly trying to converse with him, the officer in the front passenger seat opened the door of the vehicle).","[36] commonwealth v. evelyn, 152 n.e.3d 108, 121-22 (mass. 2020) (concluding that evelyn was seized when, having trailed him for 100 yards in the cruiser and repeatedly trying to converse with him, the officer in the front passenger seat opened the door of the vehicle).",footnote,unknown,body-text,0.996,✗
"other courts have cited reports of police use of disproportionate and unreasonable force as providing a reasonable, non-suspicious, basis for flight from police. in 2019, the appellate court of illinois took judicial notice of a department of justice report finding that the chicago police had engaged in a 'pattern or practice of unreasonable force,' concluding that defendant's flight from police could be explained by ' an eminently reasonable and noncriminal reason.' 38 also in 2019, the ninth circuit recognized that the increase of data since wardlow on racially disparate policing 'can inform the inferences to be drawn from an individual who decides to step away, run, or flee from police without a clear reason to do otherwise.' 39","other courts have cited reports of police use of disproportionate and unreasonable force as providing a reasonable, non-suspicious, basis for flight from police. in 2019, the appellate court of illinois took judicial notice of a department of justice report finding that the chicago police had engaged in a “pattern or practice of unreasonable force,” concluding that defendant’s flight from police could be explained by “an eminently reasonable and noncriminal reason.” [38] also in 2019, the ninth circuit recognized that the increase of data since wardlow on racially disparate policing “can inform the inferences to be drawn from an individual who decides to step away, run, or flee from police without a clear reason to do otherwise.” [39]",text,unknown,body-text,0.987,✗
"relatedly, based on similar empirical data, several courts recognize that an individual's race is relevant to when they have been 'seized' by police. in 2022, the washington supreme court 'formally recognize[d] what has always been true: in interactions with law enforcement, race and ethnicity matter,' holding that courts must consider race when determining whether that individual has been seized by law enforcement. 40 new hampshire's highest court also held that 'race is an appropriate circumstance to consider in conducting the totality of the circumstances seizure analysis.' 41 federal circuit courts are in conflict: the ninth and d.c. circuit have held that a defendant's race can inform the seizure analysis, 42 but the tenth and eleventh circuits exclude consideration of race in the seizure analysis, arguing that doing so would transform an objective inquiry into a subjective one. 43","relatedly, based on similar empirical data, several courts recognize that an individual’s race is relevant to when they have been “seized” by police. in 2022, the washington supreme court “formally recognize[d] what has always been true: in interactions with law enforcement, race and ethnicity matter,” holding that courts must consider race when determining whether that individual has been seized by law enforcement. [40] new hampshire’s highest court also held that “race is an appropriate circumstance to consider in conducting the totality of the circumstances seizure analysis.” [41] federal circuit courts are in conflict: the ninth and d.c. circuit have held that a defendant’s race can inform the seizure analysis, [42] but the tenth and eleventh circuits exclude consideration of race in the seizure analysis, arguing that doing so would transform an objective inquiry into a subjective one. [43]",text,unknown,body-text,0.986,✗
"groups. 45 one study concluded that police use lethal violence more frequently in areas with higher african-american and latinx populations. 46 upon analyzing 990 shooting incidents from the washington post's national police shooting database, 'fatal force,' another study concluded thateven after controlling for variables like age, mental illness, crime severity, and jurisdiction size -black individuals were more than twice as likely as white individuals to have been unarmed when killed by police. 47 relative to their white peers, black citizens are more often stopped by police, subject to the use of force, and viewed by officers as posing a safety threat. 48 a third study of police-civilian encounters indicates that officers aimed or shot a gun at black individuals at eight times the rate of white individuals, and threatened force or engaged in physical contact against black individuals at four times the rate of white individuals. 49 more than two decades ago, a massachusetts court explained that 'historically . . . [b]lacks who have walked, run, or raced away from inquisitive police officers have ended up beaten and battered a nd sometimes dead.' 50 it is thus not surprising that 'black people often tread more carefully around law enforcement,' 51 reasonably believing based on 'pervasive' and 'persuasive' evidence, that 'contact with the police can itself be dangerous.' 52","yet in the decades since wardlow, research confirms an entrenched false association between blackness and criminality which profoundly affects policing, [44] and empirical evidence demonstrates that interacting with law enforcement is more dangerous for black men than for other demographic groups. [45] one study concluded that police use lethal violence more frequently in areas with higher african-american and latinx populations. [46] upon analyzing 990 shooting incidents from the washington post’s national police shooting database, “fatal force,” another study concluded that-even after controlling for variables like age, mental illness, crime severity, and jurisdiction size-black individuals were more than twice as likely as white individuals to have been unarmed when killed by police. [47] relative to their white peers, black citizens are more often stopped by police, subject to the use of force, and viewed by officers as posing a safety threat. [48] a third study of police-civilian encounters indicates that officers aimed or shot a gun at black individuals at eight times the rate of white individuals, and threatened force or engaged in physical contact against black individuals at four times the rate of white individuals. [49] more than two decades ago, a massachusetts court explained that “historically . . . [b]lacks who have walked, run, or raced away from inquisitive police officers have ended up beaten and battered and sometimes dead.” [50] it is thus not surprising that “black people often tread more carefully around law enforcement,” [51] reasonably believing based on “pervasive” and “persuasive” evidence, that “contact with the police can itself be dangerous.” [52]",text,unknown,body-text,0.892,✗
"within t his excruciating context, mr. washington's argument that he fled police because he feared a police interaction, and therefore that this flight should not generate criminal suspicion, is convincing.","within this excruciating context, mr. washington’s argument that he fled police because he feared a police interaction, and therefore that this flight should not generate criminal suspicion, is convincing.",text,unknown,body-text,0.993,✗
"45 see brandon hasbrouck, the unconstitutional police , 56 harv. c.r.-c.l. l. rev. 239, 253 (2021). see generally michelle alexander, the new jim crow: mass incarceration in the age of colorblindness (new press, 2010).","[45] see brandon hasbrouck, the unconstitutional police , 56 harv. c.r.-c.l. l. rev. 239, 253 (2021). see generally michelle alexander, the new jim crow: mass incarceration in the age of colorblindness (new press, 2010).",footnote,unknown,body-text,0.995,✗
"46 for the full study, see generally ronald helms & s.e. costanza, contextualizing race: a conceptual and empirical study of fatal interactions with police across us counties , 18 j. ethnicity crim. just. 43 (2019).","[46] for the full study, see generally ronald helms & s.e. costanza, contextualizing race: a conceptual and empirical study of fatal interactions with police across us counties , 18 j. ethnicity crim. just. 43 (2019).",footnote,unknown,body-text,0.995,✗
"48 rory kramer & brianna remster, stop, frisk, and assault? racial disparities in police use of force during investigatory stops , 52 law & soc ' y rev. 960, 982 (2018) (showing that black civilians were more likely than white civilians to experience lethal force even when police did not uncover any criminal behavior).","[48] rory kramer & brianna remster, stop, frisk, and assault? racial disparities in police use of force during investigatory stops , 52 law & soc’y rev. 960, 982 (2018) (showing that black civilians were more likely than white civilians to experience lethal force even when police did not uncover any criminal behavior).",footnote,unknown,body-text,0.991,✗
"49 erika harrell & elizabeth davis, bureau of just. stats., u.s. dep ' t of justice, contacts between police and the public, 2018 -statistical tables, at 3, 7 (last updated feb. 3, 2023).","[49] erika harrell & elizabeth davis, bureau of just. stats., u.s. dep’t of justice, contacts between police and the public, 2018-statistical tables, at 3, 7 (last updated feb. 3, 2023).",footnote,unknown,body-text,0.981,✗
"50 commonwealth v. hart, 695 n.e.2d 226, 228 (mass. app. ct. 1998). see also, e.g. , u.s. dep ' t of just., investigation of the chicago police department 146-47 (jan. 13, 2017); doj, baltimore police investigation, supra note 5, at 79, 95; rob voigt et al., language from police body camera footage shows racial disparities in officer respect , 114 pnas 6521, 6521 (2017).","[50] commonwealth v. hart, 695 n.e.2d 226, 228 (mass. app. ct. 1998). see also, e.g. , u.s. dep’t of just., investigation of the chicago police department 146-47 (jan. 13, 2017); doj, baltimore police investigation, supra note 5, at 79, 95; rob voigt et al., language from police body camera footage shows racial disparities in officer respect , 114 pnas 6521, 6521 (2017).",footnote,unknown,body-text,0.992,✗
iv. flight from police is (still) suspicious,iv. flight from police is (still) suspicious,section_header,unknown,body-text,1.000,✗
"individuals have the constitutional right to ignore police. empirical data suggests that young black men have legitimate reason to fear police interactions. and yet, the third truth: flight from police contributes to reasonable suspicion.","individuals have the constitutional right to ignore police. empirical data suggests that young black men have legitimate reason to fear police interactions. and yet, the third truth: flight from police contributes to reasonable suspicion.",text,unknown,body-text,1.000,✗
"on the one hand, washington ex plicitly recognizes that 'the circumstance that people, particularly young african american men, may flee police for innocent reasons may be considered in the fourth amendment reasonable suspicion calculus.' 53 this acknowledgment that flight from police may be innocent, and even be reasonable, is a major step towards reducing reliance on a person's flight to justify a police intervention. on the other hand, the court was persuaded that mr. washington's flight from police in a high-crime neighborhood supported reasonable suspicion, emphasizing that his flight was 'headlong, completely unprovoked, simultaneously with the other individual standing near him in the alley.' 54 in other words, the court found that flight is reasonable for young black men in baltimore, and generally shouldn't be given weight in the reasonable suspicion calculus, but it was suspicious for mr. washington.","on the one hand, washington explicitly recognizes that “the circumstance that people, particularly young african american men, may flee police for innocent reasons may be considered in the fourth amendment reasonable suspicion calculus.” [53] this acknowledgment that flight from police may be innocent, and even be reasonable, is a major step towards reducing reliance on a person’s flight to justify a police intervention. on the other hand, the court was persuaded that mr. washington’s flight from police in a high-crime neighborhood supported reasonable suspicion, emphasizing that his flight was “headlong, completely unprovoked, simultaneously with the other individual standing near him in the alley.” [54] in other words, the court found that flight is reasonable for young black men in baltimore, and generally shouldn’t be given weight in the reasonable suspicion calculus, but it was suspicious for mr. washington.",text,unknown,body-text,0.990,✗
