pdf_text,html_text,docling_label,docling_layer,ground_truth_label,match_score,label_match
"as a result, the opinion is /unifb02 ush with exceptionalist rhetoric about expansive bankruptcy court power while the holding does not address the issue head on. instead, the court develops a new statutory canon of constraint that narrowly construes terms in the bankruptcy code -like ' appropriate, ' ' necessary, ' and ' fair and equitable ' -to cabin judicial authority in bankruptcy cases. 11 this, we argue, represents a new bankruptcy exceptionalism in which broad statutory provisions that should be interpreted by their plain meaning are narrowed to constrain the powers of bankruptcy courts.","as a result, the opinion is flush with exceptionalist rhetoric about expansive bankruptcy court power while the holding does not address the issue head on. instead, the court develops a new statutory canon of constraint that narrowly construes terms in the bankruptcy code-like “appropriate,” “necessary,” and “fair and equitable”-to cabin judicial authority in bankruptcy cases. 11 this, we argue, represents a new bankruptcy exceptionalism in which broad statutory provisions that should be interpreted by their plain meaning are narrowed to constrain the powers of bankruptcy courts.",text,unknown,body-text,0.976,✗
"10 purdue pharma l.p. , 603 u.s. at 218 ( ' [w]e do not think paragraph (6) affords a bankruptcy court the authority the plan proponents suppose. ' ); id. ( ' doubtless, paragraph (6) operates to confer additional authorities on a bankruptcy court. but the catchall cannot be fairly read to endow a bankruptcy court with the ' radically different ' power to discharge the debts of a nondebtor without the consent of affected nondebtor claimants. ' (citations omitted)); id. at 218 -19 ( ' each of those ' other ' paragraphs authorizes a bankruptcy court to adjust claims without consent only to the extent such claims concern the debtor. ' ); id. at 219 ( ' the dissent neglects why a bankruptcy court may resolve derivate claims under paragraph (3). . . . ' ); id. at 220 ( ' [n]o one (save perhaps the dissent) thinks it provides a bankruptcy court with a roving commission to resolve all such problems that happen its way. . . . ' ).","10 purdue pharma l.p. , 603 u.s. at 218 (“[w]e do not think paragraph (6) affords a bankruptcy court the authority the plan proponents suppose.”); id. (“doubtless, paragraph (6) operates to confer additional authorities on a bankruptcy court. but the catchall cannot be fairly read to endow a bankruptcy court with the ‘radically different’ power to discharge the debts of a nondebtor without the consent of affected nondebtor claimants.” (citations omitted)); id. at 218-19 (“each of those ‘other’ paragraphs authorizes a bankruptcy court to adjust claims without consent only to the extent such claims concern the debtor.”); id. at 219 (“the dissent neglects why a bankruptcy court may resolve derivate claims under paragraph (3)… .”); id. at 220 (“[n]o one (save perhaps the dissent) thinks it provides a bankruptcy court with a roving commission to resolve all such problems that happen its way… .”).",footnote,unknown,body-text,0.965,✗
"11 indeed, the supreme court ' s recent bankruptcy jurisprudence repeatedly emphasizes its intention to interpret the code to narrow the discretion of bankruptcy courts. see infra section ii.b. meanwhile, the third circuit announced a new good-faith /unifb01 ling requirement that will curtail the scope of cases that can come before a bankruptcy judge. see in re ltl mgmt., llc, 64 f.4th 84 (3d cir. 2023).","11 indeed, the supreme court’s recent bankruptcy jurisprudence repeatedly emphasizes its intention to interpret the code to narrow the discretion of bankruptcy courts. see infra section ii.b. meanwhile, the third circuit announced a new good-faith filing requirement that will curtail the scope of cases that can come before a bankruptcy judge. see in re ltl mgmt., llc, 64 f.4th 84 (3d cir. 2023).",footnote,unknown,body-text,0.984,✗
12 see infra part iii.,12 see infra part iii.,footnote,unknown,body-text,1.000,✗
"a canon of narrowing broad language and constraining bankruptcy judges thus draws into question the scope and meaning of these provisions and many of the common tools of the practice. if this new approach sticks, it could create barriers to collective resolution by incentivizing parties, lawyers, and bankruptcy judges to /unifb01 nd workarounds that are immune to appellate scrutiny.","a canon of narrowing broad language and constraining bankruptcy judges thus draws into question the scope and meaning of these provisions and many of the common tools of the practice. if this new approach sticks, it could create barriers to collective resolution by incentivizing parties, lawyers, and bankruptcy judges to find workarounds that are immune to appellate scrutiny.",text,unknown,body-text,0.988,✗
"this article explores these developments in three parts. part i describes and critiques conventional scholarly claims about bankruptcy exceptionalism. part ii presents the supreme court ' s approach to bankruptcy over the last four decades. while the court has historically questioned the constitutionality of bankruptcy courts in a direct fashion, we speculate that purdue marks the culmination of the court ' s shift toward a canon that reads broad provisions in the code narrowly to protect article iii power while avoiding direct constitutional questions. part iii considers how this new bankruptcy exceptionalism will affect bankruptcy practice and incentivize costly workarounds.","this article explores these developments in three parts. part i describes and critiques conventional scholarly claims about bankruptcy exceptionalism. part ii presents the supreme court’s approach to bankruptcy over the last four decades. while the court has historically questioned the constitutionality of bankruptcy courts in a direct fashion, we speculate that purdue marks the culmination of the court’s shift toward a canon that reads broad provisions in the code narrowly to protect article iii power while avoiding direct constitutional questions. part iii considers how this new bankruptcy exceptionalism will affect bankruptcy practice and incentivize costly workarounds.",text,unknown,body-text,0.994,✗
14 it has even made its way into the insolvency laws of several other jurisdictions around the world.,14 it has even made its way into the insolvency laws of several other jurisdictions around the world.,footnote,unknown,body-text,1.000,✗
"15 see, e.g. , jonathan c. lipson, debt and democracy: towards a constitutional theory of bankruptcy , 83 notre dame l. rev. 605, 611 (2008) ( ' bankruptcy appears to result in exceptions to conventional notions about the treatment of a variety of constitutional protections involving, among others, property, due process, and religious liberty. ' ); jonathan m. seymour, against bankruptcy exceptionalism , 89 u. chi. l. rev. 1925, 1956 (2022) ( ' [b]ankruptcy scholars are close to consensus that some kind of bankruptcy exceptionalism exists, whether typi /unifb01 ed by the","15 see, e.g. , jonathan c. lipson, debt and democracy: towards a constitutional theory of bankruptcy , 83 notre dame l. rev. 605, 611 (2008) (“bankruptcy appears to result in exceptions to conventional notions about the treatment of a variety of constitutional protections involving, among others, property, due process, and religious liberty.”); jonathan m. seymour, against bankruptcy exceptionalism , 89 u. chi. l. rev. 1925, 1956 (2022) (“[b]ankruptcy scholars are close to consensus that some kind of bankruptcy exceptionalism exists, whether typified by the claim that the bankruptcy court is a ‘court of equity’ with broad equitable powers, by a distinctly equitable flavor of statutory interpretation, or in some other form.”).",footnote,unknown,body-text,0.860,✗
"what exactly do scholars and courts mean when they describe bankruptcy courts as exceptional? at /unifb01 rst glance, some common descriptions seem unremarkable. bankruptcy courts /unifb01 ll gaps, /unifb01 nd exceptions to general rules, craft equitable remedies, and take account of unwritten norms. but so do judges in all courts in the united states. 18 so there would need to be something distinctive about bankruptcy courts and bankruptcy practice -something more fundamental -to set them apart.","what exactly do scholars and courts mean when they describe bankruptcy courts as exceptional? at first glance, some common descriptions seem unremarkable. bankruptcy courts fill gaps, find exceptions to general rules, craft equitable remedies, and take account of unwritten norms. but so do judges in all courts in the united states. 18 so there would need to be something distinctive about bankruptcy courts and bankruptcy practice-something more fundamental-to set them apart.",text,unknown,body-text,0.970,✗
"16 jonathan c. lipson & pamela foohey, the end(s) of bankruptcy exceptionalism: purdue pharma and the problem of social debt , 46 cardozo l. rev. (forthcoming 2025), https://ssrn .com/abstract p 5025124.","16 jonathan c. lipson & pamela foohey, the end(s) of bankruptcy exceptionalism: purdue pharma and the problem of social debt , 46 cardozo l. rev. (forthcoming 2025), https://ssrn.com/abstract=5025124 .",footnote,unknown,body-text,0.985,✗
"17 seymour, supra note 15, at 1930.","17 seymour, supra note 15, at 1930.",footnote,unknown,body-text,1.000,✗
"18 perhaps not justice gorsuch. but he is an outlier. during his con /unifb01 rmation hearings, one of his tenth circuit dissenting opinions refusing to /unifb01 nd an equitable exception to a statute was widely criticized. the case -commonly referred to as the ' frozen trucker case ' -involved a truck driver who was /unifb01 red for driving his employer ' s truck to safety to avoid life-threatening cold. the majority of the tenth circuit upheld /unifb01 ndings by the department of labor (dol) and an administrative law judge (alj) that the termination violated a law prohibiting discharge where an employee ' refuses to operate a vehicle ' because of unsafe conditions. transam trucking, inc. v. admin. rev. bd., 833 f.3d 1206 (10th cir. 2016). then-judge gorsuch dissented, explaining that the driver operated the vehicle and the statute only protected refusal to operate . he explained that neither the dol, nor the alj, nor the tenth circuit had the power to read an exception into the statute. far from labeling the majority as ' exceptionalist ' for its broad interpretation, critics viewed gorsuch ' s position as the exception. one scholar argued that gorsuch ' s approach revealed that that he might be un /unifb01 t for the supreme court. jed shugerman, neil gorsuch and the ' frozen trucker, ' slate (mar. 21, 2017, 10:38 am), https://slate.com/news-and-politics/2017/03 /neil-gorsuchs-arrogant-frozen-trucker-opinion-shows-he-wants-to-be-like-scalia.html.","18 perhaps not justice gorsuch. but he is an outlier. during his confirmation hearings, one of his tenth circuit dissenting opinions refusing to find an equitable exception to a statute was widely criticized. the case-commonly referred to as the “frozen trucker case”-involved a truck driver who was fired for driving his employer’s truck to safety to avoid life-threatening cold. the majority of the tenth circuit upheld findings by the department of labor (dol) and an administrative law judge (alj) that the termination violated a law prohibiting discharge where an employee “refuses to operate a vehicle” because of unsafe conditions. transam trucking, inc. v. admin. rev. bd., 833 f.3d 1206 (10th cir. 2016). then-judge gorsuch dissented, explaining that the driver operated the vehicle and the statute only protected refusal to operate . he explained that neither the dol, nor the alj, nor the tenth circuit had the power to read an exception into the statute. far from labeling the majority as “exceptionalist” for its broad interpretation, critics viewed gorsuch’s position as the exception. one scholar argued that gorsuch’s approach revealed that that he might be unfit for the supreme court. jed shugerman, neil gorsuch and the ‘frozen trucker,’ slate (mar. 21, 2017, 10:38 am), https://slate.com/news-and-politics/2017/03/neil-gorsuchs-arrogant-frozen-trucker-opinion-shows-he-wants-to-be-like-scalia.html .",footnote,unknown,body-text,0.970,✗
"justice gorsuch ' s reasoning in the frozen trucker case is of a kind with his purdue opinion. both are formalist approaches exhibiting a distrust of judicial discretion exercised in the /unifb01 rst instance by non-article iii judges. similar themes can also be found in his concurrence in loper bright enterprises v. raimondo , 603 u.s. 369 (2024), which was decided the day after purdue and overruled the chevron doctrine. id. at 416 (gorsuch, j., concurring).","justice gorsuch’s reasoning in the frozen trucker case is of a kind with his purdue opinion. both are formalist approaches exhibiting a distrust of judicial discretion exercised in the first instance by non-article iii judges. similar themes can also be found in his concurrence in loper bright enterprises v. raimondo , 603 u.s. 369 (2024), which was decided the day after purdue and overruled the chevron doctrine. id. at 416 (gorsuch, j., concurring).",footnote,unknown,body-text,0.986,✗
"in the remainder of this part, we explore these different accounts of bankruptcy exceptionalism. we start with the weak version focused on the exercise of equitable discretion and then move to more substantial claims grounded in constitutional concerns of due process, structure, and separation of powers.","in the remainder of this part, we explore these different accounts of bankruptcy exceptionalism. we start with the weak version focused on the exercise of equitable discretion and then move to more substantial claims grounded in constitutional concerns of due process, structure, and separation of powers.",text,unknown,body-text,1.000,✗
"some critics describe bankruptcy courts as exceptional for exercising discretion. because this same discretion is exercised by other federal and state courts, in our view, these accounts re /unifb02 ect an antibankruptcy bias that has long permeated academic scholarship.","some critics describe bankruptcy courts as exceptional for exercising discretion. because this same discretion is exercised by other federal and state courts, in our view, these accounts reflect an anti-bankruptcy bias that has long permeated academic scholarship.",text,unknown,body-text,0.979,✗
[i]n truth we are all exceptionalists to some extent. no one seriously argues that bankruptcy courts lack equitable discretion to recognize exceptions to general rules. . . . 22,[i]n truth we are all exceptionalists to some extent. no one seriously argues that bankruptcy courts lack equitable discretion to recognize exceptions to general rules… . 22,text,unknown,body-text,0.983,✗
"19 section 105(a) gives bankruptcy courts authority to ' issue any order, process, or judgment that is necessary or appropriate to carry out the provisions of this title. ' 11 u.s.c. § 105(a). section 1123(b)(6), as discussed, gives bankruptcy courts authority to ' include ' in a reorganization plan ' any other appropriate provision not inconsistent with the applicable provisions of this title. ' 11 u.s.c. § 1123(b)(6).","19 section 105(a) gives bankruptcy courts authority to “issue any order, process, or judgment that is necessary or appropriate to carry out the provisions of this title.” 11 u.s.c. § 105(a). section 1123(b)(6), as discussed, gives bankruptcy courts authority to “include” in a reorganization plan “any other appropriate provision not inconsistent with the applicable provisions of this title.” 11 u.s.c. § 1123(b)(6).",footnote,unknown,body-text,0.979,✗
"20 though beyond the scope of this article, we think that the article iii requirement is satis /unifb01 ed by claimants ' right to appeal bankruptcy court decisions to an article iii court. see anthony j. casey & aziz z. huq, the article iii problem in bankruptcy , 82 u. chi. l. rev. 1155 (2015); see also anthony j. casey & joshua c. macey, the bankruptcy tribunal , 96 am. bankr. l.j. 749 (2022).","20 though beyond the scope of this article, we think that the article iii requirement is satisfied by claimants’ right to appeal bankruptcy court decisions to an article iii court. see anthony j. casey & aziz z. huq, the article iii problem in bankruptcy , 82 u. chi. l. rev. 1155 (2015); see also anthony j. casey & joshua c. macey, the bankruptcy tribunal , 96 am. bankr. l.j. 749 (2022).",footnote,unknown,body-text,0.984,✗
"21 cf. anthony j. casey & joshua c. macey, bankruptcy by another name , 133 yale l.j.f. 1016 (2024).","21 cf. anthony j. casey & joshua c. macey, bankruptcy by another name , 133 yale l.j.f. 1016 (2024).",footnote,unknown,body-text,1.000,✗
"22 lipson & foohey, supra note 16 (manuscript at 7).","22 lipson & foohey, supra note 16 (manuscript at 7).",footnote,unknown,body-text,1.000,✗
"at times, critics of bankruptcy exceptionalism shift between using the term ' equity ' in the colloquial sense of discretion and the more formal sense of the doctrines and remedies available in a traditional court of chancery. 25 talk of bankruptcy courts as ' courts of equity ' 26 would seem to invoke the latter use of the term, but the discussion is rarely that precise. in identifying the acts of equitable discretion in bankruptcy cases, the criticism is often more about everyday discretion pursuant to statutory grants of authority.","at times, critics of bankruptcy exceptionalism shift between using the term “equity” in the colloquial sense of discretion and the more formal sense of the doctrines and remedies available in a traditional court of chancery. 25 talk of bankruptcy courts as “courts of equity” 26 would seem to invoke the latter use of the term, but the discussion is rarely that precise. in identifying the acts of equitable discretion in bankruptcy cases, the criticism is often more about everyday discretion pursuant to statutory grants of authority.",text,unknown,body-text,0.989,✗
"23 see henry e. smith, equity as meta law , 130 yale l.j. 1050, 1057 -58 (2021) ( ' [e]quity in american law is a response to universal problems in legal systems and human institutions generally. ' ); see also samuel l. bray, the system of equitable remedies , 63 ucla l. rev 530 (2016).","23 see henry e. smith, equity as meta law , 130 yale l.j. 1050, 1057-58 (2021) (“[e]quity in american law is a response to universal problems in legal systems and human institutions generally.”); see also samuel l. bray, the system of equitable remedies , 63 ucla l. rev 530 (2016).",footnote,unknown,body-text,0.984,✗
"24 smith, supra note 23, at 1143 -44 (identifying equity as useful in cases that present problems of ' polycentricity, con /unifb02 icting rights, and opportunism ' ). see generally samuel l. bray, equity, law and the seventh amendment , 100 tex. l. rev. 467 (2022) (identifying equity ' s role in case aggregation).","24 smith, supra note 23, at 1143-44 (identifying equity as useful in cases that present problems of “polycentricity, conflicting rights, and opportunism”). see generally samuel l. bray, equity, law and the seventh amendment , 100 tex. l. rev. 467 (2022) (identifying equity’s role in case aggregation).",footnote,unknown,body-text,0.964,✗
"25 see samuel l. bray, a student ' s guide to the meanings of equity (apr. 21, 2021) (unpublished manuscript), https://ssrn.com/abstract p 3821861.","25 see samuel l. bray, a student’s guide to the meanings of equity (apr. 21, 2021) (unpublished manuscript), https://ssrn.com/abstract=3821861 .",footnote,unknown,body-text,0.969,✗
"28 see tif /unifb01 n v. hart (eng. ct. ch. 1618 -19), in reports of cases decided by francis bacon, baron verulam, viscount st. albans, lord chancellor of england, in the high court of chancery (1617 -1621), at 161 (john ritchie ed., 1932); brief of amici curiae law professors in support of respondents at 9, purdue pharma l.p. , 603 u.s. 204 (no. 23 -124).","28 see tiffin v. hart (eng. ct. ch. 1618-19), in reports of cases decided by francis bacon, baron verulam, viscount st. albans, lord chancellor of england, in the high court of chancery (1617-1621), at 161 (john ritchie ed., 1932); brief of amici curiae law professors in support of respondents at 9, purdue pharma l.p. , 603 u.s. 204 (no. 23-124).",footnote,unknown,body-text,0.982,✗
"in any event, bankruptcy courts are federal courts, and the federal judicial system has not recognized a distinction between courts of law and equity since 1938. 30 the federal courts today are not structured separately such that some administer law and others equity. rather, federal courts simply issue equitable remedies (in the traditional sense) or exercise equitable discretion (colloquially) as circumstances require. 31 within any case, a federal court might invoke the formal law-equity distinction when determining which remedies and procedures are available in a particular dispute. 32","in any event, bankruptcy courts are federal courts, and the federal judicial system has not recognized a distinction between courts of law and equity since 1938. 30 the federal courts today are not structured separately such that some administer law and others equity. rather, federal courts simply issue equitable remedies (in the traditional sense) or exercise equitable discretion (colloquially) as circumstances require. 31 within any case, a federal court might invoke the formal law-equity distinction when determining which remedies and procedures are available in a particular dispute. 32",text,unknown,body-text,1.000,✗
"to foreshadow a bit, the court ' s dismissive approach to formal equitable doctrines in bankruptcy cases is consistent with our view of a new bankruptcy exceptionalism. one would think equitable remedies are still available in all federal cases. the notion that this would not be true in a bankruptcy case is exceptional.","to foreshadow a bit, the court’s dismissive approach to formal equitable doctrines in bankruptcy cases is consistent with our view of a new bankruptcy exceptionalism. one would think equitable remedies are still available in all federal cases. the notion that this would not be true in a bankruptcy case is exceptional.",text,unknown,body-text,0.994,✗
"29 in re purdue pharma l.p., 69 f.4th 45, 79 (2d cir. 2023) (citing united states v. energy resources co., inc. , 495 u.s. 545 (1990), for the proposition that section 1123(b)(6) should be read as conferring authority ' deriving from bankruptcy courts ' status as ' courts of equity '' ).","29 in re purdue pharma l.p., 69 f.4th 45, 79 (2d cir. 2023) (citing united states v. energy resources co., inc. , 495 u.s. 545 (1990), for the proposition that section 1123(b)(6) should be read as conferring authority “deriving from bankruptcy courts’ status as ‘courts of equity’”).",footnote,unknown,body-text,0.974,✗
"30 certain courts within the united states do still function as courts of equity. the delaware court of chancery, which presides over the nation ' s most complex corporate and business governance cases, famously does. as a result, complex corporate issues that go before that court are decided by judges arguably exercising discretion and invoking broader remedies than their counterparts in the delaware superior court, which operates as a court of law. one might argue that delaware ' s structure is ' exceptional ' -it is one of only three states that still maintains separate equity courts -but the structure is one with a long historical pedigree.","30 certain courts within the united states do still function as courts of equity. the delaware court of chancery, which presides over the nation’s most complex corporate and business governance cases, famously does. as a result, complex corporate issues that go before that court are decided by judges arguably exercising discretion and invoking broader remedies than their counterparts in the delaware superior court, which operates as a court of law. one might argue that delaware’s structure is “exceptional”-it is one of only three states that still maintains separate equity courts-but the structure is one with a long historical pedigree.",footnote,unknown,body-text,0.988,✗
"other states have started to create specialized business courts in attempts to compete with delaware. they seek to replicate the specialization of the delaware court of chancery, but without the speci /unifb01 c qualities of a court of equity.","other states have started to create specialized business courts in attempts to compete with delaware. they seek to replicate the specialization of the delaware court of chancery, but without the specific qualities of a court of equity.",footnote,unknown,body-text,0.979,✗
"31 one noteworthy aspect of this structure is that large corporate bankruptcy proceedings supplant delaware ' s equitable proceedings when it comes to corporate governance claims even though they do not distinguish between law and equity. but this, too, is not ' exceptional. ' it is a feature of any proceeding in a federal court that could otherwise have been brought in a state court of equity, such as those brought under diversity jurisdiction.","31 one noteworthy aspect of this structure is that large corporate bankruptcy proceedings supplant delaware’s equitable proceedings when it comes to corporate governance claims even though they do not distinguish between law and equity. but this, too, is not “exceptional.” it is a feature of any proceeding in a federal court that could otherwise have been brought in a state court of equity, such as those brought under diversity jurisdiction.",footnote,unknown,body-text,0.989,✗
"32 samuel bray has argued that there is still a system of equity that exists within the uni /unifb01 ed federal courts. bray, supra note 23. and the distinction still controls the seventh amendment right to a civil jury. whether a litigant in federal court has a right to a jury turns in part on whether a case would have been brought in a court of law or equity in 1791. this vestige of the law-equity divide applies and is enforced in all federal cases, including bankruptcy cases. notably, however, the seventh amendment does not apply to cases in state court. a party litigating in state court is not entitled to a jury under the seventh amendment even if the case arose from federal substantive law. see minneapolis & st. louis r. co. v. bombolis, 241 u.s. 211, 223 (1916).","32 samuel bray has argued that there is still a system of equity that exists within the unified federal courts. bray, supra note 23. and the distinction still controls the seventh amendment right to a civil jury. whether a litigant in federal court has a right to a jury turns in part on whether a case would have been brought in a court of law or equity in 1791. this vestige of the law-equity divide applies and is enforced in all federal cases, including bankruptcy cases. notably, however, the seventh amendment does not apply to cases in state court. a party litigating in state court is not entitled to a jury under the seventh amendment even if the case arose from federal substantive law. see minneapolis & st. louis r. co. v. bombolis, 241 u.s. 211, 223 (1916).",footnote,unknown,body-text,0.994,✗
"everywhere in bankruptcy, judges alter rights, create remedies, and steer cases out of /unifb01 delity to unwritten norms that seek to advance what those within the bankruptcy culture understand to be the better and more ef/unifb01 cient functioning of the bankruptcy system. various scholars have attempted to describe and systemize these norms. 33","everywhere in bankruptcy, judges alter rights, create remedies, and steer cases out of fidelity to unwritten norms that seek to advance what those within the bankruptcy culture understand to be the better and more efficient functioning of the bankruptcy system. various scholars have attempted to describe and systemize these norms. 33",text,unknown,body-text,0.974,✗
"again, we ask: what is exceptional here? it is easy for those in a certain /unifb01 eld to convince themselves that what they are doing is ' special ' or ' unique. ' but unwritten norms appear throughout our legal system, and courts regularly challenge or push back on those norms. 34 recounting speci /unifb01 c unwritten norms is useful to understanding bankruptcy law, 35 just as it is useful in understanding other areas of law. bankruptcy cases may require the exercise of judicial discretion more often than civil cases, 36 but bankruptcy courts use the same methods and procedures as other courts. 37 thus, whatever differences exist are a matter of degree rather than kind. the claim that bankruptcy courts are exceptional because they craft remedies, alter rights, and observe or rely on unwritten norms strikes us as a peculiarly narrow and parochial view.","again, we ask: what is exceptional here? it is easy for those in a certain field to convince themselves that what they are doing is “special” or “unique.” but unwritten norms appear throughout our legal system, and courts regularly challenge or push back on those norms. 34 recounting specific unwritten norms is useful to understanding bankruptcy law, 35 just as it is useful in understanding other areas of law. bankruptcy cases may require the exercise of judicial discretion more often than civil cases, 36 but bankruptcy courts use the same methods and procedures as other courts. 37 thus, whatever differences exist are a matter of degree rather than kind. the claim that bankruptcy courts are exceptional because they craft remedies, alter rights, and observe or rely on unwritten norms strikes us as a peculiarly narrow and parochial view.",text,unknown,body-text,0.982,✗
